Well,Sample ID,Range,ng/uL,% Total,nmole/L,Avg. Size,%CV,Size Threshold (b.p.),DQN
B5,W01241176881,650 bp to 4000 bp,0.0994,38.7,0.1612,1015,48.19,300,9.5
B6,W01241176882,100 bp to 150 bp,0.0000,0.0,0.0004,115,5.83,300,9.5
B6,W01241176882,150 bp to 260 bp,0.0058,1.5,0.0401,236,8.52,300,9.5
B6,W01241176882,200 bp to 4000 bp,0.3709,99.8,0.9357,652,57.02,300,9.5
B6,W01241176882,650 bp to 4000 bp,0.1323,35.6,0.2185,997,42.78,300,9.5
B7,W01241176883,100 bp to 150 bp,0.0001,0.0,0.0012,117,11.21,300,9.5
B7,W01241176883,150 bp to 260 bp,0.0073,1.8,0.0509,234,9.51,300,9.5
B7,W01241176883,200 bp to 4000 bp,0.4056,99.7,1.0510,635,59.38,300,9.5
B7,W01241176883,650 bp to 4000 bp,0.1345,33.1,0.2243,987,47.21,300,9.5
B8,W01241176884,100 bp to 150 bp,0.0001,0.0,0.0007,132,10.46,300,9.6
B8,W01241176884,150 bp to 260 bp,0.0056,1.6,0.0392,234,9.45,300,9.6
B8,W01241176884,200 bp to 4000 bp,0.3405,99.7,0.8545,656,56.30,300,9.6
B8,W01241176884,650 bp to 4000 bp,0.1287,37.7,0.2173,975,43.23,300,9.6
B9,W01241176885,100 bp to 150 bp,0.0000,0.0,0.0001,127,11.73,300,9.7
B9,W01241176885,150 bp to 260 bp,0.0032,1.1,0.0225,237,7.91,300,9.7
B9,W01241176885,200 bp to 4000 bp,0.2971,99.9,0.7073,691,57.26,300,9.7
B9,W01241176885,650 bp to 4000 bp,0.1197,40.2,0.1929,1021,42.75,300,9.7
B10,W01241176886,100 bp to 150 bp,0.0004,0.1,0.0046,124,11.97,300,9.6
B10,W01241176886,150 bp to 260 bp,0.0050,1.2,0.0355,233,10.50,300,9.6
B10,W01241176886,200 bp to 4000 bp,0.4133,99.4,0.9018,754,60.59,300,9.6
B10,W01241176886,650 bp to 4000 bp,0.1913,46.0,0.2892,1089,43.86,300,9.6
B11,W01241176887,100 bp to 150 bp,0.0001,0.0,0.0013,120,8.68,300,9.6
B11,W01241176887,150 bp to 260 bp,0.0056,1.2,0.0394,235,9.18,300,9.6
B11,W01241176887,200 bp to 4000 bp,0.4694,99.7,1.0982,704,60.89,300,9.6
B11,W01241176887,650 bp to 4000 bp,0.1943,41.3,0.3069,1042,45.95,300,9.6
B12,W01241176888,100 bp to 150 bp,0.0000,0.0,0.0006,128,9.77,300,9.7
B12,W01241176888,150 bp to 260 bp,0.0043,1.0,0.0301,236,8.94,300,9.7
B12,W01241176888,200 bp to 4000 bp,0.4319,99.7,0.9894,718,60.72,300,9.7
B12,W01241176888,650 bp to 4000 bp,0.1860,42.9,0.2898,1056,45.41,300,9.7
C1,W01241176889,100 bp to 150 bp,0.0000,0.0,0.0003,118,12.97,300,9.7
C1,W01241176889,150 bp to 260 bp,0.0041,1.1,0.0286,237,8.02,300,9.7
C1,W01241176889,200 bp to 4000 bp,0.3892,99.8,0.8615,743,63.11,300,9.7
C1,W01241176889,650 bp to 4000 bp,0.1746,44.8,0.2655,1083,47.61,300,9.7
C2,W01241176890,100 bp to 150 bp,0.0000,0.0,0.0000,106,3.71,300,9.8
C2,W01241176890,150 bp to 260 bp,0.0001,0.7,0.0004,243,5.77,300,9.8
C2,W01241176890,200 bp to 4000 bp,0.0075,98.2,0.0119,1035,82.25,300,9.8
C2,W01241176890,650 bp to 4000 bp,0.0040,52.7,0.0043,1525,59.30,300,9.8
C3,W01241176891,100 bp to 150 bp,0.0001,0.0,0.0008,124,11.77,300,9.4
C3,W01241176891,150 bp to 260 bp,0.0084,2.1,0.0586,235,9.20,300,9.4
C3,W01241176891,200 bp to 4000 bp,0.4013,99.7,0.9665,683,58.75,300,9.4
C3,W01241176891,650 bp to 4000 bp,0.1631,40.5,0.2633,1019,42.37,300,9.4
C4,W01241176892,100 bp to 150 bp,0.0000,0.0,0.0003,131,12.86,300,9.4
C4,W01241176892,150 bp to 260 bp,0.0078,2.6,0.0550,233,9.05,300,9.4
C4,W01241176892,200 bp to 4000 bp,0.3029,99.7,0.7453,669,57.08,300,9.4
C4,W01241176892,650 bp to 4000 bp,0.1157,38.1,0.1902,1001,42.43,300,9.4
C5,W01241176893,100 bp to 150 bp,0.0000,0.0,0.0003,103,1.58,300,9.4
C5,W01241176893,150 bp to 260 bp,0.0078,2.2,0.0553,233,8.78,300,9.4
C5,W01241176893,200 bp to 4000 bp,0.3518,99.1,0.7913,732,61.69,300,9.4
C5,W01241176893,650 bp to 4000 bp,0.1617,45.6,0.2550,1044,47.57,300,9.4
C6,W01241176894,100 bp to 150 bp,0.0010,0.2,0.0123,128,10.73,300,9.4
C6,W01241176894,150 bp to 260 bp,0.0075,1.8,0.0543,226,13.19,300,9.4
C6,W01241176894,200 bp to 4000 bp,0.4042,98.4,0.9221,721,62.61,300,9.4
C6,W01241176894,650 bp to 4000 bp,0.1719,41.9,0.2624,1078,45.41,300,9.4
C7,W01241176895,100 bp to 150 bp,0.0000,0.0,NaN,NaN,NaN,300,9.8
C7,W01241176895,150 bp to 260 bp,0.0017,0.4,0.0109,250,3.25,300,9.8
C7,W01241176895,200 bp to 4000 bp,0.4408,99.9,0.9335,777,58.29,300,9.8
C7,W01241176895,650 bp to 4000 bp,0.2159,48.9,0.3254,1092,42.11,300,9.8
C8,W01241176896,100 bp to 150 bp,0.0000,0.0,0.0005,112,6.64,300,9.6
C8,W01241176896,150 bp to 260 bp,0.0063,1.4,0.0438,237,7.96,300,9.6
C8,W01241176896,200 bp to 4000 bp,0.4395,99.8,1.0518,688,59.80,300,9.6
C8,W01241176896,650 bp to 4000 bp,0.1902,43.2,0.3217,973,49.24,300,9.6
C9,W01241176897,100 bp to 150 bp,0.0000,0.0,0.0006,124,9.02,300,9.5
C9,W01241176897,150 bp to 260 bp,0.0048,2.2,0.0335,233,8.99,300,9.5
C9,W01241176897,200 bp to 4000 bp,0.2154,99.7,0.5062,700,57.74,300,9.5
C9,W01241176897,650 bp to 4000 bp,0.0948,43.9,0.1561,999,44.16,300,9.5
C10,W01241176898,100 bp to 150 bp,0.0061,2.3,0.0770,130,10.75,300,8.7
C10,W01241176898,150 bp to 260 bp,0.0110,4.1,0.0966,188,16.62,300,8.7
C10,W01241176898,200 bp to 4000 bp,0.2427,89.6,0.5795,689,61.06,300,8.7
C10,W01241176898,650 bp to 4000 bp,0.1058,39.1,0.1783,977,50.36,300,8.7
C11,W01241176899,100 bp to 150 bp,0.0006,0.0,0.0088,121,11.00,300,9.1
C11,W01241176899,150 bp to 260 bp,0.0305,2.2,0.2121,237,8.36,300,9.1
C11,W01241176899,200 bp to 4000 bp,1.3381,97.1,3.7213,592,45.92,300,9.1
C11,W01241176899,650 bp to 4000 bp,0.4783,34.7,0.9313,845,34.34,300,9.1
C12,W01241176900,100 bp to 150 bp,0.0001,0.0,0.0011,115,11.32,300,9.5
C12,W01241176900,150 bp to 260 bp,0.0056,1.7,0.0389,236,8.56,300,9.5
C12,W01241176900,200 bp to 4000 bp,0.3365,99.8,0.8570,646,58.90,300,9.5
C12,W01241176900,650 bp to 4000 bp,0.1299,38.5,0.2248,951,47.68,300,9.5
D1,W01241176901,100 bp to 150 bp,0.0001,0.0,0.0007,131,10.07,300,9.5
D1,W01241176901,150 bp to 260 bp,0.0072,2.0,0.0502,236,8.79,300,9.5
D1,W01241176901,200 bp to 4000 bp,0.3597,99.8,0.8728,678,54.60,300,9.5
D1,W01241176901,650 bp to 4000 bp,0.1483,41.1,0.2453,995,38.20,300,9.5
D2,W01241176902,100 bp to 150 bp,0.0002,0.1,0.0030,108,5.20,300,9.1
D2,W01241176902,150 bp to 260 bp,0.0112,3.8,0.0786,235,8.60,300,9.1
D2,W01241176902,200 bp to 4000 bp,0.2958,99.4,0.8305,586,49.81,300,9.1
D2,W01241176902,650 bp to 4000 bp,0.0930,31.3,0.1716,892,36.07,300,9.1
D3,W01241176903,100 bp to 150 bp,0.0004,0.1,0.0045,128,11.38,300,9.4
D3,W01241176903,150 bp to 260 bp,0.0062,2.2,0.0442,230,11.08,300,9.4
D3,W01241176903,200 bp to 4000 bp,0.2790,99.5,0.7510,611,56.91,300,9.4
D3,W01241176903,650 bp to 4000 bp,0.0828,29.5,0.1374,992,42.34,300,9.4
D4,W01241176904,100 bp to 150 bp,0.0004,0.1,0.0051,124,12.17,300,9.3
D4,W01241176904,150 bp to 260 bp,0.0074,2.8,0.0526,232,10.36,300,9.3
D4,W01241176904,200 bp to 4000 bp,0.2676,99.4,0.6884,640,51.42,300,9.3
D4,W01241176904,650 bp to 4000 bp,0.1013,37.6,0.1758,949,35.12,300,9.3
D5,W01241176905,100 bp to 150 bp,0.0005,0.1,0.0063,124,11.63,300,9.6
D5,W01241176905,150 bp to 260 bp,0.0062,1.5,0.0442,230,11.32,300,9.6
D5,W01241176905,200 bp to 4000 bp,0.3976,99.5,0.9957,657,50.77,300,9.6
D5,W01241176905,650 bp to 4000 bp,0.1577,39.5,0.2738,948,36.97,300,9.6
D6,W01241176906,100 bp to 150 bp,0.0006,0.1,0.0075,124,12.14,300,9.6
D6,W01241176906,150 bp to 260 bp,0.0077,1.7,0.0550,229,11.36,300,9.6
D6,W01241176906,200 bp to 4000 bp,0.4578,99.4,1.0890,692,54.68,300,9.6
D6,W01241176906,650 bp to 4000 bp,0.1952,42.4,0.3226,996,40.05,300,9.6
D7,W01241176907,100 bp to 150 bp,0.0004,0.1,0.0048,125,12.68,300,9.5
D7,W01241176907,150 bp to 260 bp,0.0085,2.1,0.0610,230,10.92,300,9.5
D7,W01241176907,200 bp to 4000 bp,0.4065,99.5,0.9702,690,56.95,300,9.5
D7,W01241176907,650 bp to 4000 bp,0.1726,42.3,0.2846,998,42.61,300,9.5
D8,W01241176908,100 bp to 150 bp,0.0002,0.1,0.0034,117,10.32,300,9.5
D8,W01241176908,150 bp to 260 bp,0.0061,1.7,0.0428,234,8.96,300,9.5
D8,W01241176908,200 bp to 4000 bp,0.3587,99.2,0.7905,747,61.21,300,9.5
D8,W01241176908,650 bp to 4000 bp,0.1718,47.5,0.2696,1049,47.28,300,9.5
D9,W01241176909,100 bp to 150 bp,0.0000,0.0,0.0003,106,5.06,300,9.7
D9,W01241176909,150 bp to 260 bp,0.0035,0.9,0.0242,238,7.67,300,9.7
D9,W01241176909,200 bp to 4000 bp,0.3683,99.8,0.8101,748,62.20,300,9.7
D9,W01241176909,650 bp to 4000 bp,0.1698,46.0,0.2599,1075,47.31,300,9.7
D10,W01241176910,100 bp to 150 bp,0.0000,0.0,0.0003,112,6.94,300,9.7
D10,W01241176910,150 bp to 260 bp,0.0046,0.8,0.0320,238,7.65,300,9.7
D10,W01241176910,200 bp to 4000 bp,0.6126,99.8,1.3818,730,63.35,300,9.7
D10,W01241176910,650 bp to 4000 bp,0.2832,46.1,0.4526,1030,51.28,300,9.7
D11,W01241176911,100 bp to 150 bp,0.0000,0.0,0.0006,112,7.37,300,9.7
D11,W01241176911,150 bp to 260 bp,0.0051,1.0,0.0352,237,8.20,300,9.7
D11,W01241176911,200 bp to 4000 bp,0.5003,99.8,1.1314,728,59.70,300,9.7
D11,W01241176911,650 bp to 4000 bp,0.2234,44.6,0.3493,1053,44.20,300,9.7
D12,W01241176912,100 bp to 150 bp,0.0000,0.0,0.0000,117,2.11,300,9.6
D12,W01241176912,150 bp to 260 bp,0.0053,1.1,0.0364,237,7.99,300,9.6
D12,W01241176912,200 bp to 4000 bp,0.4599,99.8,1.1252,673,59.61,300,9.6
D12,W01241176912,650 bp to 4000 bp,0.1960,42.6,0.3388,952,49.72,300,9.6
E1,W01241176913,100 bp to 150 bp,0.0000,0.0,0.0005,107,5.68,300,9.7
E1,W01241176913,150 bp to 260 bp,0.0038,1.1,0.0260,238,7.29,300,9.7
E1,W01241176913,200 bp to 4000 bp,0.3537,99.8,0.7963,731,56.56,300,9.7
E1,W01241176913,650 bp to 4000 bp,0.1676,47.3,0.2697,1023,42.12,300,9.7
E2,W01241176914,100 bp to 150 bp,0.0000,0.0,0.0000,117,4.17,300,9.7
E2,W01241176914,150 bp to 260 bp,0.0033,0.9,0.0226,240,6.87,300,9.7
E2,W01241176914,200 bp to 4000 bp,0.3653,99.9,0.8107,742,63.68,300,9.7
E2,W01241176914,650 bp to 4000 bp,0.1617,44.2,0.2435,1093,47.19,300,9.7
E3,W01241176915,100 bp to 150 bp,0.0000,0.0,0.0007,114,8.26,300,9.7
E3,W01241176915,150 bp to 260 bp,0.0062,1.1,0.0433,236,8.60,300,9.7
E3,W01241176915,200 bp to 4000 bp,0.5597,99.8,1.3413,687,61.03,300,9.7
E3,W01241176915,650 bp to 4000 bp,0.2415,43.1,0.4055,980,50.09,300,9.7
E4,W01241176916,100 bp to 150 bp,0.0000,0.0,0.0000,120,0.38,300,9.6
E4,W01241176916,150 bp to 260 bp,0.0048,1.1,0.0330,238,7.71,300,9.6
E4,W01241176916,200 bp to 4000 bp,0.4441,99.8,1.1167,654,62.12,300,9.6
E4,W01241176916,650 bp to 4000 bp,0.1697,38.2,0.2892,966,52.48,300,9.6
E5,W01241176917,100 bp to 150 bp,0.0000,0.0,0.0007,116,9.07,300,9.7
E5,W01241176917,150 bp to 260 bp,0.0040,0.8,0.0280,238,7.92,300,9.7
E5,W01241176917,200 bp to 4000 bp,0.4782,99.7,0.9835,800,64.99,300,9.7
E5,W01241176917,650 bp to 4000 bp,0.2344,48.9,0.3373,1144,48.54,300,9.7
E6,W01241176918,100 bp to 150 bp,0.0000,0.0,NaN,NaN,NaN,300,9.5
E6,W01241176918,150 bp to 260 bp,0.0055,1.4,0.0373,243,5.77,300,9.5
E6,W01241176918,200 bp to 4000 bp,0.3895,100.0,1.0589,605,57.76,300,9.5
E6,W01241176918,650 bp to 4000 bp,0.1194,30.6,0.2047,960,45.67,300,9.5
E7,W01241176919,100 bp to 150 bp,0.0000,0.0,0.0001,121,1.86,300,9.7
E7,W01241176919,150 bp to 260 bp,0.0035,1.0,0.0245,238,7.71,300,9.7
E7,W01241176919,200 bp to 4000 bp,0.3395,99.9,0.9065,616,50.18,300,9.7
E7,W01241176919,650 bp to 4000 bp,0.1211,35.6,0.2249,886,41.75,300,9.7
E8,W01241176920,100 bp to 150 bp,0.0004,0.3,0.0051,127,11.24,300,9.6
E8,W01241176920,150 bp to 260 bp,0.0025,1.8,0.0188,219,14.09,300,9.6
E8,W01241176920,200 bp to 4000 bp,0.1348,99.0,0.3780,587,45.17,300,9.6
E8,W01241176920,650 bp to 4000 bp,0.0463,34.0,0.0935,814,40.12,300,9.6
E9,W01241176921,100 bp to 150 bp,0.0000,0.0,0.0003,135,10.38,300,9.8
E9,W01241176921,150 bp to 260 bp,0.0019,0.7,0.0128,239,7.13,300,9.8
E9,W01241176921,200 bp to 4000 bp,0.2586,99.8,0.6811,625,47.28,300,9.8
E9,W01241176921,650 bp to 4000 bp,0.1040,40.1,0.2009,852,40.04,300,9.8
E10,W01241176922,100 bp to 150 bp,0.0000,0.0,NaN,NaN,NaN,300,9.6
E10,W01241176922,150 bp to 260 bp,0.0032,0.9,0.0219,244,5.39,300,9.6
E10,W01241176922,200 bp to 4000 bp,0.3608,99.5,1.1014,539,29.79,300,9.6
E10,W01241176922,650 bp to 4000 bp,0.0961,26.5,0.2092,756,10.69,300,9.6
E11,W01241176923,100 bp to 150 bp,0.0003,0.2,0.0041,125,11.91,300,9.2
E11,W01241176923,150 bp to 260 bp,0.0047,3.4,0.0337,229,11.10,300,9.2
E11,W01241176923,200 bp to 4000 bp,0.1337,96.0,0.3774,583,50.01,300,9.2
E11,W01241176923,650 bp to 4000 bp,0.0422,30.3,0.0804,864,41.06,300,9.2
E12,W01241176924,100 bp to 150 bp,0.0000,0.0,0.0004,113,11.14,300,9.3
E12,W01241176924,150 bp to 260 bp,0.0072,2.2,0.0502,236,8.26,300,9.3
E12,W01241176924,200 bp to 4000 bp,0.3211,98.8,0.9185,575,45.98,300,9.3
E12,W01241176924,650 bp to 4000 bp,0.1006,30.9,0.2002,827,39.38,300,9.3
F1,W01241176925,100 bp to 150 bp,0.0002,0.1,0.0026,127,1.91,300,9.4
F1,W01241176925,150 bp to 260 bp,0.0048,1.8,0.0333,238,8.41,300,9.4
F1,W01241176925,200 bp to 4000 bp,0.2708,99.5,0.7709,578,52.46,300,9.4
F1,W01241176925,650 bp to 4000 bp,0.0800,29.4,0.1511,872,46.07,300,9.4
F2,W01241176926,100 bp to 150 bp,0.0000,0.0,0.0001,121,11.76,300,9.4
F2,W01241176926,150 bp to 260 bp,0.0057,2.3,0.0401,236,8.27,300,9.4
F2,W01241176926,200 bp to 4000 bp,0.2541,99.8,0.7104,589,47.61,300,9.4
F2,W01241176926,650 bp to 4000 bp,0.0824,32.4,0.1597,850,40.18,300,9.4
F3,W01241176927,100 bp to 150 bp,0.0000,0.0,NaN,NaN,NaN,300,9.3
F3,W01241176927,150 bp to 260 bp,0.0077,3.0,0.0536,235,8.04,300,9.3
F3,W01241176927,200 bp to 4000 bp,0.2558,99.7,0.7334,574,48.05,300,9.3
F3,W01241176927,650 bp to 4000 bp,0.0770,30.0,0.1493,849,40.06,300,9.3
F4,W01241176928,100 bp to 150 bp,0.0000,0.0,0.0003,112,7.66,300,9.7
F4,W01241176928,150 bp to 260 bp,0.0026,0.9,0.0176,239,7.18,300,9.7
F4,W01241176928,200 bp to 4000 bp,0.2917,99.9,0.8124,591,44.20,300,9.7
F4,W01241176928,650 bp to 4000 bp,0.0985,33.7,0.1959,827,37.69,300,9.7
F5,W01241176929,100 bp to 150 bp,0.0036,0.3,0.0485,123,11.95,300,9.3
F5,W01241176929,150 bp to 260 bp,0.0147,1.4,0.1081,224,13.50,300,9.3
F5,W01241176929,200 bp to 4000 bp,1.0309,95.4,2.9704,571,42.98,300,9.3
F5,W01241176929,650 bp to 4000 bp,0.2893,26.8,0.5725,832,37.12,300,9.3
F6,W01241176930,100 bp to 150 bp,0.0000,0.0,NaN,NaN,NaN,300,9.6
F6,W01241176930,150 bp to 260 bp,0.0012,1.3,0.0081,238,7.11,300,9.6
F6,W01241176930,200 bp to 4000 bp,0.0878,99.8,0.2019,715,57.95,300,9.6
F6,W01241176930,650 bp to 4000 bp,0.0387,44.0,0.0625,1019,44.89,300,9.6
F7,W01241176931,100 bp to 150 bp,0.0000,0.0,0.0002,120,2.50,300,9.4
F7,W01241176931,150 bp to 260 bp,0.0068,2.1,0.0473,235,8.50,300,9.4
F7,W01241176931,200 bp to 4000 bp,0.3204,99.7,0.9001,586,44.01,300,9.4
F7,W01241176931,650 bp to 4000 bp,0.1090,33.9,0.2182,822,35.97,300,9.4
F8,W01241176932,100 bp to 150 bp,0.0000,0.0,0.0002,103,0.74,300,9.5
F8,W01241176932,150 bp to 260 bp,0.0035,1.5,0.0241,240,6.77,300,9.5
F8,W01241176932,200 bp to 4000 bp,0.2357,99.3,0.6863,565,39.63,300,9.5
F8,W01241176932,650 bp to 4000 bp,0.0696,29.3,0.1403,816,28.81,300,9.5
F9,W01241176933,100 bp to 150 bp,0.0000,0.0,0.0000,118,0.00,300,9.6
F9,W01241176933,150 bp to 260 bp,0.0022,1.0,0.0151,241,6.44,300,9.6
F9,W01241176933,200 bp to 4000 bp,0.2260,99.8,0.6303,590,47.68,300,9.6
F9,W01241176933,650 bp to 4000 bp,0.0691,30.5,0.1307,870,40.22,300,9.6
F10,W01241176934,100 bp to 150 bp,0.0000,0.0,NaN,NaN,NaN,300,9.7
F10,W01241176934,150 bp to 260 bp,0.0016,0.6,0.0104,247,4.04,300,9.7
F10,W01241176934,200 bp to 4000 bp,0.2593,99.8,0.7644,558,35.65,300,9.7
F10,W01241176934,650 bp to 4000 bp,0.0706,27.2,0.1435,810,22.50,300,9.7
F11,W01241176935,100 bp to 150 bp,0.0000,0.0,0.0000,100,0.50,300,9.0
F11,W01241176935,150 bp to 260 bp,0.0077,2.1,0.0530,238,7.61,300,9.0
F11,W01241176935,200 bp to 4000 bp,0.3387,94.3,0.9895,563,51.10,300,9.0
F11,W01241176935,650 bp to 4000 bp,0.0912,25.4,0.1716,875,43.30,300,9.0
F12,W01241176936,100 bp to 150 bp,0.0000,0.0,0.0001,121,3.55,300,9.8
F12,W01241176936,150 bp to 260 bp,0.0014,0.6,0.0094,240,7.03,300,9.8
F12,W01241176936,200 bp to 4000 bp,0.2211,99.8,0.6007,606,45.88,300,9.8
F12,W01241176936,650 bp to 4000 bp,0.0769,34.7,0.1485,852,38.99,300,9.8
G1,W01241176937,100 bp to 150 bp,0.0000,0.2,0.0002,117,4.32,300,9.5
G1,W01241176937,150 bp to 260 bp,0.0000,0.6,0.0002,244,6.13,300,9.5
G1,W01241176937,200 bp to 4000 bp,0.0049,95.2,0.0073,1115,88.17,300,9.5
G1,W01241176937,650 bp to 4000 bp,0.0026,49.8,0.0025,1714,60.63,300,9.5
G2,W01241176938,100 bp to 150 bp,0.0000,0.0,NaN,NaN,NaN,300,9.8
G2,W01241176938,150 bp to 260 bp,0.0025,0.6,0.0169,243,5.57,300,9.8
G2,W01241176938,200 bp to 4000 bp,0.4177,99.9,1.1615,592,40.18,300,9.8
G2,W01241176938,650 bp to 4000 bp,0.1433,34.3,0.2886,817,32.25,300,9.8
G3,W01241176939,100 bp to 150 bp,0.0000,0.0,0.0003,113,8.98,300,9.5
