Well,Sample ID,Peak ID,Size (bp),Percent relative concentration,nmole/L,Concentration (ng/uL),RFU,Notes,TIC (ng/uL),TIM (nmole/L),Total concentration (ng/uL),,
"H2","W01241176950",1,35,,0.5225,0.0118,1782,,0.0538,0.1244,0.3170,,
"H2","W01241176950",2,737,100.0,0.1244,0.0538,2316,,0.0538,0.1244,0.3170,,
"H2","W01241176950",3,5000,,0.0030,0.0090,2532,,0.0538,0.1244,0.3170,,
"H3","W01241176951",1,35,,0.5225,0.0118,1830,,0.5028,1.3585,0.6450,,
"H3","W01241176951",2,485,32.1,0.5557,0.1614,2616,,0.5028,1.3585,0.6450,,
"H3","W01241176951",3,595,30.7,0.4152,0.1542,3426,,0.5028,1.3585,0.6450,,
"H3","W01241176951",4,745,18.5,0.2090,0.0928,6235,,0.5028,1.3585,0.6450,,
"H3","W01241176951",5,831,18.8,0.1786,0.0944,5806,,0.5028,1.3585,0.6450,,
"H3","W01241176951",6,5000,,0.0030,0.0092,2805,,0.5028,1.3585,0.6450,,
"H4","W01241176952",1,35,,0.5521,0.0118,1783,,0.1449,0.3071,0.5643,,
"H4","W01241176952",2,739,53.6,0.1762,0.0776,4921,,0.1449,0.3071,0.5643,,
"H4","W01241176952",3,824,46.4,0.1309,0.0673,4279,,0.1449,0.3071,0.5643,,
"H4","W01241176952",4,5000,,0.0027,0.0082,2478,,0.1449,0.3071,0.5643,,
"H5","W01241176953",1,35,,0.5369,0.0118,1523,,0.1324,0.2781,0.4523,,
"H5","W01241176953",2,743,51.3,0.1531,0.0679,3408,,0.1324,0.2781,0.4523,,
"H5","W01241176953",3,831,48.7,0.1250,0.0645,2918,,0.1324,0.2781,0.4523,,
"H5","W01241176953",4,5000,,0.0034,0.0103,2345,,0.1324,0.2781,0.4523,,
"H6","W01241176954",1,35,,0.5521,0.0118,1634,,0.1135,0.2615,0.3426,,
"H6","W01241176954",2,691,100.0,0.2615,0.1135,4201,,0.1135,0.2615,0.3426,,
"H6","W01241176954",3,5000,,0.0039,0.0120,2725,,0.1135,0.2615,0.3426,,
"H7","W01241176955",1,35,,0.5521,0.0118,1614,,0.0252,0.0568,0.1816,,
"H7","W01241176955",2,743,100.0,0.0568,0.0252,1382,,0.0252,0.0568,0.1816,,
"H7","W01241176955",3,5000,,0.0028,0.0085,2162,,0.0252,0.0568,0.1816,,
"H8","W01241176956",1,35,,0.5853,0.0118,1908,,0.0973,0.2028,0.3770,,
"H8","W01241176956",2,743,49.2,0.1083,0.0479,3960,,0.0973,0.2028,0.3770,,
"H8","W01241176956",3,826,50.8,0.0945,0.0494,3754,,0.0973,0.2028,0.3770,,
"H8","W01241176956",4,5000,,0.0025,0.0075,2960,,0.0973,0.2028,0.3770,,
"H9","W01241176957",1,35,,0.5369,0.0118,1769,,0.0000,0.0000,0.2197,,
"H9","W01241176957",2,5000,,0.0026,0.0078,1753,,0.0000,0.0000,0.2197,,
"H10","W01241176958",1,35,,0.5853,0.0118,520,,0.5707,2.5612,1.7413,,
"H10","W01241176958",2,47,8.2,1.4688,0.0466,1613,,0.5707,2.5612,1.7413,,
"H10","W01241176958",3,747,46.5,0.5987,0.2656,3853,,0.5707,2.5612,1.7413,,
"H10","W01241176958",4,837,45.3,0.4937,0.2586,3623,,0.5707,2.5612,1.7413,,
"H10","W01241176958",5,5000,,0.0116,0.0353,2483,,0.5707,2.5612,1.7413,,
"H11","W01241176959",1,35,,0.5521,0.0118,1567,,0.0593,0.1239,0.2314,,
"H11","W01241176959",2,741,50.0,0.0674,0.0297,1471,,0.0593,0.1239,0.2314,,
"H11","W01241176959",3,826,50.0,0.0565,0.0296,1539,,0.0593,0.1239,0.2314,,
"H11","W01241176959",4,5000,,0.0029,0.0087,2150,,0.0593,0.1239,0.2314,,
"H12:","",1,35,,0.5521,0.0118,1702,,2.0400,7.2125,2.0837,,
"H12:","",2,100,5.3,1.8024,0.1087,21321,,2.0400,7.2125,2.0837,,
"H12:","",3,200,6.3,1.0509,0.1285,26921,,2.0400,7.2125,2.0837,,
"H12:","",4,300,6.7,0.7479,0.1369,27937,,2.0400,7.2125,2.0837,,
"H12:","",5,400,7.0,0.5833,0.1418,25540,,2.0400,7.2125,2.0837,,
"H12:","",6,500,15.8,1.0578,0.3221,52834,,2.0400,7.2125,2.0837,,
"H12:","",7,600,5.8,0.3242,0.1180,19433,,2.0400,7.2125,2.0837,,
"H12:","",8,700,5.6,0.2688,0.1142,20242,,2.0400,7.2125,2.0837,,
"H12:","",9,800,5.9,0.2499,0.1212,21787,,2.0400,7.2125,2.0837,,
"H12:","",10,900,5.8,0.2169,0.1185,24232,,2.0400,7.2125,2.0837,,
"H12:","",11,1000,13.7,0.4593,0.2796,52784,,2.0400,7.2125,2.0837,,
"H12:","",12,1200,6.5,0.1808,0.1325,27503,,2.0400,7.2125,2.0837,,
"H12:","",13,1500,6.2,0.1371,0.1268,22360,,2.0400,7.2125,2.0837,,
"H12:","",14,2000,5.3,0.0880,0.1085,23256,,2.0400,7.2125,2.0837,,
"H12:","",15,3000,4.1,0.0452,0.0829,17647,,2.0400,7.2125,2.0837,,
"H12:","",16,5000,,0.0035,0.0108,2144,,2.0400,7.2125,2.0837,,
