Well,Sample ID,Peak ID,Size (bp),Percent relative concentration,nmole/L,Concentration (ng/uL),RFU,Notes,TIC (ng/uL),TIM (nmole/L),Total concentration (ng/uL),,
"B7","W01241174714",1,35,,3.2580,0.0678,9725,,0.0000,0.0000,0.3467,,
"B7","W01241174714",2,5000,,0.0280,0.0854,15532,,0.0000,0.0000,0.3467,,
"B8","W01241174715",1,35,,3.1656,0.0678,7949,,0.0000,0.0000,0.0000,,
"B8","W01241174715",2,5000,,0.0103,0.0332,1982,,0.0000,0.0000,0.0000,,
"B9","W01241174716",1,35,,3.2580,0.0678,8576,,0.0000,0.0000,0.0912,,
"B9","W01241174716",2,5000,,0.0267,0.0811,13823,,0.0000,0.0000,0.0912,,
"B10","W01241174717",1,35,,3.1656,0.0678,8977,,0.0000,0.0000,0.1536,,
"B10","W01241174717",2,5000,,0.0253,0.0770,13365,,0.0000,0.0000,0.1536,,
"B11","W01241174718",1,35,,3.2580,0.0678,9370,,0.0000,0.0000,0.2966,,
"B11","W01241174718",2,5000,,0.0271,0.0824,15198,,0.0000,0.0000,0.2966,,
"B12","W01241174719",1,35,,3.2580,0.0678,7960,,0.0000,0.0000,0.0000,,
"B12","W01241174719",2,5000,,0.0481,0.1460,12989,,0.0000,0.0000,0.0000,,
"C1","W01241174720",1,35,,3.1656,0.0678,9418,,0.0000,0.0000,0.1882,,
"C1","W01241174720",2,5000,,0.0270,0.0819,15034,,0.0000,0.0000,0.1882,,
"C2","W01241174721",1,35,,3.2580,0.0678,9808,,0.3683,1.6835,0.3743,,
"C2","W01241174721",2,266,20.2,0.5050,0.0743,1075,,0.3683,1.6835,0.3743,,
"C2","W01241174721",3,292,32.8,0.6205,0.1207,1185,,0.3683,1.6835,0.3743,,
"C2","W01241174721",4,379,47.1,0.5580,0.1733,1002,,0.3683,1.6835,0.3743,,
"C2","W01241174721",5,5000,,0.0271,0.0823,15996,,0.3683,1.6835,0.3743,,
"C3","W01241174722",1,35,,3.2580,0.0678,8454,,0.0000,0.0000,0.2308,,
"C3","W01241174722",2,5000,,0.0289,0.0881,15259,,0.0000,0.0000,0.2308,,
"C4","W01241174723",1,35,,3.1656,0.0678,9497,,0.0000,0.0000,0.2559,,
"C4","W01241174723",2,5000,,0.0270,0.0821,14282,,0.0000,0.0000,0.2559,,
"C5","W01241174724",1,35,,3.1656,0.0678,9173,,0.0000,0.0000,0.2706,,
"C5","W01241174724",2,5000,,0.0268,0.0814,14410,,0.0000,0.0000,0.2706,,
"C6","W01241174725",1,35,,3.1656,0.0678,9051,,0.0000,0.0000,0.3370,,
"C6","W01241174725",2,5000,,0.0295,0.0899,15663,,0.0000,0.0000,0.3370,,
"C7","W01241174726",1,35,,3.1656,0.0678,8688,,0.0000,0.0000,0.5049,,
"C7","W01241174726",2,5000,,0.0268,0.0815,13886,,0.0000,0.0000,0.5049,,
"C8","W01241174727",1,35,,3.1656,0.0678,8904,,0.0000,0.0000,0.3555,,
"C8","W01241174727",2,5000,,0.0282,0.0860,14489,,0.0000,0.0000,0.3555,,
"C9","W01241174728",1,35,,3.1656,0.0678,8009,,0.0000,0.0000,0.3569,,
"C9","W01241174728",2,5000,,0.0265,0.0807,13081,,0.0000,0.0000,0.3569,,
"C10","W01241174729",1,35,,3.1656,0.0678,8512,,0.0000,0.0000,0.3955,,
"C10","W01241174729",2,5000,,0.0289,0.0877,14895,,0.0000,0.0000,0.3955,,
"C11","W01241174730",1,35,,3.1656,0.0678,9041,,0.0000,0.0000,0.3728,,
"C11","W01241174730",2,5000,,0.0281,0.0854,15231,,0.0000,0.0000,0.3728,,
"C12","W01241174731",1,35,,3.1656,0.0678,8365,,0.0000,0.0000,0.7069,,
"C12","W01241174731",2,5000,,0.0282,0.0860,14062,,0.0000,0.0000,0.7069,,
"D1","W01241174732",1,35,,3.2580,0.0678,8445,,0.0000,0.0000,0.7788,,
"D1","W01241174732",2,5000,,0.0282,0.0858,14219,,0.0000,0.0000,0.7788,,
"D2","W01241174733",1,35,,3.2580,0.0678,8440,,0.0000,0.0000,0.2689,,
"D2","W01241174733",2,5000,,0.0276,0.0839,13651,,0.0000,0.0000,0.2689,,
"D3","W01241174734",1,35,,3.2580,0.0678,8551,,0.0000,0.0000,0.1986,,
"D3","W01241174734",2,5000,,0.0299,0.0906,14879,,0.0000,0.0000,0.1986,,
"D4","W01241174735",1,35,,3.2580,0.0678,8772,,0.0000,0.0000,0.5042,,
"D4","W01241174735",2,5000,,0.0268,0.0815,13931,,0.0000,0.0000,0.5042,,
"D5","W01241174736",1,35,,3.1656,0.0678,8848,,0.6380,3.0135,0.6466,,
"D5","W01241174736",2,240,11.6,0.5500,0.0739,1428,,0.6380,3.0135,0.6466,,
"D5","W01241174736",3,292,31.3,1.1406,0.1997,1869,,0.6380,3.0135,0.6466,,
"D5","W01241174736",4,341,25.0,0.7028,0.1593,1750,,0.6380,3.0135,0.6466,,
"D5","W01241174736",5,424,32.1,0.6201,0.2050,1338,,0.6380,3.0135,0.6466,,
"D5","W01241174736",6,5000,,0.0273,0.0832,14932,,0.6380,3.0135,0.6466,,
"D6","W01241174737",1,35,,3.1656,0.0678,8794,,0.0000,0.0000,0.2684,,
"D6","W01241174737",2,5000,,0.0287,0.0873,14994,,0.0000,0.0000,0.2684,,
"D7","W01241174738",1,35,,3.1656,0.0678,9417,,0.0000,0.0000,0.3824,,
"D7","W01241174738",2,5000,,0.0349,0.1065,18328,,0.0000,0.0000,0.3824,,
"D8","W01241174739",1,35,,3.1656,0.0678,8467,,0.0000,0.0000,0.2783,,
"D8","W01241174739",2,5000,,0.0256,0.0776,12914,,0.0000,0.0000,0.2783,,
"D9","W01241174740",1,35,,3.1656,0.0678,7507,,0.0000,0.0000,0.4330,,
"D9","W01241174740",2,5000,,0.0275,0.0839,12743,,0.0000,0.0000,0.4330,,
"D10","W01241174622",1,35,,3.1656,0.0678,9526,,0.2898,1.5232,0.3063,,
"D10","W01241174622",2,259,100.0,1.5232,0.2898,1199,,0.2898,1.5232,0.3063,,
"D10","W01241174622",3,5000,,0.0278,0.0845,15132,,0.2898,1.5232,0.3063,,
"D11","W01241174623",1,35,,3.1656,0.0678,8757,,0.0000,0.0000,0.2823,,
"D11","W01241174623",2,5000,,0.0312,0.0948,16874,,0.0000,0.0000,0.2823,,
"D12","W01241174624",1,35,,3.1656,0.0678,7886,,0.0000,0.0000,0.2825,,
"D12","W01241174624",2,5000,,0.0294,0.0898,14216,,0.0000,0.0000,0.2825,,
"E1","W01241174625",1,35,,3.1656,0.0678,9189,,0.3001,1.5005,0.3229,,
"E1","W01241174625",2,253,100.0,1.5005,0.3001,1051,,0.3001,1.5005,0.3229,,
"E1","W01241174625",3,5000,,0.0281,0.0853,15682,,0.3001,1.5005,0.3229,,
"E2","W01241174626",1,35,,3.1656,0.0678,7493,,0.0000,0.0000,0.1857,,
"E2","W01241174626",2,5000,,0.0265,0.0810,11979,,0.0000,0.0000,0.1857,,
"E3","W01241174627",1,35,,3.1656,0.0678,7675,,0.0000,0.0000,0.2647,,
"E3","W01241174627",2,5000,,0.0253,0.0770,11908,,0.0000,0.0000,0.2647,,
"E4","W01241174628",1,35,,3.2580,0.0678,8483,,0.0000,0.0000,0.2628,,
"E4","W01241174628",2,5000,,0.0283,0.0861,15005,,0.0000,0.0000,0.2628,,
"E5","W01241174629",1,35,,3.1656,0.0678,7791,,0.0000,0.0000,0.2392,,
"E5","W01241174629",2,5000,,0.0265,0.0807,12579,,0.0000,0.0000,0.2392,,
"E6","W01241174630",1,35,,3.2580,0.0678,8073,,0.0000,0.0000,0.7294,,
"E6","W01241174630",2,5000,,0.0316,0.0975,14395,,0.0000,0.0000,0.7294,,
"E7","W01241174631",1,35,,3.1656,0.0678,8919,,0.0000,0.0000,0.9347,,
"E7","W01241174631",2,5000,,0.0325,0.1007,15487,,0.0000,0.0000,0.9347,,
"E8","W01241174632",1,35,,3.1656,0.0678,8008,,0.0000,0.0000,0.5351,,
"E8","W01241174632",2,5000,,0.0325,0.1001,13684,,0.0000,0.0000,0.5351,,
"E9","W01241174633",1,35,,3.1656,0.0678,7134,,0.3546,2.4504,0.8947,,
"E9","W01241174633",2,209,100.0,2.4504,0.3546,1616,,0.3546,2.4504,0.8947,,
"E9","W01241174633",3,5000,,0.0314,0.0957,13014,,0.3546,2.4504,0.8947,,
"E10","W01241174634",1,35,,3.1656,0.0678,8107,,0.6920,3.1625,0.8576,,
"E10","W01241174634",2,308,100.0,3.1625,0.6920,2262,,0.6920,3.1625,0.8576,,
"E10","W01241174634",3,5000,,0.0289,0.0880,13231,,0.6920,3.1625,0.8576,,
"E11","W01241174635",1,35,,3.1656,0.0678,8222,,0.0000,0.0000,0.4768,,
"E11","W01241174635",2,5000,,0.0252,0.0766,11890,,0.0000,0.0000,0.4768,,
"E12","W01241174636",1,35,,3.1656,0.0678,8120,,0.6358,1.7776,1.0545,,
"E12","W01241174636",2,322,46.5,1.3886,0.2954,1991,,0.6358,1.7776,1.0545,,
"E12","W01241174636",3,992,14.4,0.1599,0.0915,1813,,0.6358,1.7776,1.0545,,
"E12","W01241174636",4,1490,39.1,0.2290,0.2488,2426,,0.6358,1.7776,1.0545,,
"E12","W01241174636",5,5000,,0.0274,0.0835,13199,,0.6358,1.7776,1.0545,,
"F1","W01241174637",1,35,,3.1656,0.0678,8354,,0.0000,0.0000,0.8920,,
"F1","W01241174637",2,5000,,0.0275,0.0839,14506,,0.0000,0.0000,0.8920,,
"F2","W01241174638",1,35,,3.1656,0.0678,8227,,0.8801,3.5684,1.3136,,
"F2","W01241174638",2,355,59.9,2.4484,0.5268,3800,,0.8801,3.5684,1.3136,,
"F2","W01241174638",3,501,40.1,1.1200,0.3533,2308,,0.8801,3.5684,1.3136,,
"F2","W01241174638",4,5000,,0.0282,0.0864,14353,,0.8801,3.5684,1.3136,,
"F3","W14241174645",1,35,,3.1656,0.0678,7739,,0.0000,0.0000,0.0256,,
"F3","W14241174645",2,5000,,0.0265,0.0810,12576,,0.0000,0.0000,0.0256,,
"F4","W14241174646",1,35,,3.1656,0.0678,8940,,0.0000,0.0000,0.0251,,
"F4","W14241174646",2,5000,,0.0284,0.0864,16007,,0.0000,0.0000,0.0251,,
"F5","W14241174647",1,35,,3.1656,0.0678,9119,,0.0000,0.0000,0.0192,,
"F5","W14241174647",2,5000,,0.0273,0.0830,14921,,0.0000,0.0000,0.0192,,
"F6","W14241174648",1,35,,3.1656,0.0678,8271,,0.0000,0.0000,0.0244,,
"F6","W14241174648",2,5000,,0.0275,0.0836,13634,,0.0000,0.0000,0.0244,,
"F7","W14241174649",1,35,,3.1656,0.0678,8331,,0.0000,0.0000,0.0171,,
"F7","W14241174649",2,5000,,0.0269,0.0817,13409,,0.0000,0.0000,0.0171,,
"F8","W14241174650",1,35,,3.1656,0.0678,9166,,0.0000,0.0000,0.0253,,
"F8","W14241174650",2,5000,,0.0289,0.0880,16005,,0.0000,0.0000,0.0253,,
"F9","W14241174651",1,35,,3.1656,0.0678,8819,,0.0000,0.0000,0.0201,,
"F9","W14241174651",2,5000,,0.0288,0.0877,15859,,0.0000,0.0000,0.0201,,
"F10","W14241174652",1,35,,3.2580,0.0678,8602,,0.0000,0.0000,0.0082,,
"F10","W14241174652",2,5000,,0.0313,0.0953,15007,,0.0000,0.0000,0.0082,,
"F11","W14241174653",1,35,,3.0783,0.0678,9231,,0.0000,0.0000,0.0111,,
"F11","W14241174653",2,5000,,0.0254,0.0776,14883,,0.0000,0.0000,0.0111,,
"F12","W14241174654",1,35,,3.1656,0.0678,8576,,0.0000,0.0000,0.0168,,
"F12","W14241174654",2,5000,,0.0271,0.0824,13593,,0.0000,0.0000,0.0168,,
"G1","W14241174655",1,35,,3.1656,0.0678,9848,,0.0000,0.0000,0.0300,,
"G1","W14241174655",2,5000,,0.0280,0.0853,16209,,0.0000,0.0000,0.0300,,
"G2","W14241174656",1,35,,3.1656,0.0678,9991,,0.0000,0.0000,0.0269,,
"G2","W14241174656",2,5000,,0.0269,0.0821,16129,,0.0000,0.0000,0.0269,,
"G3","W14241174657",1,35,,3.1656,0.0678,9789,,0.0000,0.0000,0.0378,,
"G3","W14241174657",2,5000,,0.0274,0.0834,16182,,0.0000,0.0000,0.0378,,
"G4","W14241174658",1,35,,3.1656,0.0678,8855,,0.0000,0.0000,0.0369,,
"G4","W14241174658",2,5000,,0.0294,0.0896,15426,,0.0000,0.0000,0.0369,,
"G5","W14241174659",1,35,,3.1656,0.0678,9701,,0.0000,0.0000,0.0217,,
"G5","W14241174659",2,5000,,0.0268,0.0814,15785,,0.0000,0.0000,0.0217,,
"G6","W14241174660",1,35,,3.1656,0.0678,9521,,0.0000,0.0000,0.0482,,
"G6","W14241174660",2,5000,,0.0285,0.0865,15953,,0.0000,0.0000,0.0482,,
"G7","W14241174661",1,35,,3.1656,0.0678,9259,,0.0000,0.0000,0.0303,,
"G7","W14241174661",2,5000,,0.0280,0.0854,15269,,0.0000,0.0000,0.0303,,
"G8","W14241174662",1,35,,3.1656,0.0678,9142,,0.0000,0.0000,0.0575,,
"G8","W14241174662",2,5000,,0.0284,0.0862,15565,,0.0000,0.0000,0.0575,,
"G9","W14241174663",1,35,,3.1656,0.0678,9271,,0.0000,0.0000,0.0254,,
"G9","W14241174663",2,5000,,0.0268,0.0815,14761,,0.0000,0.0000,0.0254,,
"G10","W14241174664",1,35,,3.2580,0.0678,9009,,0.0000,0.0000,0.0064,,
"G10","W14241174664",2,5000,,0.0309,0.0944,16297,,0.0000,0.0000,0.0064,,
"G11","W14241174665",1,35,,3.2580,0.0678,9335,,0.0000,0.0000,0.0193,,
"G11","W14241174665",2,5000,,0.0281,0.0853,14890,,0.0000,0.0000,0.0193,,
"G12","W14241174666",1,35,,3.1656,0.0678,9808,,0.0000,0.0000,0.0474,,
"G12","W14241174666",2,5000,,0.0271,0.0822,14930,,0.0000,0.0000,0.0474,,
"H1","W14241174667",1,35,,3.1656,0.0678,9088,,0.0000,0.0000,0.0428,,
"H1","W14241174667",2,5000,,0.0265,0.0808,14848,,0.0000,0.0000,0.0428,,
"H2","W14241174668",1,35,,3.1656,0.0678,9387,,0.0000,0.0000,0.0219,,
"H2","W14241174668",2,5000,,0.0300,0.0909,17103,,0.0000,0.0000,0.0219,,
"H3","W14241174639",1,35,,3.1656,0.0678,9478,,0.5398,2.1732,0.6106,,
"H3","W14241174639",2,316,36.8,1.0602,0.1985,1712,,0.5398,2.1732,0.6106,,
"H3","W14241174639",3,394,21.9,0.4788,0.1181,1425,,0.5398,2.1732,0.6106,,
"H3","W14241174639",4,518,41.3,0.6342,0.2231,1347,,0.5398,2.1732,0.6106,,
"H3","W14241174639",5,5000,,0.0299,0.0906,16965,,0.5398,2.1732,0.6106,,
"H4","W14241174640",1,35,,3.1656,0.0678,10037,,0.2204,2.0585,0.3393,,
"H4","W14241174640",2,163,100.0,2.0585,0.2204,2233,,0.2204,2.0585,0.3393,,
"H4","W14241174640",3,5000,,0.0269,0.0819,17124,,0.2204,2.0585,0.3393,,
"H5","W14241174641",1,35,,3.1656,0.0678,7986,,0.2522,1.1854,0.3949,,
"H5","W14241174641",2,322,100.0,1.1854,0.2522,1184,,0.2522,1.1854,0.3949,,
"H5","W14241174641",3,5000,,0.0305,0.0926,14299,,0.2522,1.1854,0.3949,,
"H6","W14241174642",1,35,,3.1656,0.0678,8342,,0.7676,4.8529,0.7853,,
"H6","W14241174642",2,170,28.6,2.1621,0.2197,2230,,0.7676,4.8529,0.7853,,
"H6","W14241174642",3,291,37.2,1.6964,0.2857,1851,,0.7676,4.8529,0.7853,,
"H6","W14241174642",4,401,34.2,0.9944,0.2623,1478,,0.7676,4.8529,0.7853,,
"H6","W14241174642",5,5000,,0.0270,0.0821,14692,,0.7676,4.8529,0.7853,,
"H7","W14241174643",1,35,,2.9957,0.0678,8467,,0.3338,2.7167,0.4912,,
"H7","W14241174643",2,163,100.0,2.7167,0.3338,2200,,0.3338,2.7167,0.4912,,
"H7","W14241174643",3,5000,,0.0255,0.0779,14434,,0.3338,2.7167,0.4912,,
"H8","W14241174644",1,35,,3.1656,0.0678,9734,,0.7174,3.3527,0.7434,,
"H8","W14241174644",2,271,100.0,3.3527,0.7174,2614,,0.7174,3.3527,0.7434,,
"H8","W14241174644",3,5000,,0.0276,0.0843,16778,,0.7174,3.3527,0.7434,,
"H9","W14241174683",1,35,,3.3560,0.0678,9358,,0.2678,1.5187,0.5180,,
"H9","W14241174683",2,240,100.0,1.5187,0.2678,1558,,0.2678,1.5187,0.5180,,
"H9","W14241174683",3,5000,,0.0242,0.0734,14629,,0.2678,1.5187,0.5180,,
"H10","W14241174684",1,35,,3.3560,0.0678,8589,,0.0000,0.0000,0.5210,,
"H10","W14241174684",2,5000,,0.0226,0.0691,13720,,0.0000,0.0000,0.5210,,
"H11:","",1,35,,3.2580,0.0678,8327,,2.0327,6.8669,2.0731,,
"H11:","",2,102,4.7,1.5550,0.0956,14194,,2.0327,6.8669,2.0731,,
"H11:","",3,200,5.8,0.9648,0.1179,18807,,2.0327,6.8669,2.0731,,
"H11:","",4,298,6.2,0.6924,0.1263,20289,,2.0327,6.8669,2.0731,,
"H11:","",5,397,6.5,0.5434,0.1311,20256,,2.0327,6.8669,2.0731,,
"H11:","",6,496,16.1,1.0855,0.3272,45034,,2.0327,6.8669,2.0731,,
"H11:","",7,594,6.0,0.3355,0.1213,15240,,2.0327,6.8669,2.0731,,
"H11:","",8,694,5.6,0.2692,0.1135,15646,,2.0327,6.8669,2.0731,,
"H11:","",9,794,5.9,0.2472,0.1193,16696,,2.0327,6.8669,2.0731,,
"H11:","",10,897,5.9,0.2188,0.1191,18521,,2.0327,6.8669,2.0731,,
"H11:","",11,1000,15.1,0.5053,0.3079,45574,,2.0327,6.8669,2.0731,,
"H11:","",12,1201,6.3,0.1744,0.1283,20625,,2.0327,6.8669,2.0731,,
"H11:","",13,1501,6.3,0.1381,0.1278,17476,,2.0327,6.8669,2.0731,,
"H11:","",14,2001,5.5,0.0906,0.1119,18411,,2.0327,6.8669,2.0731,,
"H11:","",15,3000,4.2,0.0467,0.0853,14631,,2.0327,6.8669,2.0731,,
"H11:","",16,5000,,0.0274,0.0834,13898,,2.0327,6.8669,2.0731,,
"H12:","",1,35,,3.2580,0.0678,9869,,2.0748,7.1195,2.0766,,
"H12:","",2,100,5.0,1.6917,0.1030,18515,,2.0748,7.1195,2.0766,,
"H12:","",3,200,6.1,1.0353,0.1259,24497,,2.0748,7.1195,2.0766,,
"H12:","",4,300,6.4,0.7251,0.1322,25903,,2.0748,7.1195,2.0766,,
"H12:","",5,400,6.7,0.5732,0.1393,26247,,2.0748,7.1195,2.0766,,
"H12:","",6,500,15.2,1.0388,0.3156,49776,,2.0748,7.1195,2.0766,,
"H12:","",7,600,5.9,0.3377,0.1229,19901,,2.0748,7.1195,2.0766,,
"H12:","",8,700,5.8,0.2843,0.1208,20852,,2.0748,7.1195,2.0766,,
"H12:","",9,800,6.1,0.2592,0.1260,22271,,2.0748,7.1195,2.0766,,
"H12:","",10,900,6.1,0.2317,0.1268,24283,,2.0748,7.1195,2.0766,,
"H12:","",11,1000,13.3,0.4538,0.2765,47404,,2.0748,7.1195,2.0766,,
"H12:","",12,1200,7.0,0.1978,0.1445,26911,,2.0748,7.1195,2.0766,,
"H12:","",13,1500,6.6,0.1484,0.1365,22027,,2.0748,7.1195,2.0766,,
"H12:","",14,2000,5.6,0.0942,0.1158,22648,,2.0748,7.1195,2.0766,,
"H12:","",15,3000,4.3,0.0483,0.0888,17551,,2.0748,7.1195,2.0766,,
"H12:","",16,5000,,0.0285,0.0867,16716,,2.0748,7.1195,2.0766,,
