Well,Sample ID,Range,ng/uL,% Total,nmole/L,Avg. Size,%CV,Size Threshold (b.p.),DQN
B12,W01241174719,200 bp to 4000 bp,0.0000,NaN,NaN,NaN,NaN,300,NaN
B12,W01241174719,650 bp to 4000 bp,0.0000,NaN,NaN,NaN,NaN,300,NaN
C1,W01241174720,100 bp to 150 bp,0.0000,0.0,NaN,NaN,NaN,300,5.7
C1,W01241174720,150 bp to 260 bp,0.0485,25.8,0.3475,229,9.26,300,5.7
C1,W01241174720,200 bp to 4000 bp,0.1824,96.9,0.7131,421,106.84,300,5.7
C1,W01241174720,650 bp to 4000 bp,0.0092,4.9,0.0075,2018,52.24,300,5.7
C2,W01241174721,100 bp to 150 bp,0.0000,0.0,NaN,NaN,NaN,300,7.1
C2,W01241174721,150 bp to 260 bp,0.0558,14.9,0.3937,233,8.59,300,7.1
C2,W01241174721,200 bp to 4000 bp,0.3693,98.7,1.3821,440,79.21,300,7.1
C2,W01241174721,650 bp to 4000 bp,0.0301,8.1,0.0411,1207,69.95,300,7.1
C3,W01241174722,100 bp to 150 bp,0.0000,0.0,NaN,NaN,NaN,300,6.6
C3,W01241174722,150 bp to 260 bp,0.0434,18.8,0.3099,230,9.28,300,6.6
C3,W01241174722,200 bp to 4000 bp,0.2246,97.3,0.8006,462,101.55,300,6.6
C3,W01241174722,650 bp to 4000 bp,0.0190,8.2,0.0199,1573,66.79,300,6.6
C4,W01241174723,100 bp to 150 bp,0.0000,0.0,NaN,NaN,NaN,300,6.9
C4,W01241174723,150 bp to 260 bp,0.0405,15.8,0.2860,233,8.80,300,6.9
C4,W01241174723,200 bp to 4000 bp,0.2519,98.4,0.9313,445,92.86,300,6.9
C4,W01241174723,650 bp to 4000 bp,0.0179,7.0,0.0193,1520,66.21,300,6.9
C5,W01241174724,100 bp to 150 bp,0.0000,0.0,NaN,NaN,NaN,300,6.3
C5,W01241174724,150 bp to 260 bp,0.0557,20.6,0.3980,230,9.26,300,6.3
C5,W01241174724,200 bp to 4000 bp,0.2642,97.6,1.0061,432,93.89,300,6.3
C5,W01241174724,650 bp to 4000 bp,0.0180,6.7,0.0195,1522,65.15,300,6.3
C6,W01241174725,100 bp to 150 bp,0.0000,0.0,NaN,NaN,NaN,300,6.8
C6,W01241174725,150 bp to 260 bp,0.0583,17.3,0.4155,231,9.22,300,6.8
C6,W01241174725,200 bp to 4000 bp,0.3304,98.0,1.2193,446,87.17,300,6.8
C6,W01241174725,650 bp to 4000 bp,0.0276,8.2,0.0343,1324,68.88,300,6.8
C7,W01241174726,100 bp to 150 bp,0.0000,0.0,NaN,NaN,NaN,300,6.8
C7,W01241174726,150 bp to 260 bp,0.0908,18.0,0.6478,231,9.21,300,6.8
C7,W01241174726,200 bp to 4000 bp,0.4939,97.8,1.8696,435,76.97,300,6.8
C7,W01241174726,650 bp to 4000 bp,0.0439,8.7,0.0634,1140,66.97,300,6.8
C8,W01241174727,100 bp to 150 bp,0.0000,0.0,0.0000,137,3.60,300,6.6
C8,W01241174727,150 bp to 260 bp,0.0703,19.8,0.5048,229,9.55,300,6.6
C8,W01241174727,200 bp to 4000 bp,0.3463,97.4,1.2727,448,87.15,300,6.6
C8,W01241174727,650 bp to 4000 bp,0.0327,9.2,0.0427,1263,68.60,300,6.6
C9,W01241174728,100 bp to 150 bp,0.0000,0.0,0.0000,111,0.00,300,6.6
C9,W01241174728,150 bp to 260 bp,0.0714,20.0,0.5131,229,9.45,300,6.6
C9,W01241174728,200 bp to 4000 bp,0.3467,97.1,1.2805,445,84.70,300,6.6
C9,W01241174728,650 bp to 4000 bp,0.0330,9.2,0.0445,1219,69.11,300,6.6
C10,W01241174729,100 bp to 150 bp,0.0000,0.0,NaN,NaN,NaN,300,6.5
C10,W01241174729,150 bp to 260 bp,0.0772,19.5,0.5496,231,8.67,300,6.5
C10,W01241174729,200 bp to 4000 bp,0.3888,98.3,1.4913,429,79.15,300,6.5
C10,W01241174729,650 bp to 4000 bp,0.0331,8.4,0.0470,1160,68.88,300,6.5
C11,W01241174730,100 bp to 150 bp,0.0000,0.0,NaN,NaN,NaN,300,6.3
C11,W01241174730,150 bp to 260 bp,0.0858,23.0,0.6194,228,9.50,300,6.3
C11,W01241174730,200 bp to 4000 bp,0.3608,96.8,1.3878,428,85.84,300,6.3
C11,W01241174730,650 bp to 4000 bp,0.0280,7.5,0.0361,1277,70.11,300,6.3
C12,W01241174731,100 bp to 150 bp,0.0000,0.0,NaN,NaN,NaN,300,7.2
C12,W01241174731,150 bp to 260 bp,0.1066,15.1,0.7541,232,8.56,300,7.2
C12,W01241174731,200 bp to 4000 bp,0.6981,98.8,2.6639,431,62.70,300,7.2
C12,W01241174731,650 bp to 4000 bp,0.0639,9.0,0.1087,969,61.42,300,7.2
D1,W01241174732,100 bp to 150 bp,0.0000,0.0,NaN,NaN,NaN,300,7.0
D1,W01241174732,150 bp to 260 bp,0.1324,17.0,0.9455,230,9.05,300,7.0
D1,W01241174732,200 bp to 4000 bp,0.7659,98.4,2.9597,426,63.14,300,7.0
D1,W01241174732,650 bp to 4000 bp,0.0673,8.6,0.1137,975,61.86,300,7.0
D2,W01241174733,100 bp to 150 bp,0.0000,0.0,0.0005,141,5.18,300,6.7
D2,W01241174733,150 bp to 260 bp,0.0531,19.7,0.3827,228,9.64,300,6.7
D2,W01241174733,200 bp to 4000 bp,0.2606,96.9,0.9122,470,96.82,300,6.7
D2,W01241174733,650 bp to 4000 bp,0.0271,10.1,0.0322,1385,70.06,300,6.7
D3,W01241174734,100 bp to 150 bp,0.0000,0.0,NaN,NaN,NaN,300,6.8
D3,W01241174734,150 bp to 260 bp,0.0309,15.6,0.2141,237,6.80,300,6.8
D3,W01241174734,200 bp to 4000 bp,0.1982,99.8,0.8236,396,75.78,300,6.8
D3,W01241174734,650 bp to 4000 bp,0.0056,2.8,0.0059,1552,77.44,300,6.8
D4,W01241174735,100 bp to 150 bp,0.0000,0.0,NaN,NaN,NaN,300,7.4
D4,W01241174735,150 bp to 260 bp,0.0672,13.3,0.4727,234,8.32,300,7.4
D4,W01241174735,200 bp to 4000 bp,0.4991,99.0,1.8527,443,69.70,300,7.4
D4,W01241174735,650 bp to 4000 bp,0.0480,9.5,0.0761,1037,67.39,300,7.4
D5,W01241174736,100 bp to 150 bp,0.0000,0.0,NaN,NaN,NaN,300,6.9
D5,W01241174736,150 bp to 260 bp,0.1098,17.0,0.7801,231,8.97,300,6.9
D5,W01241174736,200 bp to 4000 bp,0.6345,98.1,2.4640,424,76.56,300,6.9
D5,W01241174736,650 bp to 4000 bp,0.0440,6.8,0.0608,1192,71.71,300,6.9
D6,W01241174737,100 bp to 150 bp,0.0001,0.0,0.0011,126,10.93,300,6.7
D6,W01241174737,150 bp to 260 bp,0.0497,18.5,0.3548,230,9.41,300,6.7
D6,W01241174737,200 bp to 4000 bp,0.2616,97.4,0.9340,461,98.67,300,6.7
D6,W01241174737,650 bp to 4000 bp,0.0230,8.6,0.0253,1492,68.60,300,6.7
D7,W01241174738,100 bp to 150 bp,0.0000,0.0,NaN,NaN,NaN,300,6.8
D7,W01241174738,150 bp to 260 bp,0.0671,17.6,0.4783,231,9.04,300,6.8
D7,W01241174738,200 bp to 4000 bp,0.3753,98.1,1.3823,447,85.87,300,6.8
D7,W01241174738,650 bp to 4000 bp,0.0333,8.7,0.0433,1266,70.21,300,6.8
D8,W01241174739,100 bp to 150 bp,0.0000,0.0,NaN,NaN,NaN,300,6.7
D8,W01241174739,150 bp to 260 bp,0.0484,17.4,0.3425,233,8.63,300,6.7
D8,W01241174739,200 bp to 4000 bp,0.2741,98.5,1.0544,428,86.59,300,6.7
D8,W01241174739,650 bp to 4000 bp,0.0174,6.3,0.0204,1407,69.55,300,6.7
D9,W01241174740,100 bp to 150 bp,0.0000,0.0,NaN,NaN,NaN,300,7.1
D9,W01241174740,150 bp to 260 bp,0.0662,15.3,0.4688,232,8.74,300,7.1
D9,W01241174740,200 bp to 4000 bp,0.4260,98.4,1.6065,436,77.05,300,7.1
D9,W01241174740,650 bp to 4000 bp,0.0328,7.6,0.0455,1187,70.84,300,7.1
D10,W01241174622,100 bp to 150 bp,0.0004,0.1,0.0053,134,9.27,300,5.2
D10,W01241174622,150 bp to 260 bp,0.0875,28.6,0.6298,229,9.74,300,5.2
D10,W01241174622,200 bp to 4000 bp,0.2934,95.8,1.2186,396,107.23,300,5.2
D10,W01241174622,650 bp to 4000 bp,0.0135,4.4,0.0113,1963,54.55,300,5.2
D11,W01241174623,100 bp to 150 bp,0.0004,0.1,0.0051,131,11.09,300,5.7
D11,W01241174623,150 bp to 260 bp,0.0731,25.9,0.5248,229,9.67,300,5.7
D11,W01241174623,200 bp to 4000 bp,0.2717,96.2,1.0867,411,105.02,300,5.7
D11,W01241174623,650 bp to 4000 bp,0.0136,4.8,0.0114,1949,52.98,300,5.7
D12,W01241174624,100 bp to 150 bp,0.0008,0.3,0.0097,133,10.08,300,5.2
D12,W01241174624,150 bp to 260 bp,0.0845,29.9,0.6114,227,9.96,300,5.2
D12,W01241174624,200 bp to 4000 bp,0.2682,94.9,1.0769,410,108.02,300,5.2
D12,W01241174624,650 bp to 4000 bp,0.0169,6.0,0.0159,1747,59.15,300,5.2
E1,W01241174625,100 bp to 150 bp,0.0001,0.0,0.0010,142,7.23,300,5.7
E1,W01241174625,150 bp to 260 bp,0.0900,27.9,0.6540,226,9.93,300,5.7
E1,W01241174625,200 bp to 4000 bp,0.3092,95.7,1.2244,415,96.32,300,5.7
E1,W01241174625,650 bp to 4000 bp,0.0198,6.1,0.0209,1555,63.09,300,5.7
E2,W01241174626,100 bp to 150 bp,0.0000,0.0,NaN,NaN,NaN,300,6.0
E2,W01241174626,150 bp to 260 bp,0.0427,23.0,0.3067,229,9.82,300,6.0
E2,W01241174626,200 bp to 4000 bp,0.1794,96.6,0.6764,436,111.15,300,6.0
E2,W01241174626,650 bp to 4000 bp,0.0110,5.9,0.0089,2026,49.83,300,6.0
E3,W01241174627,100 bp to 150 bp,0.0001,0.0,0.0007,139,9.95,300,6.4
E3,W01241174627,150 bp to 260 bp,0.0541,20.4,0.3869,230,9.59,300,6.4
E3,W01241174627,200 bp to 4000 bp,0.2574,97.3,0.9895,428,98.44,300,6.4
E3,W01241174627,650 bp to 4000 bp,0.0150,5.7,0.0141,1754,57.62,300,6.4
E4,W01241174628,100 bp to 150 bp,0.0002,0.1,0.0018,141,4.26,300,6.0
E4,W01241174628,150 bp to 260 bp,0.0636,24.2,0.4579,228,9.93,300,6.0
E4,W01241174628,200 bp to 4000 bp,0.2528,96.2,0.9448,440,107.58,300,6.0
E4,W01241174628,650 bp to 4000 bp,0.0201,7.6,0.0197,1677,61.00,300,6.0
E5,W01241174629,100 bp to 150 bp,0.0003,0.1,0.0038,140,5.31,300,4.4
E5,W01241174629,150 bp to 260 bp,0.0890,37.2,0.6495,225,10.07,300,4.4
E5,W01241174629,200 bp to 4000 bp,0.2243,93.8,0.8837,418,112.46,300,4.4
E5,W01241174629,650 bp to 4000 bp,0.0191,8.0,0.0196,1599,61.50,300,4.4
E6,W01241174630,100 bp to 150 bp,0.0218,3.0,0.2897,124,11.66,300,7.0
E6,W01241174630,150 bp to 260 bp,0.1283,17.6,0.9808,215,13.30,300,7.0
E6,W01241174630,200 bp to 4000 bp,0.6465,88.6,1.6005,665,93.39,300,7.0
E6,W01241174630,650 bp to 4000 bp,0.1894,26.0,0.2352,1325,61.05,300,7.0
E7,W01241174631,100 bp to 150 bp,0.0292,3.1,0.3878,124,11.55,300,6.8
E7,W01241174631,150 bp to 260 bp,0.1732,18.5,1.3070,218,12.66,300,6.8
E7,W01241174631,200 bp to 4000 bp,0.8340,89.2,2.0980,654,94.92,300,6.8
E7,W01241174631,650 bp to 4000 bp,0.2391,25.6,0.2956,1332,61.04,300,6.8
E8,W01241174632,100 bp to 150 bp,0.0033,0.6,0.0457,118,9.97,300,7.2
E8,W01241174632,150 bp to 260 bp,0.1028,19.2,0.7706,219,11.48,300,7.2
E8,W01241174632,200 bp to 4000 bp,0.5018,93.8,1.2709,650,95.11,300,7.2
E8,W01241174632,650 bp to 4000 bp,0.1400,26.2,0.1725,1335,61.31,300,7.2
E9,W01241174633,100 bp to 150 bp,0.0389,4.4,0.5147,124,11.72,300,5.7
E9,W01241174633,150 bp to 260 bp,0.2355,26.3,1.8115,214,13.15,300,5.7
E9,W01241174633,200 bp to 4000 bp,0.7451,83.3,2.0726,592,98.80,300,5.7
E9,W01241174633,650 bp to 4000 bp,0.1739,19.4,0.2136,1340,61.50,300,5.7
E10,W01241174634,100 bp to 150 bp,0.0238,2.8,0.3035,129,10.75,300,6.5
E10,W01241174634,150 bp to 260 bp,0.1560,18.2,1.1936,215,13.97,300,6.5
E10,W01241174634,200 bp to 4000 bp,0.7789,90.8,2.7025,474,85.89,300,6.5
E10,W01241174634,650 bp to 4000 bp,0.0993,11.6,0.1331,1228,61.63,300,6.5
E11,W01241174635,100 bp to 150 bp,0.0001,0.0,0.0010,133,10.82,300,8.3
E11,W01241174635,150 bp to 260 bp,0.0421,8.8,0.2958,234,8.18,300,8.3
E11,W01241174635,200 bp to 4000 bp,0.4712,98.8,1.1592,669,85.35,300,8.3
E11,W01241174635,650 bp to 4000 bp,0.1487,31.2,0.1971,1242,57.87,300,8.3
E12,W01241174636,100 bp to 150 bp,0.0000,0.0,NaN,NaN,NaN,300,8.9
E12,W01241174636,150 bp to 260 bp,0.0647,6.1,0.4626,230,8.68,300,8.9
E12,W01241174636,200 bp to 4000 bp,1.0434,98.9,2.1395,803,77.66,300,8.9
E12,W01241174636,650 bp to 4000 bp,0.4551,43.2,0.5724,1309,49.22,300,8.9
F1,W01241174637,100 bp to 150 bp,0.0267,3.0,0.3459,127,11.31,300,6.1
F1,W01241174637,150 bp to 260 bp,0.2108,23.6,1.5992,217,12.75,300,6.1
F1,W01241174637,200 bp to 4000 bp,0.7967,89.3,2.7517,476,91.46,300,6.1
F1,W01241174637,650 bp to 4000 bp,0.1054,11.8,0.1365,1271,61.69,300,6.1
F2,W01241174638,100 bp to 150 bp,0.0001,0.0,0.0015,147,1.82,300,8.4
F2,W01241174638,150 bp to 260 bp,0.1215,9.2,0.8791,227,9.94,300,8.4
F2,W01241174638,200 bp to 4000 bp,1.2904,98.2,3.8517,551,82.62,300,8.4
F2,W01241174638,650 bp to 4000 bp,0.2504,19.1,0.3496,1179,61.37,300,8.4
F3,W14241174645,100 bp to 150 bp,0.0000,0.0,0.0000,127,11.27,300,8.3
F3,W14241174645,150 bp to 260 bp,0.0022,8.6,0.0152,237,6.60,300,8.3
F3,W14241174645,200 bp to 4000 bp,0.0246,96.1,0.0357,1132,96.46,300,8.3
F3,W14241174645,650 bp to 4000 bp,0.0105,41.2,0.0081,2143,45.58,300,8.3
F4,W14241174646,100 bp to 150 bp,0.0000,0.0,NaN,NaN,NaN,300,7.2
F4,W14241174646,150 bp to 260 bp,0.0033,13.3,0.0229,241,5.78,300,7.2
F4,W14241174646,200 bp to 4000 bp,0.0241,96.0,0.0351,1128,99.24,300,7.2
F4,W14241174646,650 bp to 4000 bp,0.0106,42.3,0.0081,2147,45.25,300,7.2
F5,W14241174647,100 bp to 150 bp,0.0000,0.0,NaN,NaN,NaN,300,7.8
F5,W14241174647,150 bp to 260 bp,0.0021,11.1,0.0147,238,6.20,300,7.8
F5,W14241174647,200 bp to 4000 bp,0.0182,94.7,0.0238,1255,94.76,300,7.8
F5,W14241174647,650 bp to 4000 bp,0.0079,41.2,0.0053,2432,35.50,300,7.8
F6,W14241174648,100 bp to 150 bp,0.0000,0.0,NaN,NaN,NaN,300,9.2
F6,W14241174648,150 bp to 260 bp,0.0008,3.3,0.0054,244,4.69,300,9.2
F6,W14241174648,200 bp to 4000 bp,0.0224,91.5,0.0244,1508,71.23,300,9.2
F6,W14241174648,650 bp to 4000 bp,0.0169,69.1,0.0149,1862,53.88,300,9.2
F7,W14241174649,100 bp to 150 bp,0.0000,0.0,NaN,NaN,NaN,300,8.5
F7,W14241174649,150 bp to 260 bp,0.0012,7.3,0.0085,242,5.18,300,8.5
F7,W14241174649,200 bp to 4000 bp,0.0160,93.3,0.0170,1547,76.61,300,8.5
F7,W14241174649,650 bp to 4000 bp,0.0105,61.4,0.0080,2174,45.05,300,8.5
F8,W14241174650,100 bp to 150 bp,0.0001,0.2,0.0007,146,2.82,300,8.0
F8,W14241174650,150 bp to 260 bp,0.0027,10.8,0.0192,234,8.00,300,8.0
F8,W14241174650,200 bp to 4000 bp,0.0232,91.6,0.0301,1267,90.75,300,8.0
F8,W14241174650,650 bp to 4000 bp,0.0116,45.7,0.0088,2164,46.15,300,8.0
F9,W14241174651,100 bp to 150 bp,0.0003,1.6,0.0043,124,11.82,300,8.3
F9,W14241174651,150 bp to 260 bp,0.0018,8.8,0.0127,229,10.27,300,8.3
F9,W14241174651,200 bp to 4000 bp,0.0184,91.3,0.0197,1536,75.79,300,8.3
F9,W14241174651,650 bp to 4000 bp,0.0125,62.3,0.0099,2088,48.25,300,8.3
F10,W14241174652,100 bp to 150 bp,0.0000,0.0,NaN,NaN,NaN,300,7.0
F10,W14241174652,150 bp to 260 bp,0.0000,0.0,NaN,NaN,NaN,300,7.0
F10,W14241174652,200 bp to 4000 bp,0.0050,61.1,0.0030,2772,26.37,300,7.0
F10,W14241174652,650 bp to 4000 bp,0.0050,61.1,0.0030,2772,26.37,300,7.0
F11,W14241174653,100 bp to 150 bp,0.0000,0.0,NaN,NaN,NaN,300,8.3
F11,W14241174653,150 bp to 260 bp,0.0005,5.0,0.0036,249,3.11,300,8.3
F11,W14241174653,200 bp to 4000 bp,0.0100,90.8,0.0098,1689,75.12,300,8.3
F11,W14241174653,650 bp to 4000 bp,0.0061,55.4,0.0039,2568,31.29,300,8.3
F12,W14241174654,100 bp to 150 bp,0.0000,0.0,NaN,NaN,NaN,300,7.5
F12,W14241174654,150 bp to 260 bp,0.0014,8.5,0.0095,249,3.36,300,7.5
F12,W14241174654,200 bp to 4000 bp,0.0158,93.7,0.0223,1163,103.99,300,7.5
F12,W14241174654,650 bp to 4000 bp,0.0057,34.0,0.0036,2630,29.40,300,7.5
G1,W14241174655,100 bp to 150 bp,0.0000,0.0,0.0000,140,0.00,300,7.5
G1,W14241174655,150 bp to 260 bp,0.0037,12.3,0.0253,239,6.42,300,7.5
G1,W14241174655,200 bp to 4000 bp,0.0287,95.8,0.0485,975,109.43,300,7.5
G1,W14241174655,650 bp to 4000 bp,0.0091,30.2,0.0064,2349,38.30,300,7.5
G2,W14241174656,100 bp to 150 bp,0.0000,0.0,0.0001,118,1.57,300,7.9
G2,W14241174656,150 bp to 260 bp,0.0024,8.8,0.0161,242,5.79,300,7.9
G2,W14241174656,200 bp to 4000 bp,0.0260,96.7,0.0432,991,106.16,300,7.9
