Well,Sample ID,Range,ng/uL,% Total,nmole/L,Avg. Size,%CV,Size Threshold (b.p.),DQN
G2,W14241174656,650 bp to 4000 bp,0.0086,31.8,0.0062,2284,40.43,300,7.9
G3,W14241174657,100 bp to 150 bp,0.0000,0.0,NaN,NaN,NaN,300,7.9
G3,W14241174657,150 bp to 260 bp,0.0041,10.8,0.0287,234,7.84,300,7.9
G3,W14241174657,200 bp to 4000 bp,0.0363,96.2,0.0710,842,114.10,300,7.9
G3,W14241174657,650 bp to 4000 bp,0.0085,22.6,0.0060,2363,38.54,300,7.9
G4,W14241174658,100 bp to 150 bp,0.0001,0.4,0.0016,137,7.52,300,7.4
G4,W14241174658,150 bp to 260 bp,0.0053,14.4,0.0383,229,10.01,300,7.4
G4,W14241174658,200 bp to 4000 bp,0.0348,94.4,0.0590,971,109.77,300,7.4
G4,W14241174658,650 bp to 4000 bp,0.0111,30.2,0.0080,2291,42.48,300,7.4
G5,W14241174659,100 bp to 150 bp,0.0000,0.0,NaN,NaN,NaN,300,7.9
G5,W14241174659,150 bp to 260 bp,0.0023,10.6,0.0161,235,7.82,300,7.9
G5,W14241174659,200 bp to 4000 bp,0.0209,96.2,0.0307,1118,100.42,300,7.9
G5,W14241174659,650 bp to 4000 bp,0.0080,37.1,0.0056,2356,37.34,300,7.9
G6,W14241174660,100 bp to 150 bp,0.0000,0.0,NaN,NaN,NaN,300,7.7
G6,W14241174660,150 bp to 260 bp,0.0054,11.2,0.0379,235,7.92,300,7.7
G6,W14241174660,200 bp to 4000 bp,0.0465,96.5,0.1049,730,118.06,300,7.7
G6,W14241174660,650 bp to 4000 bp,0.0088,18.1,0.0062,2322,38.66,300,7.7
G7,W14241174661,100 bp to 150 bp,0.0000,0.0,NaN,NaN,NaN,300,7.1
G7,W14241174661,150 bp to 260 bp,0.0030,9.9,0.0209,236,8.09,300,7.1
G7,W14241174661,200 bp to 4000 bp,0.0293,96.9,0.0547,883,115.78,300,7.1
G7,W14241174661,650 bp to 4000 bp,0.0075,24.7,0.0050,2474,33.90,300,7.1
G8,W14241174662,100 bp to 150 bp,0.0004,0.7,0.0052,125,7.51,300,9.3
G8,W14241174662,150 bp to 260 bp,0.0012,2.0,0.0078,246,4.21,300,9.3
G8,W14241174662,200 bp to 4000 bp,0.0571,99.3,0.1478,636,49.14,300,9.3
G8,W14241174662,650 bp to 4000 bp,0.0229,39.8,0.0406,927,31.46,300,9.3
G9,W14241174663,100 bp to 150 bp,0.0000,0.0,NaN,NaN,NaN,300,9.7
G9,W14241174663,150 bp to 260 bp,0.0000,0.0,NaN,NaN,NaN,300,9.7
G9,W14241174663,200 bp to 4000 bp,0.0226,89.2,0.0259,1436,76.65,300,9.7
G9,W14241174663,650 bp to 4000 bp,0.0140,55.2,0.0113,2033,49.48,300,9.7
G10,W14241174664,100 bp to 150 bp,0.0000,0.0,NaN,NaN,NaN,300,10.0
G10,W14241174664,150 bp to 260 bp,0.0000,0.0,NaN,NaN,NaN,300,10.0
G10,W14241174664,200 bp to 4000 bp,0.0057,90.3,0.0041,2310,49.94,300,10.0
G10,W14241174664,650 bp to 4000 bp,0.0046,72.8,0.0027,2777,26.14,300,10.0
G11,W14241174665,100 bp to 150 bp,0.0000,0.0,NaN,NaN,NaN,300,7.0
G11,W14241174665,150 bp to 260 bp,0.0023,11.7,0.0153,243,4.91,300,7.0
G11,W14241174665,200 bp to 4000 bp,0.0185,95.8,0.0341,893,121.63,300,7.0
G11,W14241174665,650 bp to 4000 bp,0.0044,22.6,0.0026,2731,27.08,300,7.0
G12,W14241174666,100 bp to 150 bp,0.0000,0.1,0.0006,124,11.14,300,6.8
G12,W14241174666,150 bp to 260 bp,0.0071,14.9,0.0504,231,9.14,300,6.8
G12,W14241174666,200 bp to 4000 bp,0.0434,91.5,0.0871,821,117.99,300,6.8
G12,W14241174666,650 bp to 4000 bp,0.0102,21.5,0.0072,2352,39.85,300,6.8
H1,W14241174667,100 bp to 150 bp,0.0000,0.0,NaN,NaN,NaN,300,8.0
H1,W14241174667,150 bp to 260 bp,0.0037,8.7,0.0255,240,5.98,300,8.0
H1,W14241174667,200 bp to 4000 bp,0.0415,96.9,0.0913,748,115.88,300,8.0
H1,W14241174667,650 bp to 4000 bp,0.0079,18.5,0.0057,2295,41.49,300,8.0
H2,W14241174668,100 bp to 150 bp,0.0000,0.0,NaN,NaN,NaN,300,6.5
H2,W14241174668,150 bp to 260 bp,0.0033,14.9,0.0224,241,5.74,300,6.5
H2,W14241174668,200 bp to 4000 bp,0.0212,97.0,0.0444,786,131.15,300,6.5
H2,W14241174668,650 bp to 4000 bp,0.0041,18.8,0.0024,2780,26.21,300,6.5
H3,W14241174639,100 bp to 150 bp,0.0122,2.0,0.1441,140,5.63,300,7.7
H3,W14241174639,150 bp to 260 bp,0.0742,12.2,0.6010,203,16.63,300,7.7
H3,W14241174639,200 bp to 4000 bp,0.5620,92.0,2.0028,462,59.84,300,7.7
H3,W14241174639,650 bp to 4000 bp,0.0547,9.0,0.0921,978,62.49,300,7.7
H4,W14241174640,100 bp to 150 bp,0.0496,14.6,0.6045,135,9.17,300,2.6
H4,W14241174640,150 bp to 260 bp,0.1677,49.4,1.4542,190,15.82,300,2.6
H4,W14241174640,200 bp to 4000 bp,0.1737,51.2,0.6521,438,121.98,300,2.6
H4,W14241174640,650 bp to 4000 bp,0.0130,3.8,0.0108,1990,52.11,300,2.6
H5,W14241174641,100 bp to 150 bp,0.0060,1.5,0.0710,139,5.93,300,7.4
H5,W14241174641,150 bp to 260 bp,0.0551,14.0,0.4375,207,15.84,300,7.4
H5,W14241174641,200 bp to 4000 bp,0.3638,92.1,1.3303,450,77.99,300,7.4
H5,W14241174641,650 bp to 4000 bp,0.0261,6.6,0.0333,1289,70.04,300,7.4
H6,W14241174642,100 bp to 150 bp,0.0491,6.3,0.6026,134,9.61,300,4.6
H6,W14241174642,150 bp to 260 bp,0.2687,34.2,2.2010,201,16.43,300,4.6
H6,W14241174642,200 bp to 4000 bp,0.5821,74.1,2.4890,385,82.24,300,4.6
H6,W14241174642,650 bp to 4000 bp,0.0146,1.9,0.0125,1921,56.47,300,4.6
H7,W14241174643,100 bp to 150 bp,0.0604,12.3,0.7374,135,9.07,300,3.6
H7,W14241174643,150 bp to 260 bp,0.2098,42.7,1.7696,195,16.50,300,3.6
H7,W14241174643,200 bp to 4000 bp,0.3044,62.0,1.3289,377,83.95,300,3.6
H7,W14241174643,650 bp to 4000 bp,0.0051,1.0,0.0034,2459,39.18,300,3.6
H8,W14241174644,100 bp to 150 bp,0.0076,1.0,0.0961,130,10.92,300,6.1
H8,W14241174644,150 bp to 260 bp,0.1616,21.7,1.1738,226,11.62,300,6.1
H8,W14241174644,200 bp to 4000 bp,0.7057,94.9,2.8469,408,79.18,300,6.1
H8,W14241174644,650 bp to 4000 bp,0.0384,5.2,0.0474,1333,67.99,300,6.1
H9,W14241174683,100 bp to 150 bp,0.0000,0.0,NaN,NaN,NaN,300,6.8
H9,W14241174683,150 bp to 260 bp,0.0935,18.1,0.6613,233,7.59,300,6.8
H9,W14241174683,200 bp to 4000 bp,0.5033,97.2,1.9179,432,51.79,300,6.8
H9,W14241174683,650 bp to 4000 bp,0.0639,12.3,0.1243,847,38.20,300,6.8
H10,W14241174684,100 bp to 150 bp,0.0106,2.0,0.1430,121,12.10,300,6.5
H10,W14241174684,150 bp to 260 bp,0.0947,18.2,0.6919,225,10.93,300,6.5
H10,W14241174684,200 bp to 4000 bp,0.4705,90.3,1.5428,502,80.52,300,6.5
H10,W14241174684,650 bp to 4000 bp,0.0839,16.1,0.1264,1092,59.67,300,6.5
H11:,,100 bp to 150 bp,0.0885,4.3,1.3929,104,8.34,300,8.4
H11:,,150 bp to 260 bp,0.1299,6.3,1.0647,201,6.14,300,8.4
H11:,,200 bp to 4000 bp,1.9022,91.8,3.3644,931,69.64,300,8.4
H11:,,650 bp to 4000 bp,1.1132,53.7,1.4218,1289,49.56,300,8.4
H12:,,100 bp to 150 bp,0.0741,3.6,1.2024,101,1.18,300,8.7
H12:,,150 bp to 260 bp,0.1259,6.1,1.0355,200,0.77,300,8.7
H12:,,200 bp to 4000 bp,1.9186,92.4,3.3704,937,68.68,300,8.7
H12:,,650 bp to 4000 bp,1.1339,54.6,1.4542,1283,49.09,300,8.7
