Well,Sample ID,Range,ng/uL,% Total,nmole/L,Avg. Size,%CV,Size Threshold (b.p.),DQN
A6,W01241176965,200 bp to 4000 bp,0.3243,99.8,0.9586,557,49.23,300,9.4
A6,W01241176965,650 bp to 4000 bp,0.0879,27.0,0.1710,845,43.24,300,9.4
A7,W01241176966,100 bp to 150 bp,0.0000,0.0,NaN,NaN,NaN,300,9.8
A7,W01241176966,150 bp to 260 bp,0.0009,0.5,0.0063,244,5.43,300,9.8
A7,W01241176966,200 bp to 4000 bp,0.1873,99.8,0.4686,658,58.48,300,9.8
A7,W01241176966,650 bp to 4000 bp,0.0704,37.5,0.1208,960,50.02,300,9.8
A8,W01241176967,100 bp to 150 bp,0.0000,0.0,NaN,NaN,NaN,300,9.7
A8,W01241176967,150 bp to 260 bp,0.0025,0.8,0.0168,241,6.55,300,9.7
A8,W01241176967,200 bp to 4000 bp,0.3179,99.8,0.8646,605,52.83,300,9.7
A8,W01241176967,650 bp to 4000 bp,0.0980,30.8,0.1782,905,46.78,300,9.7
A9,W01241176968,100 bp to 150 bp,0.0000,0.0,0.0002,122,13.79,300,9.4
A9,W01241176968,150 bp to 260 bp,0.0090,3.3,0.0675,218,13.48,300,9.4
A9,W01241176968,200 bp to 4000 bp,0.2653,98.7,0.7130,612,54.99,300,9.4
A9,W01241176968,650 bp to 4000 bp,0.0848,31.6,0.1494,935,45.24,300,9.4
A10,W01241176969,100 bp to 150 bp,0.0000,0.0,0.0003,107,0.64,300,9.1
A10,W01241176969,150 bp to 260 bp,0.0474,2.4,0.3291,237,7.91,300,9.1
A10,W01241176969,200 bp to 4000 bp,1.9190,97.3,4.9278,641,52.71,300,9.1
A10,W01241176969,650 bp to 4000 bp,0.7253,36.8,1.2545,952,37.06,300,9.1
A11,W01241176970,100 bp to 150 bp,0.0000,0.0,NaN,NaN,NaN,300,9.7
A11,W01241176970,150 bp to 260 bp,0.0048,1.1,0.0337,236,8.18,300,9.7
A11,W01241176970,200 bp to 4000 bp,0.4342,99.8,0.9377,762,61.98,300,9.7
A11,W01241176970,650 bp to 4000 bp,0.1983,45.6,0.2930,1114,44.63,300,9.7
A12,W01241176971,100 bp to 150 bp,0.0000,0.0,0.0004,109,8.37,300,9.5
A12,W01241176971,150 bp to 260 bp,0.0044,1.4,0.0309,236,8.25,300,9.5
A12,W01241176971,200 bp to 4000 bp,0.3237,99.1,1.0155,525,49.19,300,9.5
A12,W01241176971,650 bp to 4000 bp,0.0564,17.3,0.1067,870,51.16,300,9.5
B1,W01241176972,100 bp to 150 bp,0.0000,0.0,0.0003,117,3.22,300,9.5
B1,W01241176972,150 bp to 260 bp,0.0057,1.5,0.0395,237,7.89,300,9.5
B1,W01241176972,200 bp to 4000 bp,0.3779,99.8,1.1496,541,51.26,300,9.5
B1,W01241176972,650 bp to 4000 bp,0.0812,21.4,0.1514,883,47.51,300,9.5
B2,W01241176973,100 bp to 150 bp,0.0000,0.0,0.0003,114,10.02,300,9.5
B2,W01241176973,150 bp to 260 bp,0.0060,1.8,0.0414,236,8.19,300,9.5
B2,W01241176973,200 bp to 4000 bp,0.3386,99.7,1.0527,529,49.65,300,9.5
B2,W01241176973,650 bp to 4000 bp,0.0649,19.1,0.1205,886,46.04,300,9.5
B3,W01241176974,100 bp to 150 bp,0.0001,0.0,0.0010,121,9.69,300,9.4
B3,W01241176974,150 bp to 260 bp,0.0087,1.9,0.0606,235,8.81,300,9.4
B3,W01241176974,200 bp to 4000 bp,0.4576,99.8,1.3849,544,52.47,300,9.4
B3,W01241176974,650 bp to 4000 bp,0.0959,20.9,0.1731,912,46.54,300,9.4
B4,W01241176975,100 bp to 150 bp,0.0001,0.0,0.0008,105,3.57,300,9.5
B4,W01241176975,150 bp to 260 bp,0.0064,1.6,0.0448,236,8.33,300,9.5
B4,W01241176975,200 bp to 4000 bp,0.3909,99.8,0.9115,706,61.83,300,9.5
B4,W01241176975,650 bp to 4000 bp,0.1604,40.9,0.2486,1062,45.15,300,9.5
B5,W01241176976,100 bp to 150 bp,0.0000,0.0,0.0001,114,8.01,300,9.5
B5,W01241176976,150 bp to 260 bp,0.0055,1.7,0.0383,238,7.94,300,9.5
B5,W01241176976,200 bp to 4000 bp,0.3338,99.8,0.8753,628,65.27,300,9.5
B5,W01241176976,650 bp to 4000 bp,0.1048,31.3,0.1680,1027,51.31,300,9.5
B6,W01241176977,100 bp to 150 bp,0.0000,0.0,NaN,NaN,NaN,300,9.4
B6,W01241176977,150 bp to 260 bp,0.0066,1.7,0.0456,238,7.66,300,9.4
B6,W01241176977,200 bp to 4000 bp,0.3885,99.8,1.1793,542,51.76,300,9.4
B6,W01241176977,650 bp to 4000 bp,0.0837,21.5,0.1519,907,44.54,300,9.4
B7,W01241176426,100 bp to 150 bp,0.0020,0.6,0.0256,129,9.97,300,9.4
B7,W01241176426,150 bp to 260 bp,0.0019,0.6,0.0128,246,6.38,300,9.4
B7,W01241176426,200 bp to 4000 bp,0.3279,98.3,1.1647,463,111.69,300,9.4
B7,W01241176426,650 bp to 4000 bp,0.0203,6.1,0.0153,2182,48.48,300,9.4
B8,W01241176427,100 bp to 150 bp,0.0000,0.0,NaN,NaN,NaN,300,9.6
B8,W01241176427,150 bp to 260 bp,0.0000,0.0,NaN,NaN,NaN,300,9.6
B8,W01241176427,200 bp to 4000 bp,1.2421,96.9,4.6680,438,87.29,300,9.6
B8,W01241176427,650 bp to 4000 bp,0.0243,1.9,0.0134,2989,24.87,300,9.6
B9,W01241176428,100 bp to 150 bp,0.0064,1.6,0.0873,121,14.90,300,8.5
B9,W01241176428,150 bp to 260 bp,0.0013,0.3,0.0125,171,13.67,300,8.5
B9,W01241176428,200 bp to 4000 bp,0.3513,85.2,1.0448,553,37.81,300,8.5
B9,W01241176428,650 bp to 4000 bp,0.0365,8.8,0.0597,1006,42.25,300,8.5
B10,W01241176429,100 bp to 150 bp,0.0000,0.0,NaN,NaN,NaN,300,9.7
B10,W01241176429,150 bp to 260 bp,0.0000,0.0,NaN,NaN,NaN,300,9.7
B10,W01241176429,200 bp to 4000 bp,0.2216,96.5,0.6998,521,18.64,300,9.7
B10,W01241176429,650 bp to 4000 bp,0.0080,3.5,0.0134,985,12.43,300,9.7
B11,W01241176389,100 bp to 150 bp,0.0006,0.2,0.0074,134,8.08,300,7.1
B11,W01241176389,150 bp to 260 bp,0.0463,14.8,0.3414,223,11.54,300,7.1
B11,W01241176389,200 bp to 4000 bp,0.3015,96.5,0.9550,520,80.91,300,7.1
B11,W01241176389,650 bp to 4000 bp,0.0581,18.6,0.0849,1127,56.25,300,7.1
B12,W01241176845,100 bp to 150 bp,0.0016,0.2,0.0205,126,11.67,300,6.5
B12,W01241176845,150 bp to 260 bp,0.0117,1.4,0.0872,221,15.89,300,6.5
B12,W01241176845,200 bp to 4000 bp,0.8080,99.2,4.0764,326,56.65,300,6.5
B12,W01241176845,650 bp to 4000 bp,0.0142,1.7,0.0167,1396,60.15,300,6.5
C1,W01241176846,100 bp to 150 bp,0.0013,0.2,0.0169,125,11.68,300,4.2
C1,W01241176846,150 bp to 260 bp,0.0147,1.9,0.1003,241,11.25,300,4.2
C1,W01241176846,200 bp to 4000 bp,0.7614,99.5,4.0051,313,56.00,300,4.2
C1,W01241176846,650 bp to 4000 bp,0.0079,1.0,0.0077,1693,55.63,300,4.2
C2,W01241176847,100 bp to 150 bp,0.0015,0.2,0.0203,125,11.81,300,3.8
C2,W01241176847,150 bp to 260 bp,0.0152,1.8,0.1078,231,14.16,300,3.8
C2,W01241176847,200 bp to 4000 bp,0.8250,99.2,4.2840,317,58.71,300,3.8
C2,W01241176847,650 bp to 4000 bp,0.0119,1.4,0.0130,1516,59.47,300,3.8
C3,W01241176848,100 bp to 150 bp,0.0027,0.3,0.0359,126,11.73,300,4.1
C3,W01241176848,150 bp to 260 bp,0.0208,2.0,0.1517,225,15.62,300,4.1
C3,W01241176848,200 bp to 4000 bp,1.0514,99.0,5.5350,312,51.55,300,4.1
C3,W01241176848,650 bp to 4000 bp,0.0126,1.2,0.0143,1450,61.08,300,4.1
C4,W01241177036,100 bp to 150 bp,0.0000,0.0,NaN,NaN,NaN,300,9.0
C4,W01241177036,150 bp to 260 bp,0.0043,2.3,0.0293,241,7.10,300,9.0
C4,W01241177036,200 bp to 4000 bp,0.1864,99.7,0.5791,530,63.09,300,9.0
C4,W01241177036,650 bp to 4000 bp,0.0362,19.4,0.0604,986,52.70,300,9.0
C5,W01241177037,100 bp to 150 bp,0.0000,0.0,0.0000,102,0.37,300,8.9
C5,W01241177037,150 bp to 260 bp,0.0030,2.0,0.0201,244,5.48,300,8.9
C5,W01241177037,200 bp to 4000 bp,0.1467,99.6,0.4305,561,77.00,300,8.9
C5,W01241177037,650 bp to 4000 bp,0.0307,20.8,0.0451,1121,59.69,300,8.9
C6,W01241177038,100 bp to 150 bp,0.0000,0.0,NaN,NaN,NaN,300,9.0
C6,W01241177038,150 bp to 260 bp,0.0040,2.4,0.0273,243,5.56,300,9.0
C6,W01241177038,200 bp to 4000 bp,0.1713,99.8,0.5188,543,67.99,300,9.0
C6,W01241177038,650 bp to 4000 bp,0.0338,19.7,0.0539,1032,57.11,300,9.0
C7,W01241177039,100 bp to 150 bp,0.0000,0.0,NaN,NaN,NaN,300,9.0
C7,W01241177039,150 bp to 260 bp,0.0063,3.2,0.0442,235,8.97,300,9.0
C7,W01241177039,200 bp to 4000 bp,0.1978,99.3,0.6027,540,66.52,300,9.0
C7,W01241177039,650 bp to 4000 bp,0.0386,19.4,0.0625,1018,56.55,300,9.0
C8,W01241177040,100 bp to 150 bp,0.0000,0.0,NaN,NaN,NaN,300,9.1
C8,W01241177040,150 bp to 260 bp,0.0035,2.1,0.0238,244,5.44,300,9.1
C8,W01241177040,200 bp to 4000 bp,0.1653,99.8,0.4916,553,72.09,300,9.1
C8,W01241177040,650 bp to 4000 bp,0.0330,19.9,0.0507,1072,60.11,300,9.1
C9,W01241177041,100 bp to 150 bp,0.0000,0.0,NaN,NaN,NaN,300,9.0
C9,W01241177041,150 bp to 260 bp,0.0041,2.4,0.0280,242,6.69,300,9.0
C9,W01241177041,200 bp to 4000 bp,0.1703,99.7,0.5302,528,62.77,300,9.0
C9,W01241177041,650 bp to 4000 bp,0.0318,18.6,0.0533,983,54.46,300,9.0
C10,W01241177042,100 bp to 150 bp,0.0000,0.0,NaN,NaN,NaN,300,9.2
C10,W01241177042,150 bp to 260 bp,0.0032,1.9,0.0218,245,4.88,300,9.2
C10,W01241177042,200 bp to 4000 bp,0.1718,99.8,0.5197,544,65.70,300,9.2
C10,W01241177042,650 bp to 4000 bp,0.0342,19.9,0.0559,1009,56.87,300,9.2
C11,W01241177043,100 bp to 150 bp,0.0000,0.0,0.0003,134,10.75,300,9.3
C11,W01241177043,150 bp to 260 bp,0.0036,2.1,0.0250,239,8.10,300,9.3
C11,W01241177043,200 bp to 4000 bp,0.1740,99.7,0.5152,556,61.68,300,9.3
C11,W01241177043,650 bp to 4000 bp,0.0380,21.8,0.0640,978,53.04,300,9.3
C12,W01241177044,100 bp to 150 bp,0.0000,0.0,0.0000,148,0.00,300,9.1
C12,W01241177044,150 bp to 260 bp,0.0042,2.5,0.0287,240,7.32,300,9.1
C12,W01241177044,200 bp to 4000 bp,0.1643,99.6,0.4938,548,65.35,300,9.1
C12,W01241177044,650 bp to 4000 bp,0.0337,20.4,0.0547,1014,54.82,300,9.1
D1,W01241177045,100 bp to 150 bp,0.0001,0.0,0.0008,123,13.21,300,9.0
D1,W01241177045,150 bp to 260 bp,0.0044,2.8,0.0300,240,7.53,300,9.0
D1,W01241177045,200 bp to 4000 bp,0.1530,99.5,0.4782,527,63.23,300,9.0
D1,W01241177045,650 bp to 4000 bp,0.0277,18.0,0.0456,999,54.12,300,9.0
D2,W01241177046,100 bp to 150 bp,0.0000,0.0,0.0005,138,10.02,300,9.0
D2,W01241177046,150 bp to 260 bp,0.0056,3.3,0.0387,236,8.98,300,9.0
D2,W01241177046,200 bp to 4000 bp,0.1678,99.5,0.5062,545,66.05,300,9.0
D2,W01241177046,650 bp to 4000 bp,0.0344,20.4,0.0564,1005,56.58,300,9.0
D3,W01241177047,100 bp to 150 bp,0.0000,0.0,0.0000,142,6.79,300,9.2
D3,W01241177047,150 bp to 260 bp,0.0042,2.4,0.0283,241,6.76,300,9.2
D3,W01241177047,200 bp to 4000 bp,0.1723,99.8,0.5316,534,59.58,300,9.2
D3,W01241177047,650 bp to 4000 bp,0.0331,19.2,0.0564,967,51.74,300,9.2
D4,W01241177048,100 bp to 150 bp,0.0003,0.2,0.0037,124,11.12,300,8.9
D4,W01241177048,150 bp to 260 bp,0.0057,3.3,0.0399,234,10.56,300,8.9
D4,W01241177048,200 bp to 4000 bp,0.1694,99.2,0.5261,530,65.00,300,8.9
D4,W01241177048,650 bp to 4000 bp,0.0312,18.3,0.0511,1007,55.70,300,8.9
D5,W01241177049,100 bp to 150 bp,0.0001,0.1,0.0012,140,7.27,300,8.9
D5,W01241177049,150 bp to 260 bp,0.0058,3.3,0.0401,237,8.80,300,8.9
D5,W01241177049,200 bp to 4000 bp,0.1765,99.4,0.5411,537,70.81,300,8.9
D5,W01241177049,650 bp to 4000 bp,0.0330,18.6,0.0522,1042,61.16,300,8.9
D6,W01241177050,100 bp to 150 bp,0.0000,0.0,0.0004,134,6.99,300,9.1
D6,W01241177050,150 bp to 260 bp,0.0052,2.8,0.0364,236,9.42,300,9.1
D6,W01241177050,200 bp to 4000 bp,0.1848,99.6,0.5705,533,63.75,300,9.1
D6,W01241177050,650 bp to 4000 bp,0.0349,18.8,0.0579,993,55.48,300,9.1
D7,W01241177051,100 bp to 150 bp,0.0000,0.0,0.0000,139,0.31,300,9.1
D7,W01241177051,150 bp to 260 bp,0.0038,2.3,0.0261,242,6.96,300,9.1
D7,W01241177051,200 bp to 4000 bp,0.1677,99.6,0.5070,544,67.02,300,9.1
D7,W01241177051,650 bp to 4000 bp,0.0332,19.7,0.0532,1026,56.88,300,9.1
D8,W01241177052,100 bp to 150 bp,0.0000,0.0,0.0000,149,2.30,300,9.1
D8,W01241177052,150 bp to 260 bp,0.0044,2.2,0.0299,243,6.01,300,9.1
D8,W01241177052,200 bp to 4000 bp,0.1995,99.8,0.6311,520,61.26,300,9.1
D8,W01241177052,650 bp to 4000 bp,0.0350,17.5,0.0589,977,54.00,300,9.1
D9,W01241177053,100 bp to 150 bp,0.0000,0.0,0.0000,123,0.31,300,9.0
D9,W01241177053,150 bp to 260 bp,0.0040,2.7,0.0277,239,8.41,300,9.0
D9,W01241177053,200 bp to 4000 bp,0.1483,99.6,0.4760,513,60.43,300,9.0
D9,W01241177053,650 bp to 4000 bp,0.0247,16.6,0.0422,962,54.87,300,9.0
D10,W01241177054,100 bp to 150 bp,0.0004,0.2,0.0047,133,9.77,300,8.8
D10,W01241177054,150 bp to 260 bp,0.0075,4.0,0.0537,231,11.56,300,8.8
D10,W01241177054,200 bp to 4000 bp,0.1846,98.4,0.5624,540,74.94,300,8.8
D10,W01241177054,650 bp to 4000 bp,0.0332,17.7,0.0499,1097,62.99,300,8.8
D11,W01241177055,100 bp to 150 bp,0.0000,0.0,NaN,NaN,NaN,300,8.9
D11,W01241177055,150 bp to 260 bp,0.0077,3.7,0.0532,238,7.71,300,8.9
D11,W01241177055,200 bp to 4000 bp,0.2097,99.7,0.6603,523,62.73,300,8.9
D11,W01241177055,650 bp to 4000 bp,0.0373,17.7,0.0626,980,55.56,300,8.9
D12,W14241177107,100 bp to 150 bp,0.0069,4.0,0.0859,132,10.00,300,6.3
D12,W14241177107,150 bp to 260 bp,0.0269,15.6,0.2066,214,16.69,300,6.3
D12,W14241177107,200 bp to 4000 bp,0.1545,89.6,0.6165,412,87.78,300,6.3
D12,W14241177107,650 bp to 4000 bp,0.0079,4.6,0.0081,1603,60.09,300,6.3
E1,W01241177108,100 bp to 150 bp,0.0002,0.3,0.0023,139,7.41,300,4.0
E1,W01241177108,150 bp to 260 bp,0.0213,32.9,0.1487,236,8.66,300,4.0
E1,W01241177108,200 bp to 4000 bp,0.0628,96.9,0.2453,421,123.86,300,4.0
E1,W01241177108,650 bp to 4000 bp,0.0046,7.1,0.0038,1991,49.40,300,4.0
E2,W01241177111,100 bp to 150 bp,0.0071,0.3,0.0908,129,11.45,300,3.8
E2,W01241177111,150 bp to 260 bp,0.7808,34.2,5.5558,231,9.19,300,3.8
E2,W01241177111,200 bp to 4000 bp,2.1924,96.2,11.2815,320,64.24,300,3.8
E2,W01241177111,650 bp to 4000 bp,0.0527,2.3,0.0674,1286,60.91,300,3.8
E3,W01241177112,100 bp to 150 bp,0.0605,10.7,0.7336,135,8.55,300,3.6
E3,W01241177112,150 bp to 260 bp,0.2384,42.1,1.9937,197,16.10,300,3.6
E3,W01241177112,200 bp to 4000 bp,0.3639,64.3,1.7887,335,60.59,300,3.6
E3,W01241177112,650 bp to 4000 bp,0.0046,0.8,0.0046,1653,59.97,300,3.6
E4,W01241177113,100 bp to 150 bp,0.0006,0.0,0.0073,135,8.78,300,4.0
E4,W01241177113,150 bp to 260 bp,0.3918,30.8,2.7292,236,7.67,300,4.0
E4,W01241177113,200 bp to 4000 bp,1.2547,98.6,6.7249,307,46.16,300,4.0
E4,W01241177113,650 bp to 4000 bp,0.0097,0.8,0.0109,1459,59.98,300,4.0
E5,W01241177114,100 bp to 150 bp,0.0140,1.8,0.1749,131,10.11,300,6.5
E5,W01241177114,150 bp to 260 bp,0.1492,18.8,1.1113,221,13.05,300,6.5
E5,W01241177114,200 bp to 4000 bp,0.7408,93.4,2.8684,425,81.27,300,6.5
E5,W01241177114,650 bp to 4000 bp,0.0610,7.7,0.0802,1253,61.63,300,6.5
E6,W01241177115,100 bp to 150 bp,0.0057,0.2,0.0762,123,11.24,300,9.8
E6,W01241177115,150 bp to 260 bp,0.0329,0.9,0.2509,216,12.90,300,9.8
E6,W01241177115,200 bp to 4000 bp,3.5730,99.1,12.7088,463,80.18,300,9.8
E6,W01241177115,650 bp to 4000 bp,0.1304,3.6,0.1031,2081,48.22,300,9.8
E7,W14241177117,100 bp to 150 bp,0.0006,0.1,0.0075,137,9.16,300,6.2
E7,W14241177117,150 bp to 260 bp,0.2278,28.4,1.7552,213,11.65,300,6.2
E7,W14241177117,200 bp to 4000 bp,0.7218,89.8,3.0154,394,63.92,300,6.2
E7,W14241177117,650 bp to 4000 bp,0.0320,4.0,0.0465,1130,69.60,300,6.2
E8,W14241177118,100 bp to 150 bp,0.0001,0.1,0.0018,134,10.56,300,6.2
E8,W14241177118,150 bp to 260 bp,0.0401,27.1,0.3056,216,11.65,300,6.2
E8,W14241177118,200 bp to 4000 bp,0.1348,91.0,0.5368,413,80.67,300,6.2
E8,W14241177118,650 bp to 4000 bp,0.0074,5.0,0.0091,1346,69.90,300,6.2
E9,W14241177001,100 bp to 150 bp,0.0003,0.1,0.0043,127,11.68,300,7.2
E9,W14241177001,150 bp to 260 bp,0.0587,11.4,0.4056,238,7.49,300,7.2
E9,W14241177001,200 bp to 4000 bp,0.5114,99.4,1.9176,439,66.59,300,7.2
E9,W14241177001,650 bp to 4000 bp,0.0519,10.1,0.0807,1059,53.82,300,7.2
E10,W01241177139,100 bp to 150 bp,0.0388,19.9,0.5107,125,11.62,300,2.3
E10,W01241177139,150 bp to 260 bp,0.0615,31.5,0.5094,198,15.66,300,2.3
E10,W01241177139,200 bp to 4000 bp,0.0838,43.0,0.2585,534,104.61,300,2.3
E10,W01241177139,650 bp to 4000 bp,0.0180,9.2,0.0224,1320,59.56,300,2.3
E11,W14241174645,100 bp to 150 bp,0.0002,0.5,0.0022,131,10.88,300,5.4
E11,W14241174645,150 bp to 260 bp,0.0086,25.6,0.0613,231,9.29,300,5.4
E11,W14241174645,200 bp to 4000 bp,0.0327,96.9,0.1412,381,96.84,300,5.4
E11,W14241174645,650 bp to 4000 bp,0.0011,3.2,0.0008,2079,46.59,300,5.4
E12,W14241174656,100 bp to 150 bp,0.0006,0.7,0.0078,129,11.55,300,6.2
E12,W14241174656,150 bp to 260 bp,0.0172,18.7,0.1225,231,10.40,300,6.2
E12,W14241174656,200 bp to 4000 bp,0.0893,96.8,0.3690,398,87.41,300,6.2
E12,W14241174656,650 bp to 4000 bp,0.0036,3.9,0.0035,1711,58.04,300,6.2
F1,W01241174753,100 bp to 150 bp,0.0331,2.1,0.4018,135,9.07,300,5.4
F1,W01241174753,150 bp to 260 bp,0.4946,31.1,3.8104,213,13.87,300,5.4
F1,W01241174753,200 bp to 4000 bp,1.3938,87.5,6.0309,380,57.30,300,5.4
F1,W01241174753,650 bp to 4000 bp,0.0687,4.3,0.1123,1006,57.27,300,5.4
F2,W01241174754,100 bp to 150 bp,0.0332,4.2,0.4072,134,9.35,300,4.8
F2,W01241174754,150 bp to 260 bp,0.2672,34.0,2.0903,210,14.68,300,4.8
F2,W01241174754,200 bp to 4000 bp,0.6475,82.5,2.9514,361,54.60,300,4.8
F2,W01241174754,650 bp to 4000 bp,0.0206,2.6,0.0324,1045,63.17,300,4.8
F3,W14241175957,100 bp to 150 bp,0.0016,0.1,0.0189,139,7.55,300,9.3
F3,W14241175957,150 bp to 260 bp,0.0180,1.3,0.1282,231,12.58,300,9.3
F3,W14241175957,200 bp to 4000 bp,1.3734,99.6,5.2614,429,47.18,300,9.3
F3,W14241175957,650 bp to 4000 bp,0.0552,4.0,0.0797,1139,52.22,300,9.3
F4:,,100 bp to 150 bp,0.0000,0.0,NaN,NaN,NaN,300,10.0
F4:,,150 bp to 260 bp,0.0000,0.0,NaN,NaN,NaN,300,10.0
F4:,,200 bp to 4000 bp,0.0017,100.0,0.0074,371,7.29,300,10.0
F4:,,650 bp to 4000 bp,0.0000,0.0,NaN,NaN,NaN,300,10.0
F5:,,100 bp to 150 bp,0.0000,0.0,NaN,NaN,NaN,300,9.2
F5:,,150 bp to 260 bp,0.0004,2.5,0.0023,250,2.59,300,9.2
F5:,,200 bp to 4000 bp,0.0140,98.3,0.0239,969,93.56,300,9.2
F5:,,650 bp to 4000 bp,0.0058,40.6,0.0054,1768,52.91,300,9.2
F6:,,100 bp to 150 bp,0.0000,0.0,0.0000,118,1.49,300,9.4
F6:,,150 bp to 260 bp,0.0003,2.6,0.0025,226,13.27,300,9.4
F6:,,200 bp to 4000 bp,0.0128,97.3,0.0207,1018,93.14,300,9.4
F6:,,650 bp to 4000 bp,0.0054,41.2,0.0048,1839,52.51,300,9.4
F7:,,100 bp to 150 bp,0.0000,0.2,0.0005,125,8.61,300,9.4
F7:,,150 bp to 260 bp,0.0005,3.1,0.0038,228,12.72,300,9.4
F7:,,200 bp to 4000 bp,0.0163,94.8,0.0227,1177,85.52,300,9.4
F7:,,650 bp to 4000 bp,0.0087,50.6,0.0078,1832,53.60,300,9.4
F8:,,100 bp to 150 bp,0.0000,0.0,NaN,NaN,NaN,300,9.5
F8:,,150 bp to 260 bp,0.0002,2.4,0.0012,227,9.28,300,9.5
F8:,,200 bp to 4000 bp,0.0067,92.8,0.0079,1397,78.14,300,9.5
F8:,,650 bp to 4000 bp,0.0041,56.5,0.0033,2028,47.17,300,9.5
F9:,,100 bp to 150 bp,0.0000,0.0,NaN,NaN,NaN,300,10.0
F9:,,150 bp to 260 bp,0.0000,0.0,NaN,NaN,NaN,300,10.0
F9:,,200 bp to 4000 bp,0.0050,95.6,0.0051,1611,63.47,300,10.0
F9:,,650 bp to 4000 bp,0.0043,81.6,0.0039,1788,56.29,300,10.0
F10:,,100 bp to 150 bp,0.0017,5.5,0.0236,122,11.96,300,6.0
F10:,,150 bp to 260 bp,0.0052,16.4,0.0410,209,14.12,300,6.0
F10:,,200 bp to 4000 bp,0.0228,71.9,0.0364,1030,98.53,300,6.0
F10:,,650 bp to 4000 bp,0.0093,29.4,0.0078,1967,50.57,300,6.0
F11:,,100 bp to 150 bp,0.0063,13.6,0.0836,125,11.76,300,6.3
F11:,,150 bp to 260 bp,0.0071,15.1,0.0586,198,16.76,300,6.3
F11:,,200 bp to 4000 bp,0.0329,70.4,0.0466,1162,90.08,300,6.3
F11:,,650 bp to 4000 bp,0.0156,33.3,0.0128,2006,48.02,300,6.3
F12:,,100 bp to 150 bp,0.0000,0.2,0.0001,125,15.21,300,9.7
F12:,,150 bp to 260 bp,0.0001,1.5,0.0007,200,16.87,300,9.7
F12:,,200 bp to 4000 bp,0.0047,86.9,0.0033,2332,38.02,300,9.7
F12:,,650 bp to 4000 bp,0.0045,82.8,0.0030,2427,32.78,300,9.7
G1:,,100 bp to 150 bp,0.0000,NaN,NaN,NaN,NaN,300,NaN
G1:,,150 bp to 260 bp,0.0000,NaN,NaN,NaN,NaN,300,NaN
G1:,,200 bp to 4000 bp,0.0000,NaN,NaN,NaN,NaN,300,NaN
G1:,,650 bp to 4000 bp,0.0000,NaN,NaN,NaN,NaN,300,NaN
G2:,,100 bp to 150 bp,0.0000,0.0,NaN,NaN,NaN,300,9.9
G2:,,150 bp to 260 bp,0.0000,0.5,0.0002,230,7.81,300,9.9
G2:,,200 bp to 4000 bp,0.0050,94.7,0.0050,1636,66.09,300,9.9
G2:,,650 bp to 4000 bp,0.0036,68.2,0.0028,2085,45.45,300,9.9
G3:,,100 bp to 150 bp,0.0000,0.0,0.0000,124,0.00,300,9.5
G3:,,150 bp to 260 bp,0.0004,2.1,0.0031,232,8.75,300,9.5
G3:,,200 bp to 4000 bp,0.0199,95.0,0.0262,1251,79.63,300,9.5
G3:,,650 bp to 4000 bp,0.0122,58.1,0.0114,1762,55.11,300,9.5
G4:,,100 bp to 150 bp,0.0000,0.0,NaN,NaN,NaN,300,9.6
