Well,Sample ID,Peak ID,Size (bp),Percent relative concentration,nmole/L,Concentration (ng/uL),RFU,Notes,TIC (ng/uL),TIM (nmole/L),Total concentration (ng/uL),,
"A12","W01241174750",2,5000,,0.0309,0.0943,17389,,0.0000,0.0000,0.2997,,
"B1","W01241174751",1,35,,3.5227,0.0733,8637,,0.0000,0.0000,0.1220,,
"B1","W01241174751",2,5000,,0.0283,0.0862,12871,,0.0000,0.0000,0.1220,,
"B2","W01241174752",1,35,,3.4228,0.0733,9921,,0.0000,0.0000,0.1883,,
"B2","W01241174752",2,5000,,0.0329,0.1001,16677,,0.0000,0.0000,0.1883,,
"B3","W01241174753",1,35,,3.4228,0.0733,9659,,0.0000,0.0000,0.0020,,
"B3","W01241174753",2,5000,,0.0312,0.0948,15746,,0.0000,0.0000,0.0020,,
"B4","W01241174754",1,35,,3.5227,0.0733,8632,,0.0000,0.0000,0.0424,,
"B4","W01241174754",2,5000,,0.0309,0.0943,14235,,0.0000,0.0000,0.0424,,
"B5","W01241174755",1,35,,3.4228,0.0733,8210,,0.0000,0.0000,0.0001,,
"B5","W01241174755",2,5000,,0.0351,0.1068,14329,,0.0000,0.0000,0.0001,,
"B6","W01241174756",1,35,,3.4228,0.0733,10001,,0.0000,0.0000,0.0065,,
"B6","W01241174756",2,5000,,0.0356,0.1083,16998,,0.0000,0.0000,0.0065,,
"B7","W01241174758",1,35,,3.4228,0.0733,10759,,0.0000,0.0000,0.1501,,
"B7","W01241174758",2,5000,,0.0308,0.0937,16559,,0.0000,0.0000,0.1501,,
"B8","W01241174759",1,35,,3.5227,0.0733,7435,,0.0729,0.0268,0.0729,,
"B8","W01241174759",2,4452,100.0,0.0268,0.0729,8811,,0.0729,0.0268,0.0729,,
"B8","W01241174759",3,5000,,0.0003,0.0009,202,,0.0729,0.0268,0.0729,,
"B9","W01241174760",1,35,,3.4228,0.0733,7961,,0.0692,0.3460,0.1284,,
"B9","W01241174760",2,324,100.0,0.3460,0.0692,899,,0.0692,0.3460,0.1284,,
"B9","W01241174760",3,5000,,0.0339,0.1030,14213,,0.0692,0.3460,0.1284,,
"B10","W01241174761",1,35,,3.4228,0.0733,8174,,0.0832,0.4096,0.1616,,
"B10","W01241174761",2,326,100.0,0.4096,0.0832,993,,0.0832,0.4096,0.1616,,
"B10","W01241174761",3,5000,,0.0224,0.0683,9231,,0.0832,0.4096,0.1616,,
"B11","W01241174762",1,35,,3.5227,0.0733,8893,,0.0000,0.0000,0.1088,,
"B11","W01241174762",2,5000,,0.0313,0.0956,14483,,0.0000,0.0000,0.1088,,
"B12","W01241174763",1,35,,3.5227,0.0733,9786,,0.0000,0.0000,0.1197,,
"B12","W01241174763",2,5000,,0.0285,0.0881,14175,,0.0000,0.0000,0.1197,,
"C1","W01241174764",1,35,,3.5227,0.0733,8760,,0.0000,0.0000,0.0116,,
"C1","W01241174764",2,5000,,0.0330,0.1003,14608,,0.0000,0.0000,0.0116,,
"C2","W01241174765",1,35,,3.5227,0.0733,8540,,0.0000,0.0000,0.0001,,
"C2","W01241174765",2,5000,,0.0335,0.1018,14478,,0.0000,0.0000,0.0001,,
"C3","W01241174766",1,35,,3.4228,0.0733,8236,,0.0000,0.0000,0.0741,,
"C3","W01241174766",2,5000,,0.0325,0.0989,13930,,0.0000,0.0000,0.0741,,
"C4","W01241174767",1,35,,3.4228,0.0733,10472,,0.1831,0.5466,0.2898,,
"C4","W01241174767",2,286,45.1,0.4586,0.0825,1173,,0.1831,0.5466,0.2898,,
"C4","W01241174767",3,1873,54.9,0.0880,0.1005,17472,,0.1831,0.5466,0.2898,,
"C4","W01241174767",4,5000,,0.0007,0.0020,664,,0.1831,0.5466,0.2898,,
"C5","W01241174768",1,35,,3.4228,0.0733,9077,,0.0000,0.0000,0.0547,,
"C5","W01241174768",2,5000,,0.0324,0.0984,14591,,0.0000,0.0000,0.0547,,
"C6","W01241174769",1,35,,3.4228,0.0733,8430,,0.0000,0.0000,0.0673,,
"C6","W01241174769",2,5000,,0.0322,0.0978,13406,,0.0000,0.0000,0.0673,,
"C7","W01241174770",1,35,,3.4228,0.0733,9654,,0.2586,1.1225,0.3530,,
"C7","W01241174770",2,322,60.0,0.7684,0.1551,1920,,0.2586,1.1225,0.3530,,
"C7","W01241174770",3,478,40.0,0.3542,0.1035,1072,,0.2586,1.1225,0.3530,,
"C7","W01241174770",4,5000,,0.0341,0.1042,16125,,0.2586,1.1225,0.3530,,
"C8","W14241174898",1,35,,3.5227,0.0733,10276,,0.0000,0.0000,0.0018,,
"C8","W14241174898",2,5000,,0.0311,0.0948,16317,,0.0000,0.0000,0.0018,,
"C9","W14241174899",1,35,,3.5227,0.0733,6992,,0.6156,4.6863,2.0658,,
"C9","W14241174899",2,189,100.0,4.6863,0.6156,5594,,0.6156,4.6863,2.0658,,
"C9","W14241174899",3,5000,,0.0318,0.0969,12791,,0.6156,4.6863,2.0658,,
"C10","W14241174900",1,35,,3.7411,0.0733,9083,,0.0000,0.0000,0.0000,,
"C10","W14241174900",2,5000,,0.0519,0.1580,15660,,0.0000,0.0000,0.0000,,
"C11","W14241174901",1,35,,3.7411,0.0733,3902,,2.1545,12.2430,2.7111,,
"C11","W14241174901",2,190,37.0,6.3388,0.7980,8257,,2.1545,12.2430,2.7111,,
"C11","W14241174901",3,370,63.0,5.9042,1.3565,3101,,2.1545,12.2430,2.7111,,
"C11","W14241174901",4,5000,,0.0332,0.1008,7363,,2.1545,12.2430,2.7111,,
"C12","W14241174925",1,35,,3.6287,0.0733,8603,,0.1795,0.5824,0.1793,,
"C12","W14241174925",2,189,1.3,0.0204,0.0024,405,,0.1795,0.5824,0.1793,,
"C12","W14241174925",3,361,21.7,0.1777,0.0390,544,,0.1795,0.5824,0.1793,,
"C12","W14241174925",4,537,49.7,0.2710,0.0893,1123,,0.1795,0.5824,0.1793,,
"C12","W14241174925",5,709,27.2,0.1133,0.0489,861,,0.1795,0.5824,0.1793,,
"C12","W14241174925",6,5000,,0.0295,0.0900,14341,,0.1795,0.5824,0.1793,,
"D1","W14241174926",1,35,,3.6287,0.0733,8230,,0.5823,1.8830,0.5808,,
"D1","W14241174926",2,189,1.8,0.0857,0.0103,551,,0.5823,1.8830,0.5808,,
"D1","W14241174926",3,355,29.2,0.7736,0.1702,1281,,0.5823,1.8830,0.5808,,
"D1","W14241174926",4,716,65.1,0.9844,0.3793,1574,,0.5823,1.8830,0.5808,,
"D1","W14241174926",5,897,3.9,0.0392,0.0226,1009,,0.5823,1.8830,0.5808,,
"D1","W14241174926",6,5000,,0.0315,0.0961,14210,,0.5823,1.8830,0.5808,,
"D2","W14241174927",1,35,,3.5227,0.0733,8938,,2.0163,7.4804,2.0482,,
"D2","W14241174927",2,183,6.9,1.1843,0.1397,1756,,2.0163,7.4804,2.0482,,
"D2","W14241174927",3,349,31.0,2.9671,0.6240,4204,,2.0163,7.4804,2.0482,,
"D2","W14241174927",4,521,30.6,1.9663,0.6166,4946,,2.0163,7.4804,2.0482,,
"D2","W14241174927",5,701,31.5,1.3627,0.6359,5264,,2.0163,7.4804,2.0482,,
"D2","W14241174927",6,5000,,0.0268,0.0817,5959,,2.0163,7.4804,2.0482,,
"D3","W14241174928",1,35,,3.6287,0.0733,8586,,0.0000,0.0000,0.1981,,
"D3","W14241174928",2,5000,,0.0276,0.0840,14055,,0.0000,0.0000,0.1981,,
"D4","W14241174929",1,35,,3.6287,0.0733,4097,,0.0000,0.0000,0.0000,,
"D4","W14241174929",2,5000,,0.0709,0.2151,14362,,0.0000,0.0000,0.0000,,
"D5","W14241174930",1,35,,3.4228,0.0733,8149,,0.0000,0.0000,0.3686,,
"D5","W14241174930",2,5000,,0.0311,0.0943,13356,,0.0000,0.0000,0.3686,,
"D6","W14241174931",1,35,,3.4228,0.0733,8494,,1.6733,10.1397,1.9196,,
"D6","W14241174931",2,188,45.3,5.9312,0.7575,12640,,1.6733,10.1397,1.9196,,
"D6","W14241174931",3,323,54.7,4.2085,0.9158,4273,,1.6733,10.1397,1.9196,,
"D6","W14241174931",4,5000,,0.0322,0.0981,14642,,1.6733,10.1397,1.9196,,
"D7","W14241174932",1,35,,3.5227,0.0733,8739,,1.2901,7.2918,1.2866,,
"D7","W14241174932",2,189,35.0,3.5707,0.4517,12736,,1.2901,7.2918,1.2866,,
"D7","W14241174932",3,263,2.2,0.1746,0.0279,1694,,1.2901,7.2918,1.2866,,
"D7","W14241174932",4,368,62.8,3.5465,0.8105,4231,,1.2901,7.2918,1.2866,,
"D7","W14241174932",5,5000,,0.0268,0.0812,13609,,1.2901,7.2918,1.2866,,
"D8","W14241174933",1,35,,3.5227,0.0733,8665,,2.7617,14.8494,2.8309,,
"D8","W14241174933",2,190,35.2,7.3297,0.9717,15404,,2.7617,14.8494,2.8309,,
"D8","W14241174933",3,361,60.2,7.1926,1.6613,7994,,2.7617,14.8494,2.8309,,
"D8","W14241174933",4,589,4.7,0.3270,0.1288,1618,,2.7617,14.8494,2.8309,,
"D8","W14241174933",5,5000,,0.0296,0.0900,15112,,2.7617,14.8494,2.8309,,
"D9","W14241174934",1,35,,3.6287,0.0733,4567,,0.4010,2.9752,0.4010,,
"D9","W14241174934",2,189,77.8,2.5651,0.3120,6315,,0.4010,2.9752,0.4010,,
"D9","W14241174934",3,357,22.2,0.4101,0.0890,685,,0.4010,2.9752,0.4010,,
"D9","W14241174934",4,5000,,0.0504,0.1534,11468,,0.4010,2.9752,0.4010,,
"D10","W14241174935",1,35,,3.5227,0.0733,9064,,0.7634,5.9492,1.9211,,
"D10","W14241174935",2,188,100.0,5.9492,0.7634,13635,,0.7634,5.9492,1.9211,,
"D10","W14241174935",3,5000,,0.0285,0.0866,14036,,0.7634,5.9492,1.9211,,
"D11","W14241174936",1,35,,3.5227,0.0733,8129,,0.2278,1.7919,0.6568,,
"D11","W14241174936",2,189,100.0,1.7919,0.2278,3935,,0.2278,1.7919,0.6568,,
"D11","W14241174936",3,5000,,0.0251,0.0764,11456,,0.2278,1.7919,0.6568,,
"D12","W08241174937",1,35,,3.4228,0.0733,8268,,0.9242,6.1289,1.8891,,
"D12","W08241174937",2,223,100.0,6.1289,0.9242,4964,,0.9242,6.1289,1.8891,,
"D12","W08241174937",3,5000,,0.0306,0.0931,14073,,0.9242,6.1289,1.8891,,
"E1","W08241174938",1,35,,3.5227,0.0733,9123,,1.4365,7.7985,1.5099,,
"E1","W08241174938",2,223,100.0,7.7985,1.4365,5599,,1.4365,7.7985,1.5099,,
"E1","W08241174938",3,5000,,0.0317,0.0963,15583,,1.4365,7.7985,1.5099,,
"E2","W14241174911",1,35,,3.5227,0.0733,6719,,0.0000,0.0000,0.0000,,
"E2","W14241174911",2,5000,,0.0312,0.0948,10572,,0.0000,0.0000,0.0000,,
"E3","W14241174912",1,35,,3.4228,0.0733,8328,,0.0000,0.0000,0.0028,,
"E3","W14241174912",2,5000,,0.0294,0.0899,12413,,0.0000,0.0000,0.0028,,
"E4","W14241174913",1,35,,3.4228,0.0733,8866,,0.0000,0.0000,0.0071,,
"E4","W14241174913",2,5000,,0.0303,0.0921,14610,,0.0000,0.0000,0.0071,,
"E5","W14241174914",1,35,,3.4228,0.0733,8126,,0.0000,0.0000,0.0037,,
"E5","W14241174914",2,5000,,0.0294,0.0893,12702,,0.0000,0.0000,0.0037,,
"E6","W14241174915",1,35,,3.4228,0.0733,8101,,0.0000,0.0000,0.0112,,
"E6","W14241174915",2,5000,,0.0314,0.0953,13428,,0.0000,0.0000,0.0112,,
"E7","W14241174916",1,35,,3.5227,0.0733,8646,,0.0000,0.0000,0.0146,,
"E7","W14241174916",2,5000,,0.0288,0.0877,13964,,0.0000,0.0000,0.0146,,
"E8","W14241175068",1,35,,3.4228,0.0733,7835,,4.6508,22.1003,4.6947,,
"E8","W14241175068",2,198,17.5,6.9539,0.8121,5485,,4.6508,22.1003,4.6947,,
"E8","W14241175068",3,364,82.5,15.1464,3.8388,15960,,4.6508,22.1003,4.6947,,
"E8","W14241175068",4,5000,,0.0176,0.0544,7008,,4.6508,22.1003,4.6947,,
"E9","W14241175069",1,35,,3.5227,0.0733,7206,,4.6385,19.1532,4.6525,,
"E9","W14241175069",2,150,2.6,1.3206,0.1189,11030,,4.6385,19.1532,4.6525,,
"E9","W14241175069",3,362,97.4,17.8326,4.5196,11267,,4.6385,19.1532,4.6525,,
"E9","W14241175069",4,5000,,0.0142,0.0431,5899,,4.6385,19.1532,4.6525,,
"E10","W14241175070",1,35,,3.4228,0.0733,7221,,3.7702,18.7585,4.3788,,
"E10","W14241175070",2,147,3.0,1.2659,0.1125,9672,,3.7702,18.7585,4.3788,,
"E10","W14241175070",3,322,97.0,17.4926,3.6578,12866,,3.7702,18.7585,4.3788,,
"E10","W14241175070",4,5000,,0.0287,0.0873,12719,,3.7702,18.7585,4.3788,,
"E11","W14241175071",1,35,,3.4228,0.0733,7044,,1.2807,7.9628,2.3020,,
"E11","W14241175071",2,143,11.0,1.6269,0.1406,9887,,1.2807,7.9628,2.3020,,
"E11","W14241175071",3,310,89.0,6.3359,1.1401,3830,,1.2807,7.9628,2.3020,,
"E11","W14241175071",4,5000,,0.0354,0.1089,11352,,1.2807,7.9628,2.3020,,
"E12","W14241175072",1,35,,3.4228,0.0733,8219,,1.7809,8.0458,2.0810,,
"E12","W14241175072",2,146,2.4,0.4831,0.0423,3077,,1.7809,8.0458,2.0810,,
"E12","W14241175072",3,189,3.5,0.5793,0.0620,1569,,1.7809,8.0458,2.0810,,
"E12","W14241175072",4,366,94.1,6.9833,1.6766,4284,,1.7809,8.0458,2.0810,,
"E12","W14241175072",5,5000,,0.0324,0.0984,13754,,1.7809,8.0458,2.0810,,
"F1","W14241175073",1,35,,3.4228,0.0733,9585,,2.2323,8.2652,2.2500,,
"F1","W14241175073",2,147,1.1,0.2909,0.0251,2271,,2.2323,8.2652,2.2500,,
"F1","W14241175073",3,375,71.2,6.7185,1.5885,6058,,2.2323,8.2652,2.2500,,
"F1","W14241175073",4,630,2.5,0.1477,0.0551,2743,,2.2323,8.2652,2.2500,,
"F1","W14241175073",5,735,25.2,1.1081,0.5635,3619,,2.2323,8.2652,2.2500,,
"F1","W14241175073",6,5000,,0.0312,0.0953,16950,,2.2323,8.2652,2.2500,,
"F2","W14241175074",1,35,,3.5227,0.0733,5807,,3.0911,12.8191,3.1203,,
"F2","W14241175074",2,149,2.0,0.7021,0.0624,3991,,3.0911,12.8191,3.1203,,
"F2","W14241175074",3,334,78.8,10.9824,2.4366,5846,,3.0911,12.8191,3.1203,,
"F2","W14241175074",4,909,19.2,1.1346,0.5921,2453,,3.0911,12.8191,3.1203,,
"F2","W14241175074",5,5000,,0.0336,0.1028,10875,,3.0911,12.8191,3.1203,,
"F3","W14241175075",1,35,,3.5227,0.0733,8499,,2.1438,8.4098,2.1628,,
"F3","W14241175075",2,145,0.9,0.2182,0.0191,1829,,2.1438,8.4098,2.1628,,
"F3","W14241175075",3,332,79.6,7.3880,1.7064,5652,,2.1438,8.4098,2.1628,,
"F3","W14241175075",4,933,17.7,0.7548,0.3802,2117,,2.1438,8.4098,2.1628,,
"F3","W14241175075",5,1168,1.8,0.0489,0.0381,1796,,2.1438,8.4098,2.1628,,
"F3","W14241175075",6,5000,,0.0351,0.1070,16278,,2.1438,8.4098,2.1628,,
"F4","W14241175076",1,35,,3.4228,0.0733,8791,,2.2593,8.3186,2.2804,,
"F4","W14241175076",2,352,85.9,7.7665,1.9401,6516,,2.2593,8.3186,2.2804,,
"F4","W14241175076",3,900,6.4,0.2984,0.1452,2152,,2.2593,8.3186,2.2804,,
"F4","W14241175076",4,1114,7.7,0.2536,0.1740,2290,,2.2593,8.3186,2.2804,,
"F4","W14241175076",5,5000,,0.0325,0.0991,16023,,2.2593,8.3186,2.2804,,
"F5","W14241175077",1,35,,3.5227,0.0733,8509,,6.4497,26.8533,6.4600,,
"F5","W14241175077",2,208,13.4,7.2169,0.8647,6422,,6.4497,26.8533,6.4600,,
"F5","W14241175077",3,386,86.6,19.6363,5.5850,23547,,6.4497,26.8533,6.4600,,
"F5","W14241175077",4,5000,,0.0138,0.0433,5464,,6.4497,26.8533,6.4600,,
"F6","W14241175078",1,35,,3.4228,0.0733,8125,,6.6784,26.1699,6.7378,,
"F6","W14241175078",2,152,2.9,2.0792,0.1910,19202,,6.6784,26.1699,6.7378,,
"F6","W14241175078",3,359,83.7,22.3242,5.5901,15787,,6.6784,26.1699,6.7378,,
"F6","W14241175078",4,670,13.4,1.7664,0.8972,6785,,6.6784,26.1699,6.7378,,
"F6","W14241175078",5,5000,,0.0142,0.0433,6843,,6.6784,26.1699,6.7378,,
"F7","W14241175079",1,35,,3.4228,0.0733,9705,,3.4576,15.3968,3.9245,,
"F7","W14241175079",2,78,0.5,0.3207,0.0156,1680,,3.4576,15.3968,3.9245,,
"F7","W14241175079",3,146,6.2,2.4614,0.2142,22991,,3.4576,15.3968,3.9245,,
"F7","W14241175079",4,372,93.4,12.6147,3.2278,11802,,3.4576,15.3968,3.9245,,
"F7","W14241175079",5,5000,,0.0315,0.0960,16962,,3.4576,15.3968,3.9245,,
"F8","W14241175080",1,35,,3.4228,0.0733,9592,,3.3904,13.8426,3.4420,,
"F8","W14241175080",2,146,6.7,2.5856,0.2266,23742,,3.3904,13.8426,3.4420,,
"F8","W14241175080",3,350,68.8,9.5233,2.3326,7367,,3.3904,13.8426,3.4420,,
"F8","W14241175080",4,700,24.5,1.7338,0.8312,4928,,3.3904,13.8426,3.4420,,
"F8","W14241175080",5,5000,,0.0326,0.1006,13973,,3.3904,13.8426,3.4420,,
"F9","W14241175081",1,35,,3.4228,0.0733,9946,,3.9114,15.3621,3.9327,,
"F9","W14241175081",2,146,6.0,2.6791,0.2348,26768,,3.9114,15.3621,3.9327,,
"F9","W14241175081",3,365,94.0,12.6830,3.6766,10139,,3.9114,15.3621,3.9327,,
"F9","W14241175081",4,5000,,0.0332,0.1010,17004,,3.9114,15.3621,3.9327,,
"F10","W14241175082",1,35,,3.5227,0.0733,9951,,2.0299,10.0028,2.0255,,
"F10","W14241175082",2,81,0.7,0.2551,0.0132,1671,,2.0299,10.0028,2.0255,,
"F10","W14241175082",3,143,12.3,2.8784,0.2505,32415,,2.0299,10.0028,2.0255,,
"F10","W14241175082",4,319,44.1,4.3684,0.8949,5011,,2.0299,10.0028,2.0255,,
"F10","W14241175082",5,493,37.1,2.2501,0.7534,4119,,2.0299,10.0028,2.0255,,
"F10","W14241175082",6,712,5.8,0.2508,0.1180,3028,,2.0299,10.0028,2.0255,,
"F10","W14241175082",7,5000,,0.0322,0.0983,17454,,2.0299,10.0028,2.0255,,
"F11","W14241175083",1,35,,3.5227,0.0733,7010,,0.2825,2.6252,0.2825,,
"F11","W14241175083",2,145,68.2,2.1822,0.1925,14104,,0.2825,2.6252,0.2825,,
"F11","W14241175083",3,331,31.8,0.4430,0.0899,705,,0.2825,2.6252,0.2825,,
"F11","W14241175083",4,5000,,0.0602,0.1831,12681,,0.2825,2.6252,0.2825,,
"F12","W14241175084",1,35,,3.4228,0.0733,7759,,4.4376,15.6767,4.4245,,
"F12","W14241175084",2,148,1.5,0.7389,0.0665,7356,,4.4376,15.6767,4.4245,,
"F12","W14241175084",3,371,41.8,8.4225,1.8533,6593,,4.4376,15.6767,4.4245,,
"F12","W14241175084",4,526,54.4,6.3430,2.4128,6897,,4.4376,15.6767,4.4245,,
"F12","W14241175084",5,949,2.4,0.1723,0.1050,3926,,4.4376,15.6767,4.4245,,
"F12","W14241175084",6,5000,,0.0421,0.1278,15303,,4.4376,15.6767,4.4245,,
"G1","W14241175085",1,35,,3.4228,0.0733,8700,,3.3152,13.8929,3.3241,,
"G1","W14241175085",2,148,0.9,0.3267,0.0290,3159,,3.3152,13.8929,3.3241,,
"G1","W14241175085",3,316,65.2,10.7104,2.1615,9368,,3.3152,13.8929,3.3241,,
"G1","W14241175085",4,511,31.5,2.7214,1.0435,3999,,3.3152,13.8929,3.3241,,
"G1","W14241175085",5,884,2.4,0.1345,0.0812,2985,,3.3152,13.8929,3.3241,,
"G1","W14241175085",6,5000,,0.0329,0.0998,15387,,3.3152,13.8929,3.3241,,
"G2","W01241175086",1,35,,3.5227,0.0733,7720,,1.3152,7.7536,1.3152,,
"G2","W01241175086",2,279,100.0,7.7536,1.3152,39824,,1.3152,7.7536,1.3152,,
"G2","W01241175086",3,5000,,0.0545,0.1651,12438,,1.3152,7.7536,1.3152,,
"G3","W01241175103",1,35,,3.4228,0.0733,8706,,0.0000,0.0000,0.0141,,
"G3","W01241175103",2,5000,,0.0306,0.0929,14073,,0.0000,0.0000,0.0141,,
"G4","W14241175225",1,35,,3.5227,0.0733,9096,,3.0995,17.4599,3.2538,,
"G4","W14241175225",2,268,100.0,17.4599,3.0995,16885,,3.0995,17.4599,3.2538,,
"G4","W14241175225",3,5000,,0.0332,0.1008,16458,,3.0995,17.4599,3.2538,,
"G5","W14241175226",1,35,,3.6287,0.0733,8072,,1.2986,7.4685,1.2986,,
"G5","W14241175226",2,277,100.0,7.4685,1.2986,6291,,1.2986,7.4685,1.2986,,
"G5","W14241175226",3,5000,,0.0409,0.1242,11716,,1.2986,7.4685,1.2986,,
"G6","W14241175227",1,35,,3.5227,0.0733,6042,,2.4085,13.7082,2.4085,,
"G6","W14241175227",2,284,100.0,13.7082,2.4085,10464,,2.4085,13.7082,2.4085,,
"G6","W14241175227",3,5000,,0.0354,0.1079,11774,,2.4085,13.7082,2.4085,,
"G7","W14241175228",1,35,,3.1544,0.0733,8616,,2.9398,16.4482,3.0168,,
"G7","W14241175228",2,277,100.0,16.4482,2.9398,20157,,2.9398,16.4482,3.0168,,
"G7","W14241175228",3,5000,,0.0278,0.0844,15763,,2.9398,16.4482,3.0168,,
"G8","W14241175229",1,35,,3.4228,0.0733,8987,,1.5623,8.6240,1.5623,,
"G8","W14241175229",2,275,100.0,8.6240,1.5623,9322,,1.5623,8.6240,1.5623,,
"G8","W14241175229",3,5000,,0.0285,0.0866,14324,,1.5623,8.6240,1.5623,,
"G9","W14241175230",1,35,,3.5227,0.0733,7635,,3.9309,21.6160,3.9087,,
"G9","W14241175230",2,257,19.4,5.2283,0.7630,13539,,3.9309,21.6160,3.9087,,
"G9","W14241175230",3,301,80.6,16.3877,3.1679,16539,,3.9309,21.6160,3.9087,,
"G9","W14241175230",4,5000,,0.0371,0.1129,14014,,3.9309,21.6160,3.9087,,
"G10","W14241175231",1,35,,3.7411,0.0733,9917,,0.0000,0.0000,0.0000,,
"G10","W14241175231",2,5000,,0.0372,0.1131,15541,,0.0000,0.0000,0.0000,,
"G11","W14241175232",1,35,,3.6287,0.0733,5075,,4.8234,27.1710,4.8234,,
"G11","W14241175232",2,281,100.0,27.1710,4.8234,13158,,4.8234,27.1710,4.8234,,
"G11","W14241175232",3,5000,,0.0804,0.2436,15000,,4.8234,27.1710,4.8234,,
"G12","W14241175233",1,35,,3.4228,0.0733,9153,,3.5343,20.1331,3.6497,,
"G12","W14241175233",2,276,70.2,15.2170,2.4795,19600,,3.5343,20.1331,3.6497,,
"G12","W14241175233",3,315,29.8,4.9161,1.0549,17460,,3.5343,20.1331,3.6497,,
"G12","W14241175233",4,5000,,0.0309,0.0937,15184,,3.5343,20.1331,3.6497,,
"H1","W14241175234",1,35,,3.4228,0.0733,8899,,3.6991,20.6961,3.7880,,
"H1","W14241175234",2,261,100.0,20.6961,3.6991,20842,,3.6991,20.6961,3.7880,,
"H1","W14241175234",3,5000,,0.0313,0.0951,14895,,3.6991,20.6961,3.7880,,
"H2","W14241175244",1,35,,3.4228,0.0733,9332,,0.0000,0.0000,0.0801,,
"H2","W14241175244",2,5000,,0.0336,0.1019,16768,,0.0000,0.0000,0.0801,,
"H3:","",1,35,,3.4228,0.0733,9619,,0.0000,0.0000,0.0046,,
"H3:","",2,5000,,0.0307,0.0933,15985,,0.0000,0.0000,0.0046,,
"H4:","",1,35,,3.4228,0.0733,9750,,0.0000,0.0000,0.0113,,
"H4:","",2,5000,,0.0298,0.0910,15682,,0.0000,0.0000,0.0113,,
"H5:","",1,35,,3.3284,0.0733,3807,,0.0000,0.0000,0.0000,,
"H5:","",2,5000,,0.0875,0.2654,15486,,0.0000,0.0000,0.0000,,
"H6:","",1,35,,3.5227,0.0733,8646,,0.0000,0.0000,0.0088,,
"H6:","",2,5000,,0.0297,0.0905,4483,,0.0000,0.0000,0.0088,,
"H7:","",1,35,,3.5227,0.0733,7732,,0.0000,0.0000,0.0052,,
"H7:","",2,5000,,0.0313,0.0955,13130,,0.0000,0.0000,0.0052,,
"H8:","",1,35,,3.4228,0.0733,10626,,0.0000,0.0000,0.0030,,
"H8:","",2,5000,,0.0329,0.1002,17545,,0.0000,0.0000,0.0030,,
"H9:","",1,35,,3.4228,0.0733,8794,,0.0000,0.0000,0.0065,,
"H9:","",2,5000,,0.0308,0.0937,14421,,0.0000,0.0000,0.0065,,
"H10:","",1,35,,3.4228,0.0733,7786,,0.0000,0.0000,0.0127,,
"H10:","",2,5000,,0.0335,0.1018,13667,,0.0000,0.0000,0.0127,,
"H11:","",1,35,,3.5227,0.0733,8401,,2.7263,9.4588,2.7619,,
"H11:","",2,100,5.0,2.2502,0.1370,18380,,2.7263,9.4588,2.7619,,
