Well,Sample ID,Peak ID,Size (bp),Percent relative concentration,nmole/L,Concentration (ng/uL),RFU,Notes,TIC (ng/uL),TIM (nmole/L),Total concentration (ng/uL),,
"H11:","",3,199,6.1,1.3766,0.1674,22810,,2.7263,9.4588,2.7619,,
"H11:","",4,298,6.4,0.9674,0.1758,24212,,2.7263,9.4588,2.7619,,
"H11:","",5,398,6.7,0.7515,0.1818,23760,,2.7263,9.4588,2.7619,,
"H11:","",6,495,15.5,1.3984,0.4215,47782,,2.7263,9.4588,2.7619,,
"H11:","",7,595,6.0,0.4500,0.1627,18028,,2.7263,9.4588,2.7619,,
"H11:","",8,694,5.7,0.3673,0.1547,18497,,2.7263,9.4588,2.7619,,
"H11:","",9,794,6.0,0.3378,0.1623,19667,,2.7263,9.4588,2.7619,,
"H11:","",10,892,5.9,0.2976,0.1611,21921,,2.7263,9.4588,2.7619,,
"H11:","",11,988,14.1,0.6374,0.3838,48140,,2.7263,9.4588,2.7619,,
"H11:","",12,1195,6.6,0.2463,0.1792,24700,,2.7263,9.4588,2.7619,,
"H11:","",13,1490,6.2,0.1858,0.1699,20753,,2.7263,9.4588,2.7619,,
"H11:","",14,1958,5.7,0.1289,0.1551,21775,,2.7263,9.4588,2.7619,,
"H11:","",15,2908,4.2,0.0636,0.1139,16436,,2.7263,9.4588,2.7619,,
"H11:","",16,5000,,0.0310,0.0943,13855,,2.7263,9.4588,2.7619,,
"H12:","",1,35,,3.4228,0.0733,8274,,2.0655,7.1635,2.0796,,
"H12:","",2,100,5.1,1.7216,0.1048,14798,,2.0655,7.1635,2.0796,,
"H12:","",3,200,6.0,1.0121,0.1231,18140,,2.0655,7.1635,2.0796,,
"H12:","",4,300,6.3,0.7092,0.1293,18992,,2.0655,7.1635,2.0796,,
"H12:","",5,400,6.5,0.5532,0.1345,17948,,2.0655,7.1635,2.0796,,
"H12:","",6,500,16.7,1.1400,0.3457,40169,,2.0655,7.1635,2.0796,,
"H12:","",7,600,5.7,0.3209,0.1168,12146,,2.0655,7.1635,2.0796,,
"H12:","",8,700,5.4,0.2639,0.1119,11572,,2.0655,7.1635,2.0796,,
"H12:","",9,800,5.6,0.2393,0.1156,11741,,2.0655,7.1635,2.0796,,
"H12:","",10,900,5.6,0.2130,0.1158,12597,,2.0655,7.1635,2.0796,,
"H12:","",11,1000,16.3,0.5550,0.3359,37594,,2.0655,7.1635,2.0796,,
"H12:","",12,1200,6.1,0.1741,0.1266,13687,,2.0655,7.1635,2.0796,,
"H12:","",13,1500,5.8,0.1311,0.1198,11921,,2.0655,7.1635,2.0796,,
"H12:","",14,2000,5.1,0.0861,0.1051,12232,,2.0655,7.1635,2.0796,,
"H12:","",15,3000,3.9,0.0439,0.0805,9608,,2.0655,7.1635,2.0796,,
"H12:","",16,5000,,0.0275,0.0840,12059,,2.0655,7.1635,2.0796,,
