Well,Sample ID,Range,ng/uL,% Total,nmole/L,Avg. Size,%CV,Size Threshold (b.p.),DQN
B9,W01241174258,650 bp to 4000 bp,0.0113,1.7,0.0082,2282,37.78,300,0.2
B10,W01241174259,100 bp to 150 bp,0.0006,0.0,0.0066,140,5.89,300,0.2
B10,W01241174259,150 bp to 260 bp,0.6749,57.3,4.4400,250,5.79,300,0.2
B10,W01241174259,200 bp to 4000 bp,1.1663,99.1,6.9329,277,72.43,300,0.2
B10,W01241174259,650 bp to 4000 bp,0.0107,0.9,0.0080,2187,39.55,300,0.2
B11,W01241174260,100 bp to 150 bp,0.0153,1.0,0.2217,114,11.32,300,9.6
B11,W01241174260,150 bp to 260 bp,0.0057,0.4,0.0484,193,17.94,300,9.6
B11,W01241174260,200 bp to 4000 bp,1.5446,105.3,2.4159,1052,79.97,300,9.6
B11,W01241174260,650 bp to 4000 bp,0.7296,49.8,0.6761,1776,47.21,300,9.6
B12,W01241174261,100 bp to 150 bp,0.0128,1.3,0.1560,135,7.85,300,0.3
B12,W01241174261,150 bp to 260 bp,0.6737,65.7,4.6202,240,10.29,300,0.3
B12,W01241174261,200 bp to 4000 bp,0.9776,95.3,6.0574,265,67.53,300,0.3
B12,W01241174261,650 bp to 4000 bp,0.0061,0.6,0.0041,2417,27.62,300,0.3
C1,W01241174262,100 bp to 150 bp,0.0331,3.9,0.3899,139,7.48,300,0.3
C1,W01241174262,150 bp to 260 bp,0.4738,55.9,3.3648,232,14.31,300,0.3
C1,W01241174262,200 bp to 4000 bp,0.7419,87.6,4.1799,292,98.03,300,0.3
C1,W01241174262,650 bp to 4000 bp,0.0148,1.7,0.0119,2041,42.83,300,0.3
C2,W01241174263,100 bp to 150 bp,0.0021,0.1,0.0247,136,5.99,300,0.4
C2,W01241174263,150 bp to 260 bp,0.6459,42.3,4.5028,236,7.94,300,0.4
C2,W01241174263,200 bp to 4000 bp,1.5061,98.7,8.8378,280,81.00,300,0.4
C2,W01241174263,650 bp to 4000 bp,0.0188,1.2,0.0147,2100,40.43,300,0.4
C3,W01241174264,100 bp to 150 bp,0.1202,10.8,1.4244,139,7.91,300,0.3
C3,W01241174264,150 bp to 260 bp,0.9144,82.0,6.5639,229,14.22,300,0.3
C3,W01241174264,200 bp to 4000 bp,0.8385,75.2,4.9167,281,102.83,300,0.3
C3,W01241174264,650 bp to 4000 bp,0.0129,1.2,0.0091,2349,34.98,300,0.3
C4,W01241174265,100 bp to 150 bp,0.0387,5.2,0.4637,137,9.14,300,0.3
C4,W01241174265,150 bp to 260 bp,0.6236,83.3,4.4118,232,11.73,300,0.3
C4,W01241174265,200 bp to 4000 bp,0.6441,86.0,3.7421,283,103.90,300,0.3
C4,W01241174265,650 bp to 4000 bp,0.0118,1.6,0.0086,2259,35.90,300,0.3
C5,W01241174266,100 bp to 150 bp,0.0163,1.0,0.1944,138,7.14,300,0.5
C5,W01241174266,150 bp to 260 bp,0.9616,60.7,6.5581,241,10.50,300,0.5
C5,W01241174266,200 bp to 4000 bp,1.4991,94.7,8.7594,282,78.60,300,0.5
C5,W01241174266,650 bp to 4000 bp,0.0170,1.1,0.0130,2152,40.17,300,0.5
C6,W03241174022,100 bp to 150 bp,0.0028,0.0,0.0331,138,7.58,300,9.3
C6,W03241174022,150 bp to 260 bp,0.2432,3.9,1.7185,233,9.95,300,9.3
C6,W03241174022,200 bp to 4000 bp,6.2195,99.6,22.8513,448,27.87,300,9.3
C6,W03241174022,650 bp to 4000 bp,0.0391,0.6,0.0539,1193,78.28,300,9.3
C7,W03241174023,100 bp to 150 bp,0.0002,0.0,0.0025,148,1.07,300,9.3
C7,W03241174023,150 bp to 260 bp,0.1214,3.1,0.8495,235,8.87,300,9.3
C7,W03241174023,200 bp to 4000 bp,3.8400,99.4,13.7595,459,33.06,300,9.3
C7,W03241174023,650 bp to 4000 bp,0.0504,1.3,0.0724,1146,74.99,300,9.3
C8,W03241174024,100 bp to 150 bp,0.0003,0.0,0.0035,139,7.04,300,9.5
C8,W03241174024,150 bp to 260 bp,0.1030,1.8,0.7208,235,9.14,300,9.5
C8,W03241174024,200 bp to 4000 bp,5.7518,99.6,21.4511,441,23.35,300,9.5
C8,W03241174024,650 bp to 4000 bp,0.0355,0.6,0.0581,1007,75.21,300,9.5
C9,W03241174025,100 bp to 150 bp,0.0001,0.0,0.0011,141,8.87,300,9.6
C9,W03241174025,150 bp to 260 bp,0.1392,1.6,0.9644,237,8.34,300,9.6
C9,W03241174025,200 bp to 4000 bp,8.6802,99.6,31.0301,460,27.68,300,9.6
C9,W03241174025,650 bp to 4000 bp,0.1574,1.8,0.2589,1000,52.54,300,9.6
C10,W03241174026,100 bp to 150 bp,0.0000,0.0,NaN,NaN,NaN,300,9.5
C10,W03241174026,150 bp to 260 bp,0.0210,1.6,0.1430,242,6.03,300,9.5
C10,W03241174026,200 bp to 4000 bp,1.3325,100.0,4.7143,465,41.73,300,9.5
C10,W03241174026,650 bp to 4000 bp,0.0261,2.0,0.0297,1447,55.52,300,9.5
C11,W03241174027,100 bp to 150 bp,0.0000,0.0,NaN,NaN,NaN,300,9.5
C11,W03241174027,150 bp to 260 bp,0.0356,1.8,0.2440,240,7.00,300,9.5
C11,W03241174027,200 bp to 4000 bp,2.0218,99.9,7.1981,462,40.99,300,9.5
C11,W03241174027,650 bp to 4000 bp,0.0416,2.1,0.0536,1278,68.17,300,9.5
C12,W03241174028,100 bp to 150 bp,0.0000,0.0,NaN,NaN,NaN,300,9.5
C12,W03241174028,150 bp to 260 bp,0.2979,2.1,2.1043,233,8.79,300,9.5
C12,W03241174028,200 bp to 4000 bp,14.3824,99.5,53.7217,441,15.64,300,9.5
C12,W03241174028,650 bp to 4000 bp,0.0065,0.0,0.0162,658,0.85,300,9.5
D1,W03241174029,100 bp to 150 bp,0.0037,0.1,0.0460,132,10.51,300,9.2
D1,W03241174029,150 bp to 260 bp,0.1694,4.1,1.2250,227,10.85,300,9.2
D1,W03241174029,200 bp to 4000 bp,4.1014,99.3,15.8156,427,61.73,300,9.2
D1,W03241174029,650 bp to 4000 bp,0.0481,1.2,0.0314,2524,41.62,300,9.2
D2,W03241174030,100 bp to 150 bp,0.0022,14.7,0.0261,140,4.61,300,0.7
D2,W03241174030,150 bp to 260 bp,0.0113,74.1,0.0924,200,13.56,300,0.7
D2,W03241174030,200 bp to 4000 bp,1.2035,7923.7,1.0607,1868,56.46,300,0.7
D2,W03241174030,650 bp to 4000 bp,1.0726,7061.7,0.8631,2046,48.50,300,0.7
D3,W03241174031,100 bp to 150 bp,0.0068,0.2,0.0807,138,7.67,300,6.6
D3,W03241174031,150 bp to 260 bp,0.6658,20.6,4.7371,231,10.29,300,6.6
D3,W03241174031,200 bp to 4000 bp,3.1258,96.8,12.5261,411,39.03,300,6.6
D3,W03241174031,650 bp to 4000 bp,0.0396,1.2,0.0642,1016,72.35,300,6.6
D4,W03241174032,100 bp to 150 bp,0.0042,0.3,0.0499,138,8.08,300,6.1
D4,W03241174032,150 bp to 260 bp,0.3476,25.3,2.4709,231,10.08,300,6.1
D4,W03241174032,200 bp to 4000 bp,1.3287,96.9,5.4030,405,55.89,300,6.1
D4,W03241174032,650 bp to 4000 bp,0.0230,1.7,0.0255,1480,65.92,300,6.1
D5,W03241174033,100 bp to 150 bp,0.0008,0.0,0.0103,134,8.53,300,9.5
D5,W03241174033,150 bp to 260 bp,0.0946,2.0,0.6636,234,9.39,300,9.5
D5,W03241174033,200 bp to 4000 bp,4.7948,99.5,16.9650,465,26.75,300,9.5
D5,W03241174033,650 bp to 4000 bp,0.0547,1.1,0.0917,981,74.29,300,9.5
D6,W03241174034,100 bp to 150 bp,0.0000,0.0,NaN,NaN,NaN,300,9.6
D6,W03241174034,150 bp to 260 bp,0.0570,1.2,0.3887,241,6.54,300,9.6
D6,W03241174034,200 bp to 4000 bp,4.8261,99.5,17.3705,457,25.10,300,9.6
D6,W03241174034,650 bp to 4000 bp,0.0398,0.8,0.0648,1010,76.93,300,9.6
D7,W03241174035,100 bp to 150 bp,0.0000,0.0,NaN,NaN,NaN,300,9.6
D7,W03241174035,150 bp to 260 bp,0.0400,1.2,0.2729,241,6.46,300,9.6
D7,W03241174035,200 bp to 4000 bp,3.2648,100.0,11.5915,463,28.13,300,9.6
D7,W03241174035,650 bp to 4000 bp,0.0417,1.3,0.0662,1037,70.94,300,9.6
D8,W03241174036,100 bp to 150 bp,0.0000,0.0,0.0004,143,5.66,300,9.7
D8,W03241174036,150 bp to 260 bp,0.0445,1.2,0.3069,239,7.73,300,9.7
D8,W03241174036,200 bp to 4000 bp,3.6454,99.9,12.8278,468,29.90,300,9.7
D8,W03241174036,650 bp to 4000 bp,0.0607,1.7,0.0981,1019,70.66,300,9.7
D9,W03241174037,100 bp to 150 bp,0.0005,0.0,0.0057,142,3.37,300,9.6
D9,W03241174037,150 bp to 260 bp,0.0960,1.4,0.6681,236,8.63,300,9.6
D9,W03241174037,200 bp to 4000 bp,6.7067,99.6,23.8820,462,28.64,300,9.6
D9,W03241174037,650 bp to 4000 bp,0.0899,1.3,0.1444,1025,72.79,300,9.6
D10,W01241174038,100 bp to 150 bp,0.0000,0.0,NaN,NaN,NaN,300,9.0
D10,W01241174038,150 bp to 260 bp,0.0076,0.9,0.0499,252,3.07,300,9.0
D10,W01241174038,200 bp to 4000 bp,0.8205,97.1,3.1239,432,52.29,300,9.0
D10,W01241174038,650 bp to 4000 bp,0.0223,2.6,0.0284,1291,71.71,300,9.0
D11,W01241174039,100 bp to 150 bp,0.0000,0.0,NaN,NaN,NaN,300,8.8
D11,W01241174039,150 bp to 260 bp,0.0097,1.3,0.0637,251,3.44,300,8.8
D11,W01241174039,200 bp to 4000 bp,0.7410,97.9,2.9079,419,59.78,300,8.8
D11,W01241174039,650 bp to 4000 bp,0.0212,2.8,0.0240,1454,64.55,300,8.8
D12,W01241174040,100 bp to 150 bp,0.0000,0.0,NaN,NaN,NaN,300,9.0
D12,W01241174040,150 bp to 260 bp,0.0141,0.7,0.0913,254,2.22,300,9.0
D12,W01241174040,200 bp to 4000 bp,1.9469,98.7,8.0450,398,21.66,300,9.0
D12,W01241174040,650 bp to 4000 bp,0.0329,1.7,0.0749,723,6.94,300,9.0
E1,W01241174041,100 bp to 150 bp,0.0000,0.0,NaN,NaN,NaN,300,9.0
E1,W01241174041,150 bp to 260 bp,0.0096,1.2,0.0626,251,3.14,300,9.0
E1,W01241174041,200 bp to 4000 bp,0.7922,99.9,3.1285,417,57.94,300,9.0
E1,W01241174041,650 bp to 4000 bp,0.0255,3.2,0.0309,1354,62.23,300,9.0
E2,W01241174042,100 bp to 150 bp,0.0000,0.0,NaN,NaN,NaN,300,8.4
E2,W01241174042,150 bp to 260 bp,0.0074,1.6,0.0487,251,3.39,300,8.4
E2,W01241174042,200 bp to 4000 bp,0.4533,95.8,1.8291,408,47.54,300,8.4
E2,W01241174042,650 bp to 4000 bp,0.0147,3.1,0.0216,1117,59.74,300,8.4
E3,W01241174043,100 bp to 150 bp,0.0000,0.0,0.0000,130,0.20,300,8.7
E3,W01241174043,150 bp to 260 bp,0.0418,2.3,0.2771,248,4.53,300,8.7
E3,W01241174043,200 bp to 4000 bp,1.8322,100.0,7.2720,415,46.94,300,8.7
E3,W01241174043,650 bp to 4000 bp,0.0625,3.4,0.0970,1060,64.78,300,8.7
E4,W01241174044,100 bp to 150 bp,0.0000,0.0,NaN,NaN,NaN,300,6.1
E4,W01241174044,150 bp to 260 bp,0.0303,9.2,0.2000,249,3.85,300,6.1
E4,W01241174044,200 bp to 4000 bp,0.3269,99.8,1.3485,399,101.80,300,6.1
E4,W01241174044,650 bp to 4000 bp,0.0138,4.2,0.0108,2103,40.24,300,6.1
E5,W01241174045,100 bp to 150 bp,0.0001,0.0,0.0012,141,6.23,300,8.5
E5,W01241174045,150 bp to 260 bp,0.0212,2.7,0.1451,241,9.45,300,8.5
E5,W01241174045,200 bp to 4000 bp,0.7855,99.7,3.2368,399,63.30,300,8.5
E5,W01241174045,650 bp to 4000 bp,0.0193,2.5,0.0195,1635,55.75,300,8.5
E6,W01241174046,100 bp to 150 bp,0.0540,4.0,0.6454,137,8.80,300,1.5
E6,W01241174046,150 bp to 260 bp,0.9716,72.6,8.1101,197,13.44,300,1.5
E6,W01241174046,200 bp to 4000 bp,0.7207,53.8,3.5921,330,101.82,300,1.5
E6,W01241174046,650 bp to 4000 bp,0.0295,2.2,0.0302,1612,57.38,300,1.5
E7,W01241174047,100 bp to 150 bp,0.0080,5.6,0.0940,140,6.94,300,2.6
E7,W01241174047,150 bp to 260 bp,0.0885,62.2,0.7611,191,13.97,300,2.6
E7,W01241174047,200 bp to 4000 bp,0.0735,51.6,0.1669,725,123.45,300,2.6
E7,W01241174047,650 bp to 4000 bp,0.0172,12.1,0.0132,2146,39.96,300,2.6
E8,W01241174048,100 bp to 150 bp,0.0716,3.1,0.8609,137,9.04,300,2.7
E8,W01241174048,150 bp to 260 bp,1.3956,59.8,11.4355,201,13.88,300,2.7
E8,W01241174048,200 bp to 4000 bp,1.5264,65.4,6.6713,376,91.89,300,2.7
E8,W01241174048,650 bp to 4000 bp,0.1154,4.9,0.1515,1254,62.14,300,2.7
E9,W01241174049,100 bp to 150 bp,0.0009,1.3,0.0130,119,16.77,300,5.8
E9,W01241174049,150 bp to 260 bp,0.0232,31.1,0.1779,215,11.71,300,5.8
E9,W01241174049,200 bp to 4000 bp,0.0657,88.1,0.1382,782,110.46,300,5.8
E9,W01241174049,650 bp to 4000 bp,0.0187,25.1,0.0164,1879,50.10,300,5.8
E10,W01241174050,100 bp to 150 bp,0.0367,6.8,0.4386,138,9.29,300,1.1
E10,W01241174050,150 bp to 260 bp,0.4075,75.1,3.5326,190,13.05,300,1.1
E10,W01241174050,200 bp to 4000 bp,0.2092,38.6,1.0973,314,101.25,300,1.1
E10,W01241174050,650 bp to 4000 bp,0.0044,0.8,0.0036,1993,60.33,300,1.1
E11,W01241174051,100 bp to 150 bp,0.0004,0.2,0.0041,144,6.14,300,2.8
E11,W01241174051,150 bp to 260 bp,0.0064,3.1,0.0476,222,14.44,300,2.8
E11,W01241174051,200 bp to 4000 bp,0.0481,23.0,0.0481,1647,65.19,300,2.8
E11,W01241174051,650 bp to 4000 bp,0.0353,16.9,0.0275,2115,40.12,300,2.8
E12,W01241174135,100 bp to 150 bp,0.0118,2.2,0.1553,125,11.74,300,8.1
E12,W01241174135,150 bp to 260 bp,0.0450,8.3,0.3603,206,13.63,300,8.1
E12,W01241174135,200 bp to 4000 bp,0.4701,86.7,1.1885,651,54.63,300,8.1
E12,W01241174135,650 bp to 4000 bp,0.1683,31.0,0.3365,823,62.60,300,8.1
F1,W01241174267,100 bp to 150 bp,0.0040,0.3,0.0497,132,9.90,300,9.3
F1,W01241174267,150 bp to 260 bp,0.0556,4.4,0.4144,221,13.09,300,9.3
F1,W01241174267,200 bp to 4000 bp,1.2348,98.5,3.8200,532,65.33,300,9.3
F1,W01241174267,650 bp to 4000 bp,0.1322,10.5,0.1895,1149,68.71,300,9.3
F2,W01241174370,100 bp to 150 bp,0.0000,0.0,NaN,NaN,NaN,300,7.2
F2,W01241174370,150 bp to 260 bp,0.0107,13.0,0.0778,226,13.74,300,7.2
F2,W01241174370,200 bp to 4000 bp,0.0784,95.7,0.1825,707,116.66,300,7.2
F2,W01241174370,650 bp to 4000 bp,0.0159,19.4,0.0124,2118,42.06,300,7.2
F3,W01241174371,100 bp to 150 bp,0.0000,0.0,0.0000,150,0.00,300,8.4
F3,W01241174371,150 bp to 260 bp,0.0084,7.8,0.0583,237,11.79,300,8.4
F3,W01241174371,200 bp to 4000 bp,0.1057,98.3,0.1616,1077,102.38,300,8.4
F3,W01241174371,650 bp to 4000 bp,0.0438,40.7,0.0351,2050,55.12,300,8.4
F4,W01241174372,100 bp to 150 bp,0.0000,0.0,0.0004,137,10.44,300,6.0
F4,W01241174372,150 bp to 260 bp,0.0228,16.2,0.1771,212,17.40,300,6.0
F4,W01241174372,200 bp to 4000 bp,0.1303,92.7,0.3325,645,123.25,300,6.0
F4,W01241174372,650 bp to 4000 bp,0.0239,17.0,0.0187,2100,43.16,300,6.0
F5,W01241174373,100 bp to 150 bp,0.0003,0.2,0.0043,135,5.95,300,6.1
F5,W01241174373,150 bp to 260 bp,0.0334,17.2,0.2476,222,15.83,300,6.1
F5,W01241174373,200 bp to 4000 bp,0.1838,94.4,0.5697,531,122.97,300,6.1
F5,W01241174373,650 bp to 4000 bp,0.0203,10.4,0.0154,2170,39.68,300,6.1
F6,W01241173138,100 bp to 150 bp,0.0746,2.7,0.9171,134,12.62,300,0.4
F6,W01241173138,150 bp to 260 bp,2.2196,81.6,15.5189,235,13.34,300,0.4
F6,W01241173138,200 bp to 4000 bp,2.2514,82.7,13.7841,269,51.00,300,0.4
F6,W01241173138,650 bp to 4000 bp,0.0208,0.8,0.0261,1313,64.83,300,0.4
F7,W01241173353,100 bp to 150 bp,0.0000,0.0,NaN,NaN,NaN,300,9.7
F7,W01241173353,150 bp to 260 bp,0.0531,2.0,0.3964,220,11.69,300,9.7
F7,W01241173353,200 bp to 4000 bp,2.6029,99.2,7.5688,566,69.96,300,9.7
F7,W01241173353,650 bp to 4000 bp,0.3046,11.6,0.3899,1286,65.13,300,9.7
F8,W01241173354,100 bp to 150 bp,0.0000,0.0,0.0003,150,0.38,300,9.5
F8,W01241173354,150 bp to 260 bp,0.0568,3.7,0.4408,212,12.37,300,9.5
F8,W01241173354,200 bp to 4000 bp,1.5004,98.5,4.2918,575,73.82,300,9.5
F8,W01241173354,650 bp to 4000 bp,0.1908,12.5,0.2363,1329,63.28,300,9.5
F9,W01241173330,100 bp to 150 bp,0.1691,2.6,2.2083,126,11.74,300,7.8
F9,W01241173330,150 bp to 260 bp,0.7448,11.6,5.7325,214,14.16,300,7.8
F9,W01241173330,200 bp to 4000 bp,5.8529,91.0,19.3302,498,84.82,300,7.8
F9,W01241173330,650 bp to 4000 bp,0.6548,10.2,0.8768,1229,76.90,300,7.8
F10,W01241173332,100 bp to 150 bp,0.0368,0.5,0.4843,125,10.42,300,8.9
F10,W01241173332,150 bp to 260 bp,0.3884,5.7,2.9206,219,11.99,300,8.9
F10,W01241173332,200 bp to 4000 bp,6.5629,96.6,17.8849,604,79.72,300,8.9
F10,W01241173332,650 bp to 4000 bp,1.5282,22.5,2.1008,1197,58.85,300,8.9
F11,W01241173334,100 bp to 150 bp,0.0218,0.5,0.2859,125,11.94,300,8.7
F11,W01241173334,150 bp to 260 bp,0.3795,8.0,2.9483,212,12.87,300,8.7
F11,W01241173334,200 bp to 4000 bp,4.5618,96.1,12.2469,613,75.68,300,8.7
F11,W01241173334,650 bp to 4000 bp,1.2291,25.9,1.7448,1159,51.12,300,8.7
F12,W01241173336,100 bp to 150 bp,0.5253,4.3,6.7670,128,10.10,300,5.5
F12,W01241173336,150 bp to 260 bp,3.4776,28.7,26.5276,216,11.88,300,5.5
F12,W01241173336,200 bp to 4000 bp,10.4906,86.7,47.8267,361,66.35,300,5.5
F12,W01241173336,650 bp to 4000 bp,0.0848,0.7,0.0512,2729,22.23,300,5.5
G1,W01241173338,100 bp to 150 bp,0.0106,0.2,0.1422,122,10.93,300,9.0
G1,W01241173338,150 bp to 260 bp,0.3592,6.0,2.6861,220,11.00,300,9.0
G1,W01241173338,200 bp to 4000 bp,5.8834,98.1,15.2932,633,76.59,300,9.0
G1,W01241173338,650 bp to 4000 bp,1.6256,27.1,2.2642,1182,53.80,300,9.0
G2,W01241173342,100 bp to 150 bp,0.0839,1.3,1.1225,123,8.87,300,8.7
G2,W01241173342,150 bp to 260 bp,0.4559,6.8,3.4564,217,11.71,300,8.7
G2,W01241173342,200 bp to 4000 bp,6.3707,95.4,17.1089,613,73.09,300,8.7
G2,W01241173342,650 bp to 4000 bp,1.7368,26.0,2.5300,1130,51.22,300,8.7
