Well,Sample ID,Range,ng/uL,% Total,nmole/L,Avg. Size,%CV,Size Threshold (b.p.),DQN
G3,W01241173346,100 bp to 150 bp,0.0209,0.5,0.2638,130,10.75,300,8.2
G3,W01241173346,150 bp to 260 bp,0.3626,7.8,2.6426,226,11.89,300,8.2
G3,W01241173346,200 bp to 4000 bp,4.5353,97.9,15.6064,478,71.56,300,8.2
G3,W01241173346,650 bp to 4000 bp,0.5881,12.7,0.8795,1101,56.75,300,8.2
G4,W01241173347,100 bp to 150 bp,0.0112,0.3,0.1402,131,10.81,300,8.4
G4,W01241173347,150 bp to 260 bp,0.2702,7.2,1.9709,225,11.83,300,8.4
G4,W01241173347,200 bp to 4000 bp,3.7008,98.1,12.5495,485,72.15,300,8.4
G4,W01241173347,650 bp to 4000 bp,0.4845,12.8,0.7151,1115,57.52,300,8.4
G5:,,100 bp to 150 bp,0.0003,0.1,0.0047,110,7.29,300,9.1
G5:,,150 bp to 260 bp,0.0130,4.2,0.0937,228,8.62,300,9.1
G5:,,200 bp to 4000 bp,0.3044,98.0,0.7472,670,89.82,300,9.1
G5:,,650 bp to 4000 bp,0.0787,25.3,0.0938,1381,60.06,300,9.1
G6:,,100 bp to 150 bp,0.0002,0.1,0.0025,113,9.40,300,9.3
G6:,,150 bp to 260 bp,0.0036,3.1,0.0258,229,8.75,300,9.3
G6:,,200 bp to 4000 bp,0.1136,97.9,0.2386,784,94.46,300,9.3
G6:,,650 bp to 4000 bp,0.0357,30.8,0.0373,1577,56.85,300,9.3
G7:,,100 bp to 150 bp,0.0000,0.1,0.0005,103,0.44,300,9.6
G7:,,150 bp to 260 bp,0.0004,1.1,0.0025,244,7.94,300,9.6
G7:,,200 bp to 4000 bp,0.0319,98.8,0.0483,1088,86.45,300,9.6
G7:,,650 bp to 4000 bp,0.0143,44.4,0.0124,1910,44.74,300,9.6
G8:,,100 bp to 150 bp,0.0002,0.5,0.0033,122,10.48,300,9.2
G8:,,150 bp to 260 bp,0.0011,2.3,0.0084,215,12.36,300,9.2
G8:,,200 bp to 4000 bp,0.0466,96.4,0.0835,920,92.78,300,9.2
G8:,,650 bp to 4000 bp,0.0173,35.8,0.0164,1737,53.59,300,9.2
G9:,,100 bp to 150 bp,0.0000,0.0,NaN,NaN,NaN,300,10.0
G9:,,150 bp to 260 bp,0.0000,0.0,NaN,NaN,NaN,300,10.0
G9:,,200 bp to 4000 bp,0.0078,89.9,0.0064,1996,77.14,300,10.0
G9:,,650 bp to 4000 bp,0.0045,52.4,0.0024,3073,37.72,300,10.0
G10:,,100 bp to 150 bp,0.0000,0.1,0.0002,126,0.33,300,9.2
G10:,,150 bp to 260 bp,0.0004,2.1,0.0029,243,9.81,300,9.2
G10:,,200 bp to 4000 bp,0.0201,98.2,0.0203,1629,68.14,300,9.2
G10:,,650 bp to 4000 bp,0.0135,65.8,0.0098,2254,35.69,300,9.2
G11:,,100 bp to 150 bp,0.0000,0.0,NaN,NaN,NaN,300,10.0
G11:,,150 bp to 260 bp,0.0000,0.0,NaN,NaN,NaN,300,10.0
G11:,,200 bp to 4000 bp,0.0129,95.2,0.0093,2273,35.76,300,10.0
G11:,,650 bp to 4000 bp,0.0129,95.1,0.0093,2274,35.70,300,10.0
G12:,,100 bp to 150 bp,0.0008,3.5,0.0099,128,11.97,300,8.4
G12:,,150 bp to 260 bp,0.0022,9.9,0.0174,208,15.21,300,8.4
G12:,,200 bp to 4000 bp,0.0195,87.4,0.0185,1733,61.65,300,8.4
G12:,,650 bp to 4000 bp,0.0155,69.4,0.0121,2094,42.87,300,8.4
H1:,,100 bp to 150 bp,0.0000,0.0,NaN,NaN,NaN,300,8.8
H1:,,150 bp to 260 bp,0.0000,0.0,NaN,NaN,NaN,300,8.8
H1:,,200 bp to 4000 bp,0.0065,82.4,0.0044,2461,32.09,300,8.8
H1:,,650 bp to 4000 bp,0.0065,82.4,0.0044,2461,32.09,300,8.8
H2:,,100 bp to 150 bp,0.0000,0.0,NaN,NaN,NaN,300,10.0
H2:,,150 bp to 260 bp,0.0000,0.0,0.0000,232,0.15,300,10.0
H2:,,200 bp to 4000 bp,0.0203,94.5,0.0159,2098,41.72,300,10.0
H2:,,650 bp to 4000 bp,0.0195,90.9,0.0149,2163,38.33,300,10.0
H3:,,100 bp to 150 bp,0.0000,0.0,0.0002,115,8.08,300,9.8
H3:,,150 bp to 260 bp,0.0001,0.2,0.0005,226,12.78,300,9.8
H3:,,200 bp to 4000 bp,0.0284,96.1,0.0255,1831,52.51,300,9.8
H3:,,650 bp to 4000 bp,0.0249,84.3,0.0204,2018,43.35,300,9.8
H4:,,100 bp to 150 bp,0.0000,0.0,NaN,NaN,NaN,300,10.0
H4:,,150 bp to 260 bp,0.0000,0.0,NaN,NaN,NaN,300,10.0
H4:,,200 bp to 4000 bp,0.1120,100.0,0.2488,741,66.57,300,10.0
H4:,,650 bp to 4000 bp,0.0522,46.6,0.0825,1041,55.85,300,10.0
H5:,,100 bp to 150 bp,0.0004,0.6,0.0047,127,13.51,300,9.6
H5:,,150 bp to 260 bp,0.0010,1.6,0.0077,218,14.59,300,9.6
H5:,,200 bp to 4000 bp,0.0619,94.8,0.0661,1542,66.04,300,9.6
H5:,,650 bp to 4000 bp,0.0471,72.1,0.0413,1876,50.36,300,9.6
H6:,,100 bp to 150 bp,0.0000,0.0,NaN,NaN,NaN,300,9.9
H6:,,150 bp to 260 bp,0.0001,0.5,0.0006,243,7.53,300,9.9
H6:,,200 bp to 4000 bp,0.0186,97.4,0.0146,2092,43.99,300,9.9
H6:,,650 bp to 4000 bp,0.0176,91.9,0.0132,2194,38.62,300,9.9
H7:,,100 bp to 150 bp,0.0001,0.2,0.0007,131,0.77,300,9.4
H7:,,150 bp to 260 bp,0.0004,1.4,0.0031,231,8.84,300,9.4
H7:,,200 bp to 4000 bp,0.0290,93.6,0.0258,1846,51.81,300,9.4
H7:,,650 bp to 4000 bp,0.0253,81.9,0.0204,2043,41.72,300,9.4
H8:,,100 bp to 150 bp,0.0160,19.6,0.2121,124,11.61,300,4.7
H8:,,150 bp to 260 bp,0.0126,15.5,0.1055,196,16.65,300,4.7
H8:,,200 bp to 4000 bp,0.0448,55.1,0.0549,1342,80.32,300,4.7
H8:,,650 bp to 4000 bp,0.0269,33.1,0.0221,2003,45.26,300,4.7
H9:,,100 bp to 150 bp,0.0000,0.0,NaN,NaN,NaN,300,10.0
H9:,,150 bp to 260 bp,0.0001,0.5,0.0006,207,0.32,300,10.0
H9:,,200 bp to 4000 bp,0.0149,96.9,0.0127,1927,48.75,300,10.0
H9:,,650 bp to 4000 bp,0.0138,90.1,0.0112,2037,43.07,300,10.0
H10:,,100 bp to 150 bp,0.0006,1.5,0.0079,120,11.41,300,9.3
H10:,,150 bp to 260 bp,0.0013,3.4,0.0099,223,11.14,300,9.3
H10:,,200 bp to 4000 bp,0.0372,94.9,0.0343,1787,56.58,300,9.3
H10:,,650 bp to 4000 bp,0.0313,79.9,0.0250,2059,42.30,300,9.3
H11:,,100 bp to 150 bp,0.0850,4.7,1.3398,104,7.16,300,8.6
H11:,,150 bp to 260 bp,0.1097,6.1,0.8954,201,5.24,300,8.6
H11:,,200 bp to 4000 bp,1.6803,93.4,2.9716,931,71.69,300,8.6
H11:,,650 bp to 4000 bp,0.9666,53.7,1.2134,1311,50.40,300,8.6
H12:,,100 bp to 150 bp,0.1578,7.6,2.5662,101,1.44,,
H12:,,150 bp to 260 bp,0.2057,9.9,1.6923,200,0.75,,
H12:,,200 bp to 4000 bp,1.7081,82.3,3.3307,844,73.33,,
H12:,,650 bp to 4000 bp,0.8592,41.4,1.1177,1265,49.28,,
