Well,Sample ID,Peak ID,Size (bp),Percent relative concentration,nmole/L,Concentration (ng/uL),RFU,Notes,TIC (ng/uL),TIM (nmole/L),Total concentration (ng/uL),,
"H11:","",16,5000,,0.0066,0.0200,614,,1.7669,5.9244,1.7992,,
"H12:","",1,35,,3.3112,0.0689,1803,,2.0765,10.3315,2.0750,,
"H12:","",2,100,13.2,4.4911,0.2735,9955,,2.0765,10.3315,2.0750,,
"H12:","",3,200,9.9,1.6910,0.2057,7911,,2.0765,10.3315,2.0750,,
"H12:","",4,300,7.8,0.8854,0.1615,6450,,2.0765,10.3315,2.0750,,
"H12:","",5,400,6.6,0.5678,0.1380,5305,,2.0765,10.3315,2.0750,,
"H12:","",6,500,16.3,1.1108,0.3375,8979,,2.0765,10.3315,2.0750,,
"H12:","",7,600,4.8,0.2730,0.0992,1933,,2.0765,10.3315,2.0750,,
"H12:","",8,700,4.4,0.2134,0.0913,1601,,2.0765,10.3315,2.0750,,
"H12:","",9,800,4.4,0.1857,0.0908,1615,,2.0765,10.3315,2.0750,,
"H12:","",10,900,4.4,0.1642,0.0904,1663,,2.0765,10.3315,2.0750,,
"H12:","",11,1000,12.6,0.4272,0.2621,4875,,2.0765,10.3315,2.0750,,
"H12:","",12,1200,4.5,0.1261,0.0934,1775,,2.0765,10.3315,2.0750,,
"H12:","",13,1500,4.4,0.0990,0.0920,1600,,2.0765,10.3315,2.0750,,
"H12:","",14,2000,3.9,0.0646,0.0809,1530,,2.0765,10.3315,2.0750,,
"H12:","",15,3000,2.9,0.0322,0.0601,1144,,2.0765,10.3315,2.0750,,
"H12:","",16,5000,,0.0086,0.0262,863,,2.0765,10.3315,2.0750,,
