Well,Sample ID,Range,ng/uL,% Total,nmole/L,Avg. Size,%CV,Size Threshold (b.p.),DQN
H2:,,650 bp to 4000 bp,0.0024,61.5,0.0021,1860,48.50,300,9.2
H3:,,100 bp to 150 bp,0.0000,0.0,NaN,NaN,NaN,300,10.0
H3:,,150 bp to 260 bp,0.0000,0.0,NaN,NaN,NaN,300,10.0
H3:,,200 bp to 4000 bp,0.0017,93.5,0.0013,2240,39.17,300,10.0
H3:,,650 bp to 4000 bp,0.0017,93.4,0.0013,2241,39.11,300,10.0
H4:,,100 bp to 150 bp,0.0000,3.0,0.0004,120,7.47,300,8.1
H4:,,150 bp to 260 bp,0.0001,9.9,0.0008,218,18.19,300,8.1
H4:,,200 bp to 4000 bp,0.0010,87.1,0.0008,1906,63.41,300,8.1
H4:,,650 bp to 4000 bp,0.0007,61.0,0.0004,2559,30.77,300,8.1
H5:,,100 bp to 150 bp,0.0000,0.2,0.0001,124,6.62,300,7.8
H5:,,150 bp to 260 bp,0.0003,12.1,0.0025,221,10.95,300,7.8
H5:,,200 bp to 4000 bp,0.0026,94.4,0.0033,1310,86.85,300,7.8
H5:,,650 bp to 4000 bp,0.0014,48.8,0.0010,2193,42.03,300,7.8
H6:,,100 bp to 150 bp,0.0000,0.0,NaN,NaN,NaN,300,9.9
H6:,,150 bp to 260 bp,0.0000,0.4,0.0001,168,12.37,300,9.9
H6:,,200 bp to 4000 bp,0.0014,95.2,0.0011,2085,47.17,300,9.9
H6:,,650 bp to 4000 bp,0.0013,87.6,0.0009,2230,39.70,300,9.9
H7:,,100 bp to 150 bp,0.0000,0.7,0.0004,121,6.64,300,8.8
H7:,,150 bp to 260 bp,0.0002,3.3,0.0012,217,12.74,300,8.8
H7:,,200 bp to 4000 bp,0.0045,94.2,0.0114,648,100.49,300,8.8
H7:,,650 bp to 4000 bp,0.0004,7.6,0.0002,2619,32.15,300,8.8
H8:,,100 bp to 150 bp,0.0000,NaN,NaN,NaN,NaN,300,NaN
H8:,,150 bp to 260 bp,0.0000,NaN,NaN,NaN,NaN,300,NaN
H8:,,200 bp to 4000 bp,0.0000,NaN,NaN,NaN,NaN,300,NaN
H8:,,650 bp to 4000 bp,0.0000,NaN,NaN,NaN,NaN,300,NaN
H9:,,100 bp to 150 bp,0.0003,12.1,0.0041,119,11.96,300,5.1
H9:,,150 bp to 260 bp,0.0002,6.3,0.0014,188,10.83,300,5.1
H9:,,200 bp to 4000 bp,0.0013,53.6,0.0019,1163,75.46,300,5.1
H9:,,650 bp to 4000 bp,0.0009,35.6,0.0010,1510,57.54,300,5.1
H10:,,100 bp to 150 bp,0.0007,21.6,0.0097,126,11.73,300,2.4
H10:,,150 bp to 260 bp,0.0011,31.8,0.0093,196,16.28,300,2.4
H10:,,200 bp to 4000 bp,0.0014,40.7,0.0018,1317,95.32,300,2.4
H10:,,650 bp to 4000 bp,0.0007,20.5,0.0005,2349,41.63,300,2.4
H11:,,100 bp to 150 bp,0.0000,0.0,NaN,NaN,NaN,300,9.4
H11:,,150 bp to 260 bp,0.0001,4.2,0.0008,209,21.43,300,9.4
H11:,,200 bp to 4000 bp,0.0024,92.7,0.0030,1326,76.95,300,9.4
H11:,,650 bp to 4000 bp,0.0017,66.1,0.0017,1680,60.21,300,9.4
H12:,,100 bp to 150 bp,0.0855,4.1,1.3336,105,10.10,300,8.4
H12:,,150 bp to 260 bp,0.1402,6.7,1.1448,201,6.97,300,8.4
H12:,,200 bp to 4000 bp,1.8983,91.1,3.0573,1022,70.00,300,8.4
H12:,,650 bp to 4000 bp,1.2060,57.9,1.4518,1367,50.07,300,8.4
