Well,Sample ID,Range,ng/uL,% Total,nmole/L,Avg. Size,%CV,Size Threshold (b.p.),DQN
A10,W01241178032,200 bp to 4000 bp,0.0005,78.2,0.0003,3302,17.87,300,10.0
A10,W01241178032,650 bp to 4000 bp,0.0005,78.2,0.0003,3302,17.87,300,10.0
A11,W01241178033,100 bp to 150 bp,0.0000,0.0,NaN,NaN,NaN,300,10.0
A11,W01241178033,150 bp to 260 bp,0.0000,0.3,0.0000,168,0.22,300,10.0
A11,W01241178033,200 bp to 4000 bp,0.0005,81.1,0.0002,3175,21.24,300,10.0
A11,W01241178033,650 bp to 4000 bp,0.0005,81.1,0.0002,3175,21.24,300,10.0
A12,W01241178034,100 bp to 150 bp,0.0000,0.0,NaN,NaN,NaN,300,9.3
A12,W01241178034,150 bp to 260 bp,0.0000,1.0,0.0001,255,0.24,300,9.3
A12,W01241178034,200 bp to 4000 bp,0.0007,74.2,0.0004,3021,33.42,300,9.3
A12,W01241178034,650 bp to 4000 bp,0.0007,67.1,0.0003,3312,14.90,300,9.3
B1,W01241178035,100 bp to 150 bp,0.0000,0.0,NaN,NaN,NaN,300,10.0
B1,W01241178035,150 bp to 260 bp,0.0000,0.0,NaN,NaN,NaN,300,10.0
B1,W01241178035,200 bp to 4000 bp,0.0003,79.4,0.0002,3167,19.78,300,10.0
B1,W01241178035,650 bp to 4000 bp,0.0003,79.4,0.0002,3169,19.62,300,10.0
B2,W01241178036,100 bp to 150 bp,0.0000,0.0,NaN,NaN,NaN,300,10.0
B2,W01241178036,150 bp to 260 bp,0.0000,0.0,NaN,NaN,NaN,300,10.0
B2,W01241178036,200 bp to 4000 bp,0.0006,82.7,0.0003,2814,28.55,300,10.0
B2,W01241178036,650 bp to 4000 bp,0.0006,82.7,0.0003,2814,28.55,300,10.0
B3,W01241178037,100 bp to 150 bp,0.0000,0.0,NaN,NaN,NaN,300,9.8
B3,W01241178037,150 bp to 260 bp,0.0000,0.0,NaN,NaN,NaN,300,9.8
B3,W01241178037,200 bp to 4000 bp,0.0003,82.8,0.0001,3561,11.79,300,9.8
B3,W01241178037,650 bp to 4000 bp,0.0003,82.8,0.0001,3561,11.79,300,9.8
B4,W01241178038,100 bp to 150 bp,0.0000,0.0,NaN,NaN,NaN,300,10.0
B4,W01241178038,150 bp to 260 bp,0.0000,0.0,NaN,NaN,NaN,300,10.0
B4,W01241178038,200 bp to 4000 bp,0.0007,73.6,0.0004,2836,26.30,300,10.0
B4,W01241178038,650 bp to 4000 bp,0.0007,73.6,0.0004,2837,26.21,300,10.0
B5,W01241178039,100 bp to 150 bp,0.0000,0.0,NaN,NaN,NaN,300,9.1
B5,W01241178039,150 bp to 260 bp,0.0000,0.0,NaN,NaN,NaN,300,9.1
B5,W01241178039,200 bp to 4000 bp,0.0006,70.5,0.0003,3302,18.92,300,9.1
B5,W01241178039,650 bp to 4000 bp,0.0006,70.5,0.0003,3302,18.92,300,9.1
B6,W01241178040,100 bp to 150 bp,0.0000,0.0,NaN,NaN,NaN,300,10.0
B6,W01241178040,150 bp to 260 bp,0.0000,0.0,NaN,NaN,NaN,300,10.0
B6,W01241178040,200 bp to 4000 bp,0.0005,81.3,0.0003,3341,17.98,300,10.0
B6,W01241178040,650 bp to 4000 bp,0.0005,81.3,0.0003,3341,17.98,300,10.0
B7,W01241178041,100 bp to 150 bp,0.0000,0.0,NaN,NaN,NaN,300,9.9
B7,W01241178041,150 bp to 260 bp,0.0000,0.0,NaN,NaN,NaN,300,9.9
B7,W01241178041,200 bp to 4000 bp,0.0004,64.3,0.0002,3315,16.17,300,9.9
B7,W01241178041,650 bp to 4000 bp,0.0004,63.7,0.0002,3350,12.79,300,9.9
B8,W01241178143,100 bp to 150 bp,0.0000,0.0,NaN,NaN,NaN,300,9.7
B8,W01241178143,150 bp to 260 bp,0.0029,0.9,0.0200,242,5.64,300,9.7
B8,W01241178143,200 bp to 4000 bp,0.3328,99.6,0.9447,580,43.43,300,9.7
B8,W01241178143,650 bp to 4000 bp,0.0758,22.7,0.1397,893,38.59,300,9.7
B9,W08241177816,100 bp to 150 bp,0.0000,0.0,NaN,NaN,NaN,300,10.0
B9,W08241177816,150 bp to 260 bp,0.0000,0.0,NaN,NaN,NaN,300,10.0
B9,W08241177816,200 bp to 4000 bp,0.0005,73.5,0.0003,3325,15.54,300,10.0
B9,W08241177816,650 bp to 4000 bp,0.0005,73.5,0.0003,3325,15.54,300,10.0
B10,W08241177817,100 bp to 150 bp,0.0000,0.0,NaN,NaN,NaN,300,8.6
B10,W08241177817,150 bp to 260 bp,0.0000,0.0,NaN,NaN,NaN,300,8.6
B10,W08241177817,200 bp to 4000 bp,0.0037,94.6,0.0106,578,119.77,300,8.6
B10,W08241177817,650 bp to 4000 bp,0.0003,8.3,0.0002,2646,26.90,300,8.6
B11,W08241177818,100 bp to 150 bp,0.0000,0.0,NaN,NaN,NaN,300,10.0
B11,W08241177818,150 bp to 260 bp,0.0000,0.0,NaN,NaN,NaN,300,10.0
B11,W08241177818,200 bp to 4000 bp,0.0007,85.4,0.0004,2945,25.55,300,10.0
B11,W08241177818,650 bp to 4000 bp,0.0007,85.4,0.0004,2945,25.55,300,10.0
B12,W01241178280,100 bp to 150 bp,0.0000,0.0,0.0004,123,10.87,300,9.8
B12,W01241178280,150 bp to 260 bp,0.0016,0.9,0.0119,228,11.50,300,9.8
B12,W01241178280,200 bp to 4000 bp,0.1764,99.3,0.3984,729,55.34,300,9.8
B12,W01241178280,650 bp to 4000 bp,0.0852,48.0,0.1448,969,47.70,300,9.8
C1,W01241178281,100 bp to 150 bp,0.0000,0.4,0.0005,123,10.61,300,8.5
C1,W01241178281,150 bp to 260 bp,0.0000,0.2,0.0002,249,2.38,300,8.5
C1,W01241178281,200 bp to 4000 bp,0.0106,97.8,0.0324,539,119.65,300,8.5
C1,W01241178281,650 bp to 4000 bp,0.0005,4.6,0.0003,3310,19.35,300,8.5
C2,W01241178282,100 bp to 150 bp,0.0002,0.1,0.0020,147,0.72,300,8.6
C2,W01241178282,150 bp to 260 bp,0.0141,4.3,0.0962,242,6.28,300,8.6
C2,W01241178282,200 bp to 4000 bp,0.3264,99.9,1.2083,445,47.60,300,8.6
C2,W01241178282,650 bp to 4000 bp,0.0267,8.2,0.0463,950,42.58,300,8.6
C3:,,100 bp to 150 bp,0.0000,0.0,NaN,NaN,NaN,300,10.0
C3:,,150 bp to 260 bp,0.0000,0.0,NaN,NaN,NaN,300,10.0
C3:,,200 bp to 4000 bp,0.0008,70.3,0.0004,3193,18.02,300,10.0
C3:,,650 bp to 4000 bp,0.0008,70.3,0.0004,3193,18.02,300,10.0
C4:,,100 bp to 150 bp,0.0000,0.0,NaN,NaN,NaN,300,10.0
C4:,,150 bp to 260 bp,0.0000,0.0,NaN,NaN,NaN,300,10.0
C4:,,200 bp to 4000 bp,0.0005,73.1,0.0002,3309,14.76,300,10.0
C4:,,650 bp to 4000 bp,0.0005,73.1,0.0002,3309,14.76,300,10.0
C5:,,100 bp to 150 bp,0.0000,0.0,NaN,NaN,NaN,300,9.9
C5:,,150 bp to 260 bp,0.0000,0.3,0.0000,207,0.07,300,9.9
C5:,,200 bp to 4000 bp,0.0007,55.1,0.0004,3061,27.68,300,9.9
C5:,,650 bp to 4000 bp,0.0007,54.7,0.0004,3084,26.40,300,9.9
C6:,,100 bp to 150 bp,0.0000,0.0,0.0000,134,0.00,300,10.0
C6:,,150 bp to 260 bp,0.0000,0.0,0.0000,184,0.00,300,10.0
C6:,,200 bp to 4000 bp,0.0003,79.1,0.0002,3638,6.59,300,10.0
C6:,,650 bp to 4000 bp,0.0003,79.1,0.0002,3638,6.59,300,10.0
C7:,,100 bp to 150 bp,0.0031,5.9,0.0410,125,11.84,300,7.4
C7:,,150 bp to 260 bp,0.0055,10.5,0.0447,203,15.85,300,7.4
C7:,,200 bp to 4000 bp,0.0433,82.5,0.1064,669,65.63,300,7.4
C7:,,650 bp to 4000 bp,0.0174,33.2,0.0280,1024,48.39,300,7.4
C8:,,100 bp to 150 bp,0.0000,0.0,NaN,NaN,NaN,300,10.0
C8:,,150 bp to 260 bp,0.0000,0.0,NaN,NaN,NaN,300,10.0
C8:,,200 bp to 4000 bp,0.0091,72.2,0.0045,3354,10.55,300,10.0
C8:,,650 bp to 4000 bp,0.0091,72.2,0.0045,3354,10.55,300,10.0
C9:,,100 bp to 150 bp,0.0000,0.0,NaN,NaN,NaN,300,10.0
C9:,,150 bp to 260 bp,0.0000,0.0,NaN,NaN,NaN,300,10.0
C9:,,200 bp to 4000 bp,0.0003,78.4,0.0002,2935,25.65,300,10.0
C9:,,650 bp to 4000 bp,0.0003,78.4,0.0002,2935,25.65,300,10.0
C10:,,100 bp to 150 bp,0.0000,0.7,0.0001,100,0.49,300,9.9
C10:,,150 bp to 260 bp,0.0000,0.0,NaN,NaN,NaN,300,9.9
C10:,,200 bp to 4000 bp,0.0004,81.3,0.0003,2802,30.23,300,9.9
C10:,,650 bp to 4000 bp,0.0004,81.3,0.0003,2802,30.23,300,9.9
C11:,,100 bp to 150 bp,0.0000,0.0,NaN,NaN,NaN,300,10.0
C11:,,150 bp to 260 bp,0.0000,0.0,NaN,NaN,NaN,300,10.0
C11:,,200 bp to 4000 bp,0.0004,84.9,0.0002,3367,15.51,300,10.0
C11:,,650 bp to 4000 bp,0.0004,84.9,0.0002,3367,15.51,300,10.0
C12:,,100 bp to 150 bp,0.0000,0.0,0.0000,140,0.00,300,10.0
C12:,,150 bp to 260 bp,0.0000,0.0,NaN,NaN,NaN,300,10.0
C12:,,200 bp to 4000 bp,0.0005,68.2,0.0002,3485,16.44,300,10.0
C12:,,650 bp to 4000 bp,0.0005,68.2,0.0002,3485,16.44,300,10.0
D1:,,100 bp to 150 bp,0.0000,0.0,NaN,NaN,NaN,300,10.0
D1:,,150 bp to 260 bp,0.0000,0.0,NaN,NaN,NaN,300,10.0
D1:,,200 bp to 4000 bp,0.0001,48.7,0.0001,3546,15.96,300,10.0
D1:,,650 bp to 4000 bp,0.0001,48.7,0.0001,3546,15.96,300,10.0
D2:,,100 bp to 150 bp,0.0000,0.0,NaN,NaN,NaN,300,10.0
D2:,,150 bp to 260 bp,0.0000,0.0,NaN,NaN,NaN,300,10.0
D2:,,200 bp to 4000 bp,0.0006,69.6,0.0003,3522,10.87,300,10.0
D2:,,650 bp to 4000 bp,0.0006,69.6,0.0003,3522,10.87,300,10.0
D3:,,100 bp to 150 bp,0.0000,0.0,NaN,NaN,NaN,300,10.0
D3:,,150 bp to 260 bp,0.0000,0.1,0.0000,204,0.00,300,10.0
D3:,,200 bp to 4000 bp,0.0005,85.9,0.0003,2692,33.13,300,10.0
D3:,,650 bp to 4000 bp,0.0005,81.7,0.0003,2815,25.90,300,10.0
D4:,,100 bp to 150 bp,0.0000,0.0,NaN,NaN,NaN,300,10.0
D4:,,150 bp to 260 bp,0.0000,0.5,0.0000,237,7.14,300,10.0
D4:,,200 bp to 4000 bp,0.0005,69.5,0.0003,3086,25.38,300,10.0
D4:,,650 bp to 4000 bp,0.0005,69.1,0.0003,3105,24.18,300,10.0
D5:,,100 bp to 150 bp,0.0000,0.0,NaN,NaN,NaN,300,10.0
D5:,,150 bp to 260 bp,0.0000,0.0,NaN,NaN,NaN,300,10.0
D5:,,200 bp to 4000 bp,0.0014,67.6,0.0007,3229,18.26,300,10.0
D5:,,650 bp to 4000 bp,0.0014,67.6,0.0007,3229,18.26,300,10.0
D6:,,100 bp to 150 bp,0.0000,0.0,NaN,NaN,NaN,300,10.0
D6:,,150 bp to 260 bp,0.0000,0.0,NaN,NaN,NaN,300,10.0
D6:,,200 bp to 4000 bp,0.0013,83.3,0.0008,2659,34.87,300,10.0
D6:,,650 bp to 4000 bp,0.0013,83.3,0.0008,2659,34.87,300,10.0
D7:,,100 bp to 150 bp,0.0008,17.9,0.0110,123,12.21,300,1.9
D7:,,150 bp to 260 bp,0.0016,34.1,0.0125,205,14.53,300,1.9
D7:,,200 bp to 4000 bp,0.0022,48.0,0.0042,861,147.74,300,1.9
D7:,,650 bp to 4000 bp,0.0004,8.8,0.0002,3440,17.94,300,1.9
D8:,,100 bp to 150 bp,0.0098,12.9,0.1287,125,11.84,300,4.9
D8:,,150 bp to 260 bp,0.0183,24.2,0.1477,204,15.65,300,4.9
D8:,,200 bp to 4000 bp,0.0524,69.2,0.1624,531,77.79,300,4.9
D8:,,650 bp to 4000 bp,0.0119,15.8,0.0181,1082,50.63,300,4.9
D9:,,100 bp to 150 bp,0.0056,12.3,0.0734,125,11.82,300,4.9
D9:,,150 bp to 260 bp,0.0113,24.7,0.0904,205,15.52,300,4.9
D9:,,200 bp to 4000 bp,0.0321,70.3,0.0990,533,74.34,300,4.9
D9:,,650 bp to 4000 bp,0.0081,17.7,0.0128,1043,45.65,300,4.9
D10:,,100 bp to 150 bp,0.0049,11.2,0.0645,125,11.80,300,5.4
D10:,,150 bp to 260 bp,0.0092,20.8,0.0740,203,15.58,300,5.4
D10:,,200 bp to 4000 bp,0.0307,69.9,0.0914,553,86.05,300,5.4
D10:,,650 bp to 4000 bp,0.0063,14.4,0.0090,1162,64.14,300,5.4
D11:,,100 bp to 150 bp,0.0007,16.0,0.0095,124,11.52,300,3.5
D11:,,150 bp to 260 bp,0.0012,26.0,0.0097,197,15.51,300,3.5
D11:,,200 bp to 4000 bp,0.0020,45.0,0.0018,1829,78.85,300,3.5
D11:,,650 bp to 4000 bp,0.0012,26.9,0.0007,2876,29.14,300,3.5
D12:,,100 bp to 150 bp,0.0000,0.0,NaN,NaN,NaN,300,10.0
D12:,,150 bp to 260 bp,0.0000,0.0,NaN,NaN,NaN,300,10.0
D12:,,200 bp to 4000 bp,0.0009,68.6,0.0004,3130,18.35,300,10.0
D12:,,650 bp to 4000 bp,0.0009,68.6,0.0004,3130,18.35,300,10.0
E1:,,100 bp to 150 bp,0.0000,0.0,NaN,NaN,NaN,300,10.0
E1:,,150 bp to 260 bp,0.0000,0.0,NaN,NaN,NaN,300,10.0
E1:,,200 bp to 4000 bp,0.0006,84.7,0.0003,3364,10.91,300,10.0
E1:,,650 bp to 4000 bp,0.0006,84.7,0.0003,3364,10.91,300,10.0
E2:,,100 bp to 150 bp,0.0000,0.0,NaN,NaN,NaN,300,10.0
E2:,,150 bp to 260 bp,0.0000,0.0,NaN,NaN,NaN,300,10.0
E2:,,200 bp to 4000 bp,0.0007,84.2,0.0003,3416,10.42,300,10.0
E2:,,650 bp to 4000 bp,0.0007,84.2,0.0003,3416,10.42,300,10.0
E3:,,100 bp to 150 bp,0.0000,0.0,NaN,NaN,NaN,300,10.0
E3:,,150 bp to 260 bp,0.0000,0.0,NaN,NaN,NaN,300,10.0
E3:,,200 bp to 4000 bp,0.0006,78.5,0.0003,3235,17.30,300,10.0
E3:,,650 bp to 4000 bp,0.0006,78.5,0.0003,3235,17.30,300,10.0
E4:,,100 bp to 150 bp,0.0000,0.0,NaN,NaN,NaN,300,10.0
E4:,,150 bp to 260 bp,0.0000,0.0,NaN,NaN,NaN,300,10.0
E4:,,200 bp to 4000 bp,0.0010,73.2,0.0005,3172,19.36,300,10.0
E4:,,650 bp to 4000 bp,0.0010,73.2,0.0005,3172,19.36,300,10.0
E5:,,100 bp to 150 bp,0.0000,0.0,NaN,NaN,NaN,300,10.0
E5:,,150 bp to 260 bp,0.0000,0.0,NaN,NaN,NaN,300,10.0
E5:,,200 bp to 4000 bp,0.0010,89.9,0.0006,2728,29.36,300,10.0
E5:,,650 bp to 4000 bp,0.0010,89.9,0.0006,2728,29.36,300,10.0
E6:,,100 bp to 150 bp,0.0000,0.0,NaN,NaN,NaN,300,10.0
E6:,,150 bp to 260 bp,0.0000,0.0,NaN,NaN,NaN,300,10.0
E6:,,200 bp to 4000 bp,0.0008,93.4,0.0005,2684,30.88,300,10.0
E6:,,650 bp to 4000 bp,0.0008,93.4,0.0005,2684,30.88,300,10.0
E7:,,100 bp to 150 bp,0.0007,19.6,0.0093,122,9.89,300,4.5
E7:,,150 bp to 260 bp,0.0003,8.2,0.0021,232,10.11,300,4.5
E7:,,200 bp to 4000 bp,0.0019,53.1,0.0072,424,56.72,300,4.5
E7:,,650 bp to 4000 bp,0.0000,0.1,0.0000,3988,0.31,300,4.5
E8:,,100 bp to 150 bp,0.0041,35.7,0.0574,116,4.55,300,1.2
E8:,,150 bp to 260 bp,0.0055,48.3,0.0391,232,5.63,300,1.2
E8:,,200 bp to 4000 bp,0.0071,62.3,0.0373,313,98.52,300,1.2
E8:,,650 bp to 4000 bp,0.0000,0.2,0.0000,3629,19.40,300,1.2
E9:,,100 bp to 150 bp,0.0000,0.0,NaN,NaN,NaN,300,10.0
E9:,,150 bp to 260 bp,0.0000,0.0,NaN,NaN,NaN,300,10.0
E9:,,200 bp to 4000 bp,0.0006,75.1,0.0003,3551,10.78,300,10.0
E9:,,650 bp to 4000 bp,0.0006,75.1,0.0003,3551,10.78,300,10.0
E10:,,100 bp to 150 bp,0.0000,0.0,NaN,NaN,NaN,300,6.7
E10:,,150 bp to 260 bp,0.0000,0.0,NaN,NaN,NaN,300,6.7
E10:,,200 bp to 4000 bp,0.0005,54.1,0.0003,2718,25.94,300,6.7
E10:,,650 bp to 4000 bp,0.0005,54.1,0.0003,2718,25.94,300,6.7
E11:,,100 bp to 150 bp,0.0000,0.0,NaN,NaN,NaN,300,10.0
E11:,,150 bp to 260 bp,0.0000,0.0,NaN,NaN,NaN,300,10.0
E11:,,200 bp to 4000 bp,0.0005,81.1,0.0003,3233,14.36,300,10.0
E11:,,650 bp to 4000 bp,0.0005,81.1,0.0003,3233,14.36,300,10.0
E12:,,100 bp to 150 bp,0.0000,0.0,NaN,NaN,NaN,300,10.0
E12:,,150 bp to 260 bp,0.0000,0.0,NaN,NaN,NaN,300,10.0
E12:,,200 bp to 4000 bp,0.0009,79.6,0.0004,3164,17.65,300,10.0
E12:,,650 bp to 4000 bp,0.0009,79.6,0.0004,3164,17.65,300,10.0
F1:,,100 bp to 150 bp,0.0000,0.0,NaN,NaN,NaN,300,10.0
F1:,,150 bp to 260 bp,0.0000,0.0,NaN,NaN,NaN,300,10.0
F1:,,200 bp to 4000 bp,0.0009,75.2,0.0005,3135,19.90,300,10.0
F1:,,650 bp to 4000 bp,0.0009,75.2,0.0005,3135,19.90,300,10.0
F2:,,100 bp to 150 bp,0.0031,511.7,0.0380,134,11.69,300,N/A (Size threshold is less than lower marker end point)
F2:,,150 bp to 260 bp,0.0031,511.7,0.0254,201,3.29,300,N/A (Size threshold is less than lower marker end point)
F2:,,200 bp to 4000 bp,0.0031,511.7,0.0252,202,0.74,300,N/A (Size threshold is less than lower marker end point)
F2:,,650 bp to 4000 bp,0.0031,511.7,NaN,NaN,NaN,300,N/A (Size threshold is less than lower marker end point)
F3:,,100 bp to 150 bp,0.0000,0.0,NaN,NaN,NaN,300,9.9
F3:,,150 bp to 260 bp,0.0000,0.0,NaN,NaN,NaN,300,9.9
F3:,,200 bp to 4000 bp,0.0012,88.1,0.0007,2677,27.01,300,9.9
F3:,,650 bp to 4000 bp,0.0012,88.1,0.0007,2677,27.01,300,9.9
F4:,,100 bp to 150 bp,0.0000,0.0,NaN,NaN,NaN,300,10.0
F4:,,150 bp to 260 bp,0.0000,0.0,NaN,NaN,NaN,300,10.0
F4:,,200 bp to 4000 bp,0.0010,87.0,0.0006,2937,21.91,300,10.0
F4:,,650 bp to 4000 bp,0.0010,87.0,0.0006,2937,21.91,300,10.0
F5:,,100 bp to 150 bp,0.0000,0.0,NaN,NaN,NaN,300,10.0
F5:,,150 bp to 260 bp,0.0000,0.0,NaN,NaN,NaN,300,10.0
F5:,,200 bp to 4000 bp,0.0005,80.3,0.0002,3359,16.56,300,10.0
F5:,,650 bp to 4000 bp,0.0005,80.3,0.0002,3359,16.56,300,10.0
F6:,,100 bp to 150 bp,0.0000,0.0,NaN,NaN,NaN,300,10.0
F6:,,150 bp to 260 bp,0.0000,0.0,NaN,NaN,NaN,300,10.0
F6:,,200 bp to 4000 bp,0.0012,78.9,0.0007,3030,21.51,300,10.0
F6:,,650 bp to 4000 bp,0.0012,78.9,0.0007,3030,21.51,300,10.0
F7:,,100 bp to 150 bp,0.0000,0.0,NaN,NaN,NaN,300,10.0
F7:,,150 bp to 260 bp,0.0000,0.0,NaN,NaN,NaN,300,10.0
F7:,,200 bp to 4000 bp,0.0010,91.4,0.0005,3161,18.19,300,10.0
F7:,,650 bp to 4000 bp,0.0010,91.4,0.0005,3161,18.19,300,10.0
F8:,,100 bp to 150 bp,0.0000,0.0,NaN,NaN,NaN,300,10.0
F8:,,150 bp to 260 bp,0.0000,0.0,NaN,NaN,NaN,300,10.0
F8:,,200 bp to 4000 bp,0.0017,89.6,0.0010,2944,19.65,300,10.0
F8:,,650 bp to 4000 bp,0.0017,89.6,0.0010,2944,19.65,300,10.0
F9:,,100 bp to 150 bp,0.0022,14.6,0.0293,124,11.93,300,3.3
F9:,,150 bp to 260 bp,0.0047,30.7,0.0374,205,14.88,300,3.3
F9:,,200 bp to 4000 bp,0.0083,55.0,0.0199,691,117.26,300,3.3
F9:,,650 bp to 4000 bp,0.0026,17.2,0.0029,1501,68.99,300,3.3
F10:,,100 bp to 150 bp,0.0022,17.2,0.0290,124,11.78,300,2.4
F10:,,150 bp to 260 bp,0.0039,30.7,0.0317,202,15.44,300,2.4
F10:,,200 bp to 4000 bp,0.0060,47.2,0.0164,603,138.77,300,2.4
F10:,,650 bp to 4000 bp,0.0007,5.6,0.0004,2701,30.14,300,2.4
F11:,,100 bp to 150 bp,0.0109,17.0,0.1436,125,11.85,300,3.6
F11:,,150 bp to 260 bp,0.0163,25.5,0.1353,198,16.07,300,3.6
F11:,,200 bp to 4000 bp,0.0345,53.9,0.1298,438,69.09,300,3.6
F11:,,650 bp to 4000 bp,0.0041,6.3,0.0066,1005,54.43,300,3.6
F12:,,100 bp to 150 bp,0.0022,21.2,0.0284,124,11.78,300,2.7
F12:,,150 bp to 260 bp,0.0032,31.8,0.0264,201,15.76,300,2.7
F12:,,200 bp to 4000 bp,0.0048,47.5,0.0115,691,146.76,300,2.7
F12:,,650 bp to 4000 bp,0.0006,5.9,0.0003,3294,17.17,300,2.7
G1:,,100 bp to 150 bp,0.0025,19.3,0.0336,124,11.83,300,2.6
G1:,,150 bp to 260 bp,0.0041,30.9,0.0333,202,15.63,300,2.6
G1:,,200 bp to 4000 bp,0.0064,48.9,0.0202,524,147.88,300,2.6
G1:,,650 bp to 4000 bp,0.0005,3.5,0.0002,3166,22.38,300,2.6
G2:,,100 bp to 150 bp,0.0050,18.5,0.0666,124,12.15,300,3.7
G2:,,150 bp to 260 bp,0.0083,30.6,0.0679,201,15.72,300,3.7
G2:,,200 bp to 4000 bp,0.0161,59.3,0.0535,497,98.62,300,3.7
G2:,,650 bp to 4000 bp,0.0022,7.9,0.0026,1370,64.56,300,3.7
G3:,,100 bp to 150 bp,0.0114,27.5,0.1483,126,11.80,300,0.8
G3:,,150 bp to 260 bp,0.0180,43.7,0.1526,194,16.29,300,0.8
G3:,,200 bp to 4000 bp,0.0136,32.8,0.0630,354,151.94,300,0.8
G3:,,650 bp to 4000 bp,0.0004,1.0,0.0002,3321,17.34,300,0.8
G4:,,100 bp to 150 bp,0.0003,5.6,0.0037,131,10.49,300,1.3
G4:,,150 bp to 260 bp,0.0029,55.9,0.0236,204,10.53,300,1.3
G4:,,200 bp to 4000 bp,0.0024,45.5,0.0044,886,144.06,300,1.3
G4:,,650 bp to 4000 bp,0.0005,9.9,0.0003,3234,17.71,300,1.3
G5:,,100 bp to 150 bp,0.0006,23.1,0.0081,122,11.41,300,3.8
G5:,,150 bp to 260 bp,0.0001,5.4,0.0014,167,7.33,300,3.8
G5:,,200 bp to 4000 bp,0.0008,31.9,0.0006,2146,61.25,300,3.8
G5:,,650 bp to 4000 bp,0.0006,23.3,0.0004,2810,29.95,300,3.8
G6:,,100 bp to 150 bp,0.0000,0.0,NaN,NaN,NaN,300,10.0
