Well,Sample ID,Peak ID,Size (bp),Percent relative concentration,nmole/L,Concentration (ng/uL),RFU,Notes,TIC (ng/uL),TIM (nmole/L),Total concentration (ng/uL),,
"B4","W01241178038",2,5000,,0.0048,0.0146,2201,,0.0000,0.0000,0.0009,,
"B5","W01241178039",1,35,,0.8227,0.0176,2175,,0.0000,0.0000,0.0008,,
"B5","W01241178039",2,5000,,0.0064,0.0195,2848,,0.0000,0.0000,0.0008,,
"B6","W01241178040",1,35,,0.8227,0.0176,1776,,0.0000,0.0000,0.0007,,
"B6","W01241178040",2,5000,,0.0055,0.0167,2046,,0.0000,0.0000,0.0007,,
"B7","W01241178041",1,35,,0.8227,0.0176,2921,,0.0000,0.0000,0.0007,,
"B7","W01241178041",2,5000,,0.0055,0.0166,3027,,0.0000,0.0000,0.0007,,
"B8","W01241178143",1,35,,0.8467,0.0176,2468,,0.3313,0.9547,0.3343,,
"B8","W01241178143",2,555,100.0,0.9547,0.3313,1760,,0.3313,0.9547,0.3343,,
"B8","W01241178143",3,5000,,0.0030,0.0090,2396,,0.3313,0.9547,0.3343,,
"B9","W08241177816",1,35,,0.8227,0.0176,2096,,0.0000,0.0000,0.0007,,
"B9","W08241177816",2,5000,,0.0051,0.0155,2125,,0.0000,0.0000,0.0007,,
"B10","W08241177817",1,35,,0.7785,0.0176,1361,,0.0000,0.0000,0.0040,,
"B10","W08241177817",2,5000,,0.0038,0.0115,1467,,0.0000,0.0000,0.0040,,
"B11","W08241177818",1,35,,0.8227,0.0176,2463,,0.0000,0.0000,0.0008,,
"B11","W08241177818",2,5000,,0.0064,0.0195,3091,,0.0000,0.0000,0.0008,,
"B12","W01241178280",1,35,,0.8227,0.0176,1997,,0.0000,0.0000,0.1777,,
"B12","W01241178280",2,5000,,0.0055,0.0168,2360,,0.0000,0.0000,0.1777,,
"C1","W01241178281",1,35,,0.8000,0.0176,1274,,0.0000,0.0000,0.0108,,
"C1","W01241178281",2,5000,,0.0050,0.0150,1328,,0.0000,0.0000,0.0108,,
"C2","W01241178282",1,35,,0.8227,0.0176,2268,,0.0000,0.0000,0.3269,,
"C2","W01241178282",2,5000,,0.0054,0.0163,2521,,0.0000,0.0000,0.3269,,
"C3:","",1,35,,0.8227,0.0176,2016,,0.0000,0.0000,0.0012,,
"C3:","",2,5000,,0.0061,0.0186,2486,,0.0000,0.0000,0.0012,,
"C4:","",1,35,,0.8227,0.0176,1500,,0.0000,0.0000,0.0007,,
"C4:","",2,5000,,0.0056,0.0170,1695,,0.0000,0.0000,0.0007,,
"C5:","",1,35,,0.8227,0.0176,975,,0.0000,0.0000,0.0014,,
"C5:","",2,5000,,0.0055,0.0166,1045,,0.0000,0.0000,0.0014,,
"C6:","",1,35,,0.8227,0.0176,1687,,0.0000,0.0000,0.0004,,
"C6:","",2,5000,,0.0062,0.0187,2166,,0.0000,0.0000,0.0004,,
"C7:","",1,35,,0.8227,0.0176,1614,,0.0000,0.0000,0.0525,,
"C7:","",2,5000,,0.0045,0.0136,1761,,0.0000,0.0000,0.0525,,
"C8:","",1,35,,0.8227,0.0176,1150,,0.0000,0.0000,0.0126,,
"C8:","",2,5000,,0.0056,0.0171,1257,,0.0000,0.0000,0.0126,,
"C9:","",1,35,,0.8000,0.0176,1895,,0.0000,0.0000,0.0004,,
"C9:","",2,5000,,0.0043,0.0133,1912,,0.0000,0.0000,0.0004,,
"C10:","",1,35,,0.8227,0.0176,1429,,0.0000,0.0000,0.0005,,
"C10:","",2,5000,,0.0055,0.0167,1647,,0.0000,0.0000,0.0005,,
"C11:","",1,35,,0.8227,0.0176,2146,,0.0000,0.0000,0.0005,,
"C11:","",2,5000,,0.0066,0.0201,2823,,0.0000,0.0000,0.0005,,
"C12:","",1,35,,0.8227,0.0176,2085,,0.0000,0.0000,0.0007,,
"C12:","",2,5000,,0.0062,0.0190,2626,,0.0000,0.0000,0.0007,,
"D1:","",1,35,,0.8227,0.0176,1233,,0.0000,0.0000,0.0003,,
"D1:","",2,5000,,0.0059,0.0180,1520,,0.0000,0.0000,0.0003,,
"D2:","",1,35,,0.8227,0.0176,2052,,0.0000,0.0000,0.0008,,
"D2:","",2,5000,,0.0057,0.0174,2346,,0.0000,0.0000,0.0008,,
"D3:","",1,35,,0.8227,0.0176,1940,,0.0000,0.0000,0.0006,,
"D3:","",2,5000,,0.0057,0.0175,2305,,0.0000,0.0000,0.0006,,
"D4:","",1,35,,0.8227,0.0176,1516,,0.0000,0.0000,0.0008,,
"D4:","",2,5000,,0.0058,0.0176,1752,,0.0000,0.0000,0.0008,,
"D5:","",1,35,,0.8227,0.0176,1107,,0.0000,0.0000,0.0021,,
"D5:","",2,5000,,0.0058,0.0177,1303,,0.0000,0.0000,0.0021,,
"D6:","",1,35,,0.8227,0.0176,1933,,0.0000,0.0000,0.0016,,
"D6:","",2,5000,,0.0071,0.0217,2540,,0.0000,0.0000,0.0016,,
"D7:","",1,35,,0.8000,0.0176,1710,,0.0000,0.0000,0.0046,,
"D7:","",2,5000,,0.0054,0.0164,1977,,0.0000,0.0000,0.0046,,
"D8:","",1,35,,0.8000,0.0176,2001,,0.0000,0.0000,0.0757,,
"D8:","",2,5000,,0.0048,0.0145,2236,,0.0000,0.0000,0.0757,,
"D9:","",1,35,,0.7205,0.0176,1948,,0.0000,0.0000,0.0456,,
"D9:","",2,5000,,0.0046,0.0141,2395,,0.0000,0.0000,0.0456,,
"D10:","",1,35,,0.8227,0.0176,1577,,0.0000,0.0000,0.0439,,
"D10:","",2,5000,,0.0048,0.0148,1906,,0.0000,0.0000,0.0439,,
"D11:","",1,35,,0.8227,0.0176,2039,,0.0000,0.0000,0.0045,,
"D11:","",2,5000,,0.0059,0.0178,2434,,0.0000,0.0000,0.0045,,
"D12:","",1,35,,0.8227,0.0176,1943,,0.0000,0.0000,0.0012,,
"D12:","",2,5000,,0.0061,0.0184,2329,,0.0000,0.0000,0.0012,,
"E1:","",1,35,,0.8227,0.0176,1980,,0.0000,0.0000,0.0007,,
"E1:","",2,5000,,0.0063,0.0191,2501,,0.0000,0.0000,0.0007,,
"E2:","",1,35,,0.8227,0.0176,1896,,0.0000,0.0000,0.0008,,
"E2:","",2,5000,,0.0063,0.0191,2397,,0.0000,0.0000,0.0008,,
"E3:","",1,35,,0.8227,0.0176,1899,,0.0000,0.0000,0.0008,,
"E3:","",2,5000,,0.0057,0.0173,2228,,0.0000,0.0000,0.0008,,
"E4:","",1,35,,0.8227,0.0176,1989,,0.0000,0.0000,0.0014,,
"E4:","",2,5000,,0.0066,0.0202,2690,,0.0000,0.0000,0.0014,,
"E5:","",1,35,,0.8227,0.0176,1925,,0.0000,0.0000,0.0012,,
"E5:","",2,5000,,0.0059,0.0178,2347,,0.0000,0.0000,0.0012,,
"E6:","",1,35,,0.8227,0.0176,1637,,0.0000,0.0000,0.0009,,
"E6:","",2,5000,,0.0063,0.0193,2064,,0.0000,0.0000,0.0009,,
"E7:","",1,35,,0.8467,0.0176,1295,,0.0014,0.0051,0.0035,,
"E7:","",2,439,100.0,0.0051,0.0014,2015,,0.0014,0.0051,0.0035,,
"E7:","",3,5000,,0.0005,0.0015,2679,,0.0014,0.0051,0.0035,,
"E8:","",1,35,,0.7389,0.0176,1018,,0.0012,0.0047,0.0114,,
"E8:","",2,431,100.0,0.0047,0.0012,1802,,0.0012,0.0047,0.0114,,
"E8:","",3,5000,,0.0004,0.0014,2273,,0.0012,0.0047,0.0114,,
"E9:","",1,35,,0.8227,0.0176,1672,,0.0000,0.0000,0.0008,,
"E9:","",2,5000,,0.0061,0.0186,2128,,0.0000,0.0000,0.0008,,
"E10:","",1,35,,0.8227,0.0176,1687,,0.0000,0.0000,0.0010,,
"E10:","",2,5000,,0.0056,0.0169,2021,,0.0000,0.0000,0.0010,,
"E11:","",1,35,,0.7785,0.0176,1909,,0.0000,0.0000,0.0007,,
"E11:","",2,5000,,0.0039,0.0118,2029,,0.0000,0.0000,0.0007,,
"E12:","",1,35,,0.8227,0.0176,1439,,0.0000,0.0000,0.0011,,
"E12:","",2,5000,,0.0054,0.0163,1615,,0.0000,0.0000,0.0011,,
"F1:","",1,35,,0.8227,0.0176,1702,,0.0000,0.0000,0.0012,,
"F1:","",2,5000,,0.0062,0.0188,2220,,0.0000,0.0000,0.0012,,
"F2:","",1,5000,,0.1434,0.0176,1976,,0.0000,0.0000,0.0006,,
"F2:","",,,,,,,,0.0000,0.0000,0.0006,,
"F3:","",1,35,,0.8227,0.0176,1955,,0.0000,0.0000,0.0013,,
"F3:","",2,5000,,0.0061,0.0188,2062,,0.0000,0.0000,0.0013,,
"F4:","",1,35,,0.8227,0.0176,1987,,0.0000,0.0000,0.0012,,
"F4:","",2,5000,,0.0066,0.0200,2678,,0.0000,0.0000,0.0012,,
"F5:","",1,35,,0.8227,0.0176,2076,,0.0000,0.0000,0.0006,,
"F5:","",2,5000,,0.0062,0.0189,2658,,0.0000,0.0000,0.0006,,
"F6:","",1,35,,0.8227,0.0176,1620,,0.0000,0.0000,0.0016,,
"F6:","",2,5000,,0.0056,0.0169,1798,,0.0000,0.0000,0.0016,,
"F7:","",1,35,,0.8227,0.0176,1796,,0.0000,0.0000,0.0011,,
"F7:","",2,5000,,0.0063,0.0192,2213,,0.0000,0.0000,0.0011,,
"F8:","",1,35,,0.8227,0.0176,2155,,0.0000,0.0000,0.0019,,
"F8:","",2,5000,,0.0076,0.0230,3049,,0.0000,0.0000,0.0019,,
"F9:","",1,35,,0.8000,0.0176,1605,,0.0000,0.0000,0.0152,,
"F9:","",2,5000,,0.0054,0.0163,1876,,0.0000,0.0000,0.0152,,
"F10:","",1,35,,0.8000,0.0176,1468,,0.0000,0.0000,0.0127,,
"F10:","",2,5000,,0.0058,0.0177,1777,,0.0000,0.0000,0.0127,,
"F11:","",1,35,,0.7785,0.0176,1041,,0.0000,0.0000,0.0641,,
"F11:","",2,5000,,0.0026,0.0079,823,,0.0000,0.0000,0.0641,,
"F12:","",1,35,,0.8000,0.0176,2190,,0.0000,0.0000,0.0102,,
"F12:","",2,5000,,0.0055,0.0168,2764,,0.0000,0.0000,0.0102,,
"G1:","",1,35,,0.8227,0.0176,1797,,0.0000,0.0000,0.0132,,
"G1:","",2,5000,,0.0048,0.0147,1993,,0.0000,0.0000,0.0132,,
"G2:","",1,35,,0.6554,0.0176,1187,,0.0000,0.0000,0.0272,,
"G2:","",2,5000,,0.0033,0.0099,1487,,0.0000,0.0000,0.0272,,
"G3:","",1,35,,0.7785,0.0176,958,,0.0000,0.0000,0.0413,,
"G3:","",2,5000,,0.0050,0.0151,1170,,0.0000,0.0000,0.0413,,
"G4:","",1,35,,0.8000,0.0176,1957,,0.0000,0.0000,0.0052,,
"G4:","",2,5000,,0.0053,0.0160,2331,,0.0000,0.0000,0.0052,,
"G5:","",1,35,,0.8227,0.0176,1019,,0.0000,0.0000,0.0026,,
"G5:","",2,5000,,0.0058,0.0178,1291,,0.0000,0.0000,0.0026,,
"G6:","",1,35,,0.8227,0.0176,951,,0.0000,0.0000,0.0532,,
"G6:","",2,5000,,0.0055,0.0169,1015,,0.0000,0.0000,0.0532,,
"G7:","",1,35,,0.8227,0.0176,1633,,0.0000,0.0000,0.0006,,
"G7:","",2,5000,,0.0055,0.0169,1843,,0.0000,0.0000,0.0006,,
"G8:","",1,35,,0.8227,0.0176,949,,0.0000,0.0000,0.0014,,
"G8:","",2,5000,,0.0049,0.0149,928,,0.0000,0.0000,0.0014,,
"G9:","",1,35,,0.8227,0.0176,839,,0.0000,0.0000,0.0025,,
"G9:","",2,5000,,0.0055,0.0168,929,,0.0000,0.0000,0.0025,,
"G10:","",1,35,,0.8227,0.0176,2340,,0.0000,0.0000,0.0002,,
"G10:","",2,5000,,0.0063,0.0192,3008,,0.0000,0.0000,0.0002,,
"G11:","",1,35,,0.8227,0.0176,2507,,0.0000,0.0000,0.0006,,
"G11:","",2,5000,,0.0067,0.0204,3339,,0.0000,0.0000,0.0006,,
"G12:","",1,35,,0.8000,0.0176,2078,,0.0000,0.0000,0.0008,,
"G12:","",2,5000,,0.0053,0.0163,2349,,0.0000,0.0000,0.0008,,
"H1:","",1,35,,0.8227,0.0176,2287,,0.0000,0.0000,0.0008,,
"H1:","",2,5000,,0.0059,0.0180,2773,,0.0000,0.0000,0.0008,,
"H2:","",1,35,,0.8227,0.0176,1908,,0.0000,0.0000,0.0015,,
"H2:","",2,5000,,0.0062,0.0187,2418,,0.0000,0.0000,0.0015,,
"H3:","",1,35,,0.8227,0.0176,1419,,0.0000,0.0000,0.0009,,
"H3:","",2,5000,,0.0059,0.0181,1760,,0.0000,0.0000,0.0009,,
"H4:","",1,35,,0.8227,0.0176,2215,,0.0000,0.0000,0.0012,,
"H4:","",2,5000,,0.0066,0.0200,2950,,0.0000,0.0000,0.0012,,
"H5:","",1,35,,0.8227,0.0176,2003,,0.0000,0.0000,0.0006,,
"H5:","",2,5000,,0.0060,0.0183,2317,,0.0000,0.0000,0.0006,,
"H6:","",1,35,,0.8227,0.0176,1754,,0.0000,0.0000,0.0011,,
"H6:","",2,5000,,0.0062,0.0188,2254,,0.0000,0.0000,0.0011,,
"H7:","",1,35,,0.8000,0.0176,1531,,0.0000,0.0000,0.0010,,
"H7:","",2,5000,,0.0038,0.0115,1445,,0.0000,0.0000,0.0010,,
"H8:","",1,35,,0.8227,0.0176,1180,,0.0000,0.0000,0.4514,,
"H8:","",2,5000,,0.0064,0.0193,1500,,0.0000,0.0000,0.4514,,
"H9:","",1,35,,0.8227,0.0176,972,,0.0000,0.0000,0.1651,,
"H9:","",2,5000,,0.0058,0.0177,1301,,0.0000,0.0000,0.1651,,
"H10:","",1,35,,0.8227,0.0176,668,,0.0190,0.0747,0.3975,,
"H10:","",2,419,100.0,0.0747,0.0190,2059,,0.0190,0.0747,0.3975,,
"H10:","",3,5000,,0.0069,0.0210,2727,,0.0190,0.0747,0.3975,,
"H11:","",-,-,-,-,-,-,-,0.0000,0.0000,0.0000,,
"H12:","",1,35,,0.8227,0.0176,2234,,4.4270,14.9468,4.5513,,
"H12:","",2,60,0.5,0.6096,0.0231,1448,,4.4270,14.9468,4.5513,,
"H12:","",3,105,6.0,4.1807,0.2648,40586,,4.4270,14.9468,4.5513,,
"H12:","",4,216,6.5,2.1489,0.2862,42819,,4.4270,14.9468,4.5513,,
"H12:","",5,327,6.5,1.4386,0.2877,44236,,4.4270,14.9468,4.5513,,
"H12:","",6,432,6.5,1.0983,0.2890,45006,,4.4270,14.9468,4.5513,,
"H12:","",7,541,8.7,1.1761,0.3867,55432,,4.4270,14.9468,4.5513,,
"H12:","",8,643,6.3,0.7194,0.2807,45841,,4.4270,14.9468,4.5513,,
"H12:","",9,754,6.0,0.5820,0.2666,44631,,4.4270,14.9468,4.5513,,
"H12:","",10,849,6.5,0.5568,0.2876,45185,,4.4270,14.9468,4.5513,,
"H12:","",11,959,6.3,0.4766,0.2780,44917,,4.4270,14.9468,4.5513,,
"H12:","",12,1062,10.4,0.7117,0.4605,59542,,4.4270,14.9468,4.5513,,
"H12:","",13,1281,7.4,0.4213,0.3286,46493,,4.4270,14.9468,4.5513,,
"H12:","",14,1542,9.2,0.4258,0.4079,52267,,4.4270,14.9468,4.5513,,
"H12:","",15,1990,6.9,0.2479,0.3060,45428,,4.4270,14.9468,4.5513,,
"H12:","",16,2909,6.2,0.1530,0.2737,43318,,4.4270,14.9468,4.5513,,
"H12:","",17,5000,,0.0043,0.0133,2070,,4.4270,14.9468,4.5513,,
