Well,Sample ID,Peak ID,Size (bp),Percent relative concentration,nmole/L,Concentration (ng/uL),RFU,Notes,TIC (ng/uL),TIM (nmole/L),Total concentration (ng/uL),,
"C7","SampC7",2,5000,,0.0041,0.0124,1430,,0.0000,0.0000,0.0500,,
"C8","SampC8",1,35,,0.5940,0.0127,1637,,0.0000,0.0000,0.0139,,
"C8","SampC8",2,5000,,0.0045,0.0136,2306,,0.0000,0.0000,0.0139,,
"C9","SampC9",1,35,,0.5940,0.0127,1456,,0.0000,0.0000,0.0152,,
"C9","SampC9",2,5000,,0.0039,0.0119,1895,,0.0000,0.0000,0.0152,,
"C10","SampC10",1,35,,0.5940,0.0127,965,,0.0000,0.0000,0.0250,,
"C10","SampC10",2,5000,,0.0040,0.0123,1370,,0.0000,0.0000,0.0250,,
"C11","SampC11",1,35,,0.6114,0.0127,1563,,0.0000,0.0000,0.0165,,
"C11","SampC11",2,5000,,0.0042,0.0127,2249,,0.0000,0.0000,0.0165,,
"C12","SampC12",1,35,,0.5940,0.0127,1523,,0.0000,0.0000,0.0162,,
"C12","SampC12",2,5000,,0.0045,0.0138,2675,,0.0000,0.0000,0.0162,,
"D1","W14241174650",1,35,,0.5940,0.0127,1747,,0.0198,0.6601,0.2144,,
"D1","W14241174650",2,47,100.0,0.6601,0.0198,2777,,0.0198,0.6601,0.2144,,
"D1","W14241174650",3,5000,,0.0038,0.0117,2448,,0.0198,0.6601,0.2144,,
"D2","W14241174912",1,35,,0.5475,0.0127,13662,,0.0080,0.0632,0.0563,,
"D2","W14241174912",2,191,100.0,0.0632,0.0080,2055,,0.0080,0.0632,0.0563,,
"D2","W14241174912",3,5000,,0.0004,0.0011,2262,,0.0080,0.0632,0.0563,,
"D3","W01241175745",1,35,,0.5621,0.0127,4080,,1.0078,2.4780,1.0063,,
"D3","W01241175745",2,199,1.2,0.0899,0.0120,1485,,1.0078,2.4780,1.0063,,
"D3","W01241175745",3,381,17.3,0.7565,0.1743,11805,,1.0078,2.4780,1.0063,,
"D3","W01241175745",4,578,22.0,0.6362,0.2215,20379,,1.0078,2.4780,1.0063,,
"D3","W01241175745",5,782,19.7,0.4208,0.1984,28916,,1.0078,2.4780,1.0063,,
"D3","W01241175745",6,1001,19.1,0.3182,0.1930,41861,,1.0078,2.4780,1.0063,,
"D3","W01241175745",7,1241,20.7,0.2562,0.2086,44501,,1.0078,2.4780,1.0063,,
"D3","W01241175745",8,5000,,0.0006,0.0018,2002,,1.0078,2.4780,1.0063,,
"D4","SampD4",1,35,,0.5940,0.0127,1161,,0.0000,0.0000,0.0864,,
"D4","SampD4",2,5000,,0.0043,0.0130,1784,,0.0000,0.0000,0.0864,,
"D5","SampD5",1,35,,0.5940,0.0127,786,,0.0000,0.0000,0.0589,,
"D5","SampD5",2,5000,,0.0037,0.0113,979,,0.0000,0.0000,0.0589,,
"D6","SampD6",1,35,,0.5940,0.0127,1569,,0.0000,0.0000,0.0157,,
"D6","SampD6",2,5000,,0.0045,0.0137,2235,,0.0000,0.0000,0.0157,,
"D7","SampD7",1,35,,0.6114,0.0127,1256,,0.0000,0.0000,0.0162,,
"D7","SampD7",2,5000,,0.0043,0.0131,1735,,0.0000,0.0000,0.0162,,
"D8","SampD8",1,35,,0.5940,0.0127,1653,,0.0000,0.0000,0.0059,,
"D8","SampD8",2,5000,,0.0040,0.0123,2193,,0.0000,0.0000,0.0059,,
"D9","SampD9",1,35,,0.5940,0.0127,1464,,0.0000,0.0000,0.0088,,
"D9","SampD9",2,5000,,0.0038,0.0115,1894,,0.0000,0.0000,0.0088,,
"D10","SampD10",1,35,,0.5940,0.0127,1003,,0.0000,0.0000,0.0103,,
"D10","SampD10",2,5000,,0.0039,0.0119,1302,,0.0000,0.0000,0.0103,,
"D11","SampD11",1,35,,0.5940,0.0127,1586,,0.0000,0.0000,0.0042,,
"D11","SampD11",2,5000,,0.0042,0.0129,2198,,0.0000,0.0000,0.0042,,
"D12","SampD12",1,35,,0.5940,0.0127,1326,,0.0000,0.0000,0.0115,,
"D12","SampD12",2,5000,,0.0044,0.0132,1955,,0.0000,0.0000,0.0115,,
"E1","W14241174651",1,35,,0.5335,0.0127,1830,,0.0000,0.0000,0.0287,,
"E1","W14241174651",2,5000,,0.0019,0.0058,2400,,0.0000,0.0000,0.0287,,
"E2","W14241174913",1,35,,0.7158,0.0127,12077,,0.0000,0.0000,0.0232,,
"E2","W14241174913",2,5000,,0.0004,0.0011,2141,,0.0000,0.0000,0.0232,,
"E3","W14241175948",1,35,,0.6298,0.0127,1878,,1.2910,9.2055,1.7520,,
"E3","W14241175948",2,141,28.8,4.4996,0.3724,45882,,1.2910,9.2055,1.7520,,
"E3","W14241175948",3,214,23.1,2.1921,0.2986,4540,,1.2910,9.2055,1.7520,,
"E3","W14241175948",4,276,2.6,0.2015,0.0341,3701,,1.2910,9.2055,1.7520,,
"E3","W14241175948",5,344,33.5,1.9977,0.4323,5898,,1.2910,9.2055,1.7520,,
"E3","W14241175948",6,754,11.9,0.3146,0.1537,3463,,1.2910,9.2055,1.7520,,
"E3","W14241175948",7,5000,,0.0024,0.0074,2383,,1.2910,9.2055,1.7520,,
"E4","SampE4",1,35,,0.6114,0.0127,1520,,0.0000,0.0000,0.0151,,
"E4","SampE4",2,5000,,0.0046,0.0140,2291,,0.0000,0.0000,0.0151,,
"E5","SampE5",1,35,,0.5940,0.0127,1500,,0.0000,0.0000,0.0079,,
"E5","SampE5",2,5000,,0.0039,0.0118,1880,,0.0000,0.0000,0.0079,,
"E6","SampE6",1,35,,0.5940,0.0127,1196,,0.0000,0.0000,0.0155,,
"E6","SampE6",2,5000,,0.0042,0.0129,1631,,0.0000,0.0000,0.0155,,
"E7","SampE7",1,35,,0.5940,0.0127,1602,,0.0000,0.0000,0.0316,,
"E7","SampE7",2,5000,,0.0042,0.0127,2290,,0.0000,0.0000,0.0316,,
"E8","SampE8",1,35,,0.6114,0.0127,1515,,0.0000,0.0000,0.0035,,
"E8","SampE8",2,5000,,0.0042,0.0129,2152,,0.0000,0.0000,0.0035,,
"E9","SampE9",1,35,,0.5940,0.0127,1260,,0.0000,0.0000,0.0043,,
"E9","SampE9",2,5000,,0.0041,0.0125,1672,,0.0000,0.0000,0.0043,,
"E10","SampE10",1,35,,0.5940,0.0127,1530,,0.0000,0.0000,0.0055,,
"E10","SampE10",2,5000,,0.0040,0.0120,2053,,0.0000,0.0000,0.0055,,
"E11","SampE11",1,35,,0.5777,0.0127,1508,,0.0000,0.0000,0.0035,,
"E11","SampE11",2,5000,,0.0032,0.0098,1890,,0.0000,0.0000,0.0035,,
"E12","SampE12",1,35,,0.5940,0.0127,1052,,0.0000,0.0000,0.0050,,
"E12","SampE12",2,5000,,0.0039,0.0119,1428,,0.0000,0.0000,0.0050,,
"F1","W14241174656",1,35,,0.5777,0.0127,1259,,0.0000,0.0000,0.0748,,
"F1","W14241174656",2,5000,,0.0028,0.0086,1711,,0.0000,0.0000,0.0748,,
"F2","W14241174914",1,35,,0.5777,0.0127,11179,,0.0000,0.0000,0.0248,,
"F2","W14241174914",2,5000,,0.0006,0.0017,2273,,0.0000,0.0000,0.0248,,
"F3","W14241175949",1,35,,0.5777,0.0127,1785,,0.3878,4.5841,0.4146,,
"F3","W14241175949",2,140,100.0,4.5841,0.3878,52806,,0.3878,4.5841,0.4146,,
"F3","W14241175949",3,5000,,0.0016,0.0048,2144,,0.3878,4.5841,0.4146,,
"F4","SampF4",1,35,,0.5940,0.0127,1572,,0.0000,0.0000,0.0067,,
"F4","SampF4",2,5000,,0.0044,0.0134,2504,,0.0000,0.0000,0.0067,,
"F5","SampF5",1,35,,0.6114,0.0127,1573,,0.0000,0.0000,0.0000,,
"F5","SampF5",2,5000,,0.0030,0.0092,1237,,0.0000,0.0000,0.0000,,
"F6","SampF6",1,35,,0.5940,0.0127,1169,,0.0000,0.0000,0.0033,,
"F6","SampF6",2,5000,,0.0037,0.0113,1521,,0.0000,0.0000,0.0033,,
"F7","SampF7",1,35,,0.5940,0.0127,1614,,0.0000,0.0000,0.0023,,
"F7","SampF7",2,5000,,0.0042,0.0127,2223,,0.0000,0.0000,0.0023,,
"F8","SampF8",1,35,,0.5940,0.0127,1766,,0.0000,0.0000,0.0029,,
"F8","SampF8",2,5000,,0.0048,0.0145,2696,,0.0000,0.0000,0.0029,,
"F9","SampF9",1,35,,0.5777,0.0127,1069,,0.0000,0.0000,0.0044,,
"F9","SampF9",2,5000,,0.0039,0.0119,1488,,0.0000,0.0000,0.0044,,
"F10","SampF10",1,35,,0.5940,0.0127,816,,0.0000,0.0000,0.0015,,
"F10","SampF10",2,5000,,0.0041,0.0126,991,,0.0000,0.0000,0.0015,,
"F11","SampF11",1,35,,0.5621,0.0127,572,,0.0000,0.0000,0.0037,,
"F11","SampF11",2,5000,,0.0028,0.0085,650,,0.0000,0.0000,0.0037,,
"F12","SampF12",1,35,,0.5777,0.0127,1406,,0.0000,0.0000,0.0030,,
"F12","SampF12",2,5000,,0.0037,0.0111,1874,,0.0000,0.0000,0.0030,,
"G1","W14241174667",1,35,,0.5940,0.0127,1249,,0.0000,0.0000,0.0672,,
"G1","W14241174667",2,5000,,0.0040,0.0122,1777,,0.0000,0.0000,0.0672,,
"G2","W14241174915",1,35,,0.5777,0.0127,12756,,0.0000,0.0000,0.0352,,
"G2","W14241174915",2,5000,,0.0006,0.0019,2592,,0.0000,0.0000,0.0352,,
"G3","W14241175950",1,35,,0.6700,0.0127,2186,,0.1207,1.4477,0.1914,,
"G3","W14241175950",2,141,100.0,1.4477,0.1207,18448,,0.1207,1.4477,0.1914,,
"G3","W14241175950",3,5000,,0.0019,0.0059,2638,,0.1207,1.4477,0.1914,,
"G4","SampG4",1,35,,0.5940,0.0127,1369,,0.0000,0.0000,0.0037,,
"G4","SampG4",2,5000,,0.0043,0.0131,2044,,0.0000,0.0000,0.0037,,
"G5","SampG5",1,35,,0.5940,0.0127,1725,,0.0000,0.0000,0.0026,,
"G5","SampG5",2,5000,,0.0040,0.0121,2609,,0.0000,0.0000,0.0026,,
"G6","SampG6",1,35,,0.5940,0.0127,1726,,0.0000,0.0000,0.0031,,
"G6","SampG6",2,5000,,0.0044,0.0134,2651,,0.0000,0.0000,0.0031,,
"G7","SampG7",1,35,,0.5940,0.0127,1137,,0.0000,0.0000,0.0069,,
"G7","SampG7",2,5000,,0.0038,0.0116,1435,,0.0000,0.0000,0.0069,,
"G8","SampG8",1,35,,0.5940,0.0127,1808,,0.0000,0.0000,0.0024,,
"G8","SampG8",2,5000,,0.0039,0.0119,2394,,0.0000,0.0000,0.0024,,
"G9","SampG9",1,35,,0.5940,0.0127,1758,,0.0000,0.0000,0.0028,,
"G9","SampG9",2,5000,,0.0039,0.0119,2297,,0.0000,0.0000,0.0028,,
"G10","SampG10",1,35,,0.6114,0.0127,1575,,0.0000,0.0000,0.0031,,
"G10","SampG10",2,5000,,0.0043,0.0131,2330,,0.0000,0.0000,0.0031,,
"G11","SampG11",1,35,,0.5940,0.0127,1721,,0.0000,0.0000,0.0044,,
"G11","SampG11",2,5000,,0.0041,0.0124,2309,,0.0000,0.0000,0.0044,,
"G12","SampG12",1,35,,0.5940,0.0127,1819,,0.0000,0.0000,0.0101,,
"G12","SampG12",2,5000,,0.0042,0.0128,2555,,0.0000,0.0000,0.0101,,
"H1","W01241174753",1,35,,0.5475,0.0127,1715,,0.1726,1.7096,1.7528,,
"H1","W01241174753",2,191,100.0,1.7096,0.1726,4802,,0.1726,1.7096,1.7528,,
"H1","W01241174753",3,5000,,0.0034,0.0102,2649,,0.1726,1.7096,1.7528,,
"H2","W14241174916",1,35,,0.7158,0.0127,7218,,0.0000,0.0000,0.0242,,
"H2","W14241174916",2,5000,,0.0005,0.0015,2759,,0.0000,0.0000,0.0242,,
"H3","W14241175954",1,35,,0.5940,0.0127,1894,,1.4613,6.6046,1.5294,,
"H3","W14241175954",2,335,100.0,6.6046,1.4613,10116,,1.4613,6.6046,1.5294,,
"H3","W14241175954",3,5000,,0.0044,0.0133,2839,,1.4613,6.6046,1.5294,,
"H4","SampH4",1,35,,0.5940,0.0127,1793,,0.0000,0.0000,0.0072,,
"H4","SampH4",2,5000,,0.0047,0.0143,2894,,0.0000,0.0000,0.0072,,
"H5","SampH5",1,35,,0.6114,0.0127,1377,,0.0000,0.0000,0.0103,,
"H5","SampH5",2,5000,,0.0048,0.0147,2301,,0.0000,0.0000,0.0103,,
"H6","SampH6",1,35,,0.5940,0.0127,1074,,0.0000,0.0000,0.0118,,
"H6","SampH6",2,5000,,0.0041,0.0124,1693,,0.0000,0.0000,0.0118,,
"H7","SampH7",1,35,,0.5940,0.0127,1106,,0.0000,0.0000,0.0102,,
"H7","SampH7",2,5000,,0.0038,0.0115,1604,,0.0000,0.0000,0.0102,,
"H8","SampH8",1,35,,0.5940,0.0127,1701,,0.0000,0.0000,0.0039,,
"H8","SampH8",2,5000,,0.0041,0.0124,2410,,0.0000,0.0000,0.0039,,
"H9","SampH9",1,35,,0.5940,0.0127,1719,,0.0000,0.0000,0.0078,,
"H9","SampH9",2,5000,,0.0041,0.0125,2313,,0.0000,0.0000,0.0078,,
"H10","SampH10",1,35,,0.5777,0.0127,1705,,0.0000,0.0000,0.0827,,
"H10","SampH10",2,5000,,0.0032,0.0097,2294,,0.0000,0.0000,0.0827,,
"H11","SampH11",1,35,,0.6114,0.0127,1640,,2.9418,10.1283,3.0055,,
"H11","SampH11",2,100,5.5,2.6751,0.1629,29030,,2.9418,10.1283,3.0055,,
"H11","SampH11",3,203,6.2,1.4801,0.1836,33232,,2.9418,10.1283,3.0055,,
"H11","SampH11",4,304,6.8,1.0789,0.2000,36052,,2.9418,10.1283,3.0055,,
"H11","SampH11",5,406,7.4,0.8794,0.2175,38563,,2.9418,10.1283,3.0055,,
"H11","SampH11",6,508,12.3,1.1660,0.3614,56019,,2.9418,10.1283,3.0055,,
"H11","SampH11",7,611,6.2,0.4943,0.1835,36443,,2.9418,10.1283,3.0055,,
"H11","SampH11",8,716,6.1,0.4135,0.1801,36237,,2.9418,10.1283,3.0055,,
"H11","SampH11",9,820,6.5,0.3813,0.1900,36752,,2.9418,10.1283,3.0055,,
"H11","SampH11",10,930,6.2,0.3232,0.1828,37202,,2.9418,10.1283,3.0055,,
"H11","SampH11",11,1040,11.2,0.5209,0.3304,54487,,2.9418,10.1283,3.0055,,
"H11","SampH11",12,1281,7.3,0.2752,0.2135,38375,,2.9418,10.1283,3.0055,,
"H11","SampH11",13,1577,7.5,0.2281,0.2215,37967,,2.9418,10.1283,3.0055,,
"H11","SampH11",14,2078,6.0,0.1390,0.1771,34415,,2.9418,10.1283,3.0055,,
"H11","SampH11",15,3050,4.7,0.0733,0.1374,28130,,2.9418,10.1283,3.0055,,
"H11","SampH11",16,5000,,0.0038,0.0115,2289,,2.9418,10.1283,3.0055,,
"H12","SampH12",1,35,,0.6114,0.0127,1691,,2.0679,7.1360,2.0750,,
"H12","SampH12",2,100,4.9,1.6762,0.1021,17895,,2.0679,7.1360,2.0750,,
"H12","SampH12",3,200,6.0,1.0283,0.1251,23185,,2.0679,7.1360,2.0750,,
"H12","SampH12",4,300,6.4,0.7279,0.1327,24571,,2.0679,7.1360,2.0750,,
"H12","SampH12",5,400,6.6,0.5617,0.1366,23490,,2.0679,7.1360,2.0750,,
"H12","SampH12",6,500,16.4,1.1182,0.3398,50698,,2.0679,7.1360,2.0750,,
"H12","SampH12",7,600,5.8,0.3275,0.1192,17601,,2.0679,7.1360,2.0750,,
"H12","SampH12",8,700,5.6,0.2723,0.1157,18012,,2.0679,7.1360,2.0750,,
"H12","SampH12",9,800,5.7,0.2448,0.1187,19332,,2.0679,7.1360,2.0750,,
"H12","SampH12",10,900,5.9,0.2225,0.1215,21432,,2.0679,7.1360,2.0750,,
"H12","SampH12",11,1000,14.7,0.4999,0.3034,50017,,2.0679,7.1360,2.0750,,
"H12","SampH12",12,1200,6.6,0.1858,0.1358,24741,,2.0679,7.1360,2.0750,,
"H12","SampH12",13,1500,6.0,0.1354,0.1240,21098,,2.0679,7.1360,2.0750,,
"H12","SampH12",14,2000,5.2,0.0888,0.1080,22284,,2.0679,7.1360,2.0750,,
"H12","SampH12",15,3000,4.1,0.0467,0.0854,17160,,2.0679,7.1360,2.0750,,
"H12","SampH12",16,5000,,0.0038,0.0114,2291,,2.0679,7.1360,2.0750,,
