Well,Sample ID,Range,ng/uL,% Total,nmole/L,Avg. Size,%CV,Size Threshold (b.p.),DQN
C3,W01241175675,100 bp to 3000 bp,1.5433,98.3,3.0940,821,47.02,300,9.8
C3,W01241175675,1000 bp to 3000 bp,0.3293,21.0,0.3854,1406,29.69,300,9.8
C4,W14241175957,100 bp to 160 bp,0.0004,532.9,0.0045,130,13.62,300,N/A (Size threshold is less than lower marker end point)
C4,W14241175957,160 bp to 3000 bp,0.0032,4819.1,0.0082,647,86.56,300,N/A (Size threshold is less than lower marker end point)
C4,W14241175957,100 bp to 3000 bp,0.0035,5220.6,0.0098,588,93.82,300,N/A (Size threshold is less than lower marker end point)
C4,W14241175957,1000 bp to 3000 bp,0.0007,974.6,0.0006,1745,33.04,300,N/A (Size threshold is less than lower marker end point)
C5,SampC5,100 bp to 160 bp,0.0004,520.0,0.0052,130,13.62,300,N/A (Size threshold is less than lower marker end point)
C5,SampC5,160 bp to 3000 bp,0.0038,4760.8,0.0095,650,86.48,300,N/A (Size threshold is less than lower marker end point)
C5,SampC5,100 bp to 3000 bp,0.0041,5152.3,0.0113,592,93.69,300,N/A (Size threshold is less than lower marker end point)
C5,SampC5,1000 bp to 3000 bp,0.0008,971.9,0.0007,1746,33.01,300,N/A (Size threshold is less than lower marker end point)
C6,SampC6,100 bp to 160 bp,0.0001,4.3,0.0011,146,7.62,300,N/A (Size threshold is less than lower marker end point)
C6,SampC6,160 bp to 3000 bp,0.0001,4.3,0.0003,515,34.93,300,N/A (Size threshold is less than lower marker end point)
C6,SampC6,100 bp to 3000 bp,0.0001,4.3,0.0003,515,34.97,300,N/A (Size threshold is less than lower marker end point)
C6,SampC6,1000 bp to 3000 bp,0.0001,4.3,0.0001,1576,34.66,300,N/A (Size threshold is less than lower marker end point)
C7,SampC7,100 bp to 160 bp,0.0001,0.1,0.0007,139,8.39,300,9.5
C7,SampC7,160 bp to 3000 bp,0.0487,97.3,0.1509,531,63.68,300,9.5
C7,SampC7,100 bp to 3000 bp,0.0487,97.5,0.1513,530,63.75,300,9.5
C7,SampC7,1000 bp to 3000 bp,0.0026,5.2,0.0024,1747,33.42,300,9.5
C8,SampC8,100 bp to 160 bp,0.0000,0.0,NaN,NaN,NaN,300,10.0
C8,SampC8,160 bp to 3000 bp,0.0131,94.2,0.0395,544,66.74,300,10.0
C8,SampC8,100 bp to 3000 bp,0.0131,94.2,0.0395,544,66.74,300,10.0
C8,SampC8,1000 bp to 3000 bp,0.0005,3.9,0.0004,2199,20.91,300,10.0
C9,SampC9,100 bp to 160 bp,0.0000,0.0,NaN,NaN,NaN,300,9.9
C9,SampC9,160 bp to 3000 bp,0.0144,95.0,0.0378,627,73.30,300,9.9
C9,SampC9,100 bp to 3000 bp,0.0144,95.0,0.0378,627,73.30,300,9.9
C9,SampC9,1000 bp to 3000 bp,0.0012,8.0,0.0010,1996,26.04,300,9.9
C10,SampC10,100 bp to 160 bp,0.0000,0.0,0.0000,157,0.00,300,9.7
C10,SampC10,160 bp to 3000 bp,0.0240,96.1,0.0618,638,66.40,300,9.7
C10,SampC10,100 bp to 3000 bp,0.0240,96.1,0.0618,638,66.40,300,9.7
C10,SampC10,1000 bp to 3000 bp,0.0020,7.9,0.0018,1839,31.84,300,9.7
C11,SampC11,100 bp to 160 bp,0.0000,0.0,NaN,NaN,NaN,300,9.8
C11,SampC11,160 bp to 3000 bp,0.0156,94.3,0.0379,675,75.78,300,9.8
C11,SampC11,100 bp to 3000 bp,0.0156,94.3,0.0379,675,75.78,300,9.8
C11,SampC11,1000 bp to 3000 bp,0.0018,10.7,0.0015,1928,28.87,300,9.8
C12,SampC12,100 bp to 160 bp,0.0000,0.0,NaN,NaN,NaN,300,9.5
C12,SampC12,160 bp to 3000 bp,0.0153,94.7,0.0371,680,63.53,300,9.5
C12,SampC12,100 bp to 3000 bp,0.0153,94.7,0.0371,680,63.53,300,9.5
C12,SampC12,1000 bp to 3000 bp,0.0014,8.6,0.0013,1768,35.49,300,9.5
D1,W14241174650,100 bp to 160 bp,0.0035,1.6,0.0396,145,6.11,300,4.9
D1,W14241174650,160 bp to 3000 bp,0.1905,88.9,0.8913,352,54.99,300,4.9
D1,W14241174650,100 bp to 3000 bp,0.1940,90.5,0.9174,348,55.65,300,4.9
D1,W14241174650,1000 bp to 3000 bp,0.0021,1.0,0.0021,1644,35.72,300,4.9
D2,W14241174912,100 bp to 160 bp,0.0000,0.0,0.0001,156,4.26,300,7.7
D2,W14241174912,160 bp to 3000 bp,0.0561,99.6,0.1809,510,54.51,300,7.7
D2,W14241174912,100 bp to 3000 bp,0.0561,99.6,0.1810,510,54.52,300,7.7
D2,W14241174912,1000 bp to 3000 bp,0.0028,4.9,0.0036,1276,28.54,300,7.7
D3,W01241175745,100 bp to 160 bp,0.0003,0.0,0.0031,135,13.50,300,9.8
D3,W01241175745,160 bp to 3000 bp,1.0034,99.7,2.0209,817,43.81,300,9.8
D3,W01241175745,100 bp to 3000 bp,1.0036,99.7,2.0219,817,43.83,300,9.8
D3,W01241175745,1000 bp to 3000 bp,0.3005,29.9,0.3922,1261,17.73,300,9.8
D4,SampD4,100 bp to 160 bp,0.0001,0.1,0.0012,129,17.38,300,9.6
D4,SampD4,160 bp to 3000 bp,0.0850,98.4,0.2126,658,44.56,300,9.6
D4,SampD4,100 bp to 3000 bp,0.0851,98.5,0.2130,658,44.66,300,9.6
D4,SampD4,1000 bp to 3000 bp,0.0034,3.9,0.0036,1532,40.42,300,9.6
D5,SampD5,100 bp to 160 bp,0.0001,0.2,0.0011,141,6.89,300,9.3
D5,SampD5,160 bp to 3000 bp,0.0576,97.7,0.1611,588,46.54,300,9.3
D5,SampD5,100 bp to 3000 bp,0.0577,97.9,0.1615,588,46.65,300,9.3
D5,SampD5,1000 bp to 3000 bp,0.0013,2.1,0.0011,1958,29.78,300,9.3
D6,SampD6,100 bp to 160 bp,0.0001,0.8,0.0015,133,4.76,300,9.3
D6,SampD6,160 bp to 3000 bp,0.0144,91.9,0.0301,787,71.05,300,9.3
D6,SampD6,100 bp to 3000 bp,0.0145,92.7,0.0306,781,71.63,300,9.3
D6,SampD6,1000 bp to 3000 bp,0.0023,14.9,0.0020,1884,30.01,300,9.3
D7,SampD7,100 bp to 160 bp,0.0002,1.2,0.0022,150,10.08,300,9.3
D7,SampD7,160 bp to 3000 bp,0.0150,92.2,0.0310,795,66.75,300,9.3
D7,SampD7,100 bp to 3000 bp,0.0151,93.3,0.0317,787,67.62,300,9.3
D7,SampD7,1000 bp to 3000 bp,0.0025,15.5,0.0024,1746,34.52,300,9.3
D8,SampD8,100 bp to 160 bp,0.0000,0.0,0.0000,100,0.33,300,9.8
D8,SampD8,160 bp to 3000 bp,0.0052,88.5,0.0080,1061,61.13,300,9.8
D8,SampD8,100 bp to 3000 bp,0.0052,88.6,0.0081,1060,61.18,300,9.8
D8,SampD8,1000 bp to 3000 bp,0.0019,31.9,0.0017,1756,33.36,300,9.8
D9,SampD9,100 bp to 160 bp,0.0001,1.1,0.0011,149,12.20,300,8.9
D9,SampD9,160 bp to 3000 bp,0.0078,89.0,0.0152,844,78.78,300,8.9
D9,SampD9,100 bp to 3000 bp,0.0079,89.9,0.0155,837,79.53,300,8.9
D9,SampD9,1000 bp to 3000 bp,0.0017,19.9,0.0015,1913,30.55,300,8.9
D10,SampD10,100 bp to 160 bp,0.0006,5.6,0.0061,155,3.08,300,8.7
D10,SampD10,160 bp to 3000 bp,0.0087,85.2,0.0181,797,76.44,300,8.7
D10,SampD10,100 bp to 3000 bp,0.0093,90.3,0.0201,760,80.30,300,8.7
D10,SampD10,1000 bp to 3000 bp,0.0015,14.8,0.0013,1964,28.03,300,8.7
D11,SampD11,100 bp to 160 bp,0.0004,8.5,0.0041,142,2.37,300,9.1
D11,SampD11,160 bp to 3000 bp,0.0030,71.5,0.0043,1160,70.92,300,9.1
D11,SampD11,100 bp to 3000 bp,0.0034,80.0,0.0053,1051,79.78,300,9.1
D11,SampD11,1000 bp to 3000 bp,0.0012,28.7,0.0010,2068,24.82,300,9.1
D12,SampD12,100 bp to 160 bp,0.0011,10.0,0.0134,141,3.95,300,7.7
D12,SampD12,160 bp to 3000 bp,0.0092,80.5,0.0217,702,87.30,300,7.7
D12,SampD12,100 bp to 3000 bp,0.0104,90.4,0.0266,642,94.13,300,7.7
D12,SampD12,1000 bp to 3000 bp,0.0015,12.8,0.0012,1966,27.52,300,7.7
E1,W14241174651,100 bp to 160 bp,0.0005,1.8,0.0057,148,2.49,300,5.0
E1,W14241174651,160 bp to 3000 bp,0.0278,97.0,0.1307,351,77.58,300,5.0
E1,W14241174651,100 bp to 3000 bp,0.0284,98.8,0.1344,347,78.07,300,5.0
E1,W14241174651,1000 bp to 3000 bp,0.0006,2.0,0.0005,2022,26.26,300,5.0
E2,W14241174913,100 bp to 160 bp,0.0003,1.2,0.0031,150,3.90,300,7.2
E2,W14241174913,160 bp to 3000 bp,0.0228,98.2,0.0821,457,56.47,300,7.2
E2,W14241174913,100 bp to 3000 bp,0.0231,99.5,0.0838,453,57.10,300,7.2
E2,W14241174913,1000 bp to 3000 bp,0.0006,2.4,0.0006,1461,37.77,300,7.2
E3,W14241175948,100 bp to 160 bp,0.3834,21.9,4.6031,137,6.76,300,5.5
E3,W14241175948,160 bp to 3000 bp,1.3582,77.5,5.1230,436,48.75,300,5.5
E3,W14241175948,100 bp to 3000 bp,1.7403,99.3,7.6583,374,60.17,300,5.5
E3,W14241175948,1000 bp to 3000 bp,0.0145,0.8,0.0171,1394,36.73,300,5.5
E4,SampE4,100 bp to 160 bp,0.0025,16.8,0.0317,131,4.22,300,7.0
E4,SampE4,160 bp to 3000 bp,0.0116,76.8,0.0277,689,87.56,300,7.0
E4,SampE4,100 bp to 3000 bp,0.0142,93.5,0.0394,592,99.32,300,7.0
E4,SampE4,1000 bp to 3000 bp,0.0018,11.9,0.0015,1936,29.60,300,7.0
E5,SampE5,100 bp to 160 bp,0.0014,17.1,0.0158,142,3.40,300,7.1
E5,SampE5,160 bp to 3000 bp,0.0059,74.2,0.0123,786,89.06,300,7.1
E5,SampE5,100 bp to 3000 bp,0.0072,91.4,0.0178,669,101.65,300,7.1
E5,SampE5,1000 bp to 3000 bp,0.0013,16.6,0.0011,1969,27.78,300,7.1
E6,SampE6,100 bp to 160 bp,0.0024,15.3,0.0302,129,8.99,300,6.4
E6,SampE6,160 bp to 3000 bp,0.0118,76.4,0.0288,676,91.72,300,6.4
E6,SampE6,100 bp to 3000 bp,0.0142,91.6,0.0398,586,102.77,300,6.4
E6,SampE6,1000 bp to 3000 bp,0.0020,12.6,0.0017,1907,30.12,300,6.4
E7,SampE7,100 bp to 160 bp,0.0026,8.1,0.0314,135,11.55,300,6.7
E7,SampE7,160 bp to 3000 bp,0.0270,85.4,0.0685,648,87.58,300,6.7
E7,SampE7,100 bp to 3000 bp,0.0295,93.4,0.0804,604,93.00,300,6.7
E7,SampE7,1000 bp to 3000 bp,0.0042,13.4,0.0039,1773,32.23,300,6.7
E8,SampE8,100 bp to 160 bp,0.0006,18.0,0.0081,127,4.45,300,7.4
E8,SampE8,160 bp to 3000 bp,0.0021,59.1,0.0023,1476,60.41,300,7.4
E8,SampE8,100 bp to 3000 bp,0.0027,77.1,0.0038,1164,83.04,300,7.4
E8,SampE8,1000 bp to 3000 bp,0.0013,38.3,0.0011,2049,25.88,300,7.4
E9,SampE9,100 bp to 160 bp,0.0000,0.0,NaN,NaN,NaN,300,8.2
E9,SampE9,160 bp to 3000 bp,0.0035,81.5,0.0048,1207,68.94,300,8.2
E9,SampE9,100 bp to 3000 bp,0.0035,81.5,0.0048,1207,68.94,300,8.2
E9,SampE9,1000 bp to 3000 bp,0.0018,42.5,0.0016,1875,30.42,300,8.2
E10,SampE10,100 bp to 160 bp,0.0004,8.0,0.0049,147,12.82,300,7.3
E10,SampE10,160 bp to 3000 bp,0.0044,79.7,0.0079,924,90.00,300,7.3
E10,SampE10,100 bp to 3000 bp,0.0048,86.7,0.0092,861,95.78,300,7.3
E10,SampE10,1000 bp to 3000 bp,0.0016,28.1,0.0013,1937,29.37,300,7.3
E11,SampE11,100 bp to 160 bp,0.0008,22.7,0.0089,147,3.64,300,7.3
E11,SampE11,160 bp to 3000 bp,0.0021,59.0,0.0023,1489,52.76,300,7.3
E11,SampE11,100 bp to 3000 bp,0.0029,81.6,0.0042,1132,79.27,300,7.3
E11,SampE11,1000 bp to 3000 bp,0.0014,40.8,0.0012,1910,28.29,300,7.3
E12,SampE12,100 bp to 160 bp,0.0021,42.3,0.0250,140,3.53,300,5.4
E12,SampE12,160 bp to 3000 bp,0.0022,43.6,0.0027,1354,66.11,300,5.4
E12,SampE12,100 bp to 3000 bp,0.0043,85.8,0.0094,759,116.17,300,5.4
E12,SampE12,1000 bp to 3000 bp,0.0012,24.8,0.0010,2043,26.86,300,5.4
F1,W14241174656,100 bp to 160 bp,0.0025,3.3,0.0301,135,6.35,300,6.2
F1,W14241174656,160 bp to 3000 bp,0.0717,95.9,0.3205,368,59.44,300,6.2
F1,W14241174656,100 bp to 3000 bp,0.0742,99.2,0.3388,360,60.85,300,6.2
F1,W14241174656,1000 bp to 3000 bp,0.0009,1.3,0.0008,1962,28.71,300,6.2
F2,W14241174914,100 bp to 160 bp,0.0006,2.3,0.0066,141,3.91,300,4.8
F2,W14241174914,160 bp to 3000 bp,0.0161,64.6,0.0567,466,60.01,300,4.8
F2,W14241174914,100 bp to 3000 bp,0.0166,66.9,0.0601,455,61.78,300,4.8
F2,W14241174914,1000 bp to 3000 bp,0.0005,1.9,0.0005,1552,37.93,300,4.8
F3,W14241175949,100 bp to 160 bp,0.3603,86.9,4.3520,136,6.18,300,0.6
F3,W14241175949,160 bp to 3000 bp,0.0539,13.0,0.2809,316,75.05,300,0.6
F3,W14241175949,100 bp to 3000 bp,0.4134,99.7,4.2645,159,65.80,300,0.6
F3,W14241175949,1000 bp to 3000 bp,0.0005,0.1,0.0004,2150,23.85,300,0.6
F4,SampF4,100 bp to 160 bp,0.0037,55.9,0.0411,150,3.81,300,4.3
F4,SampF4,160 bp to 3000 bp,0.0023,33.8,0.0025,1492,53.26,300,4.3
F4,SampF4,100 bp to 3000 bp,0.0060,89.5,0.0149,662,123.22,300,4.3
F4,SampF4,1000 bp to 3000 bp,0.0014,21.5,0.0012,1985,27.35,300,4.3
F5,SampF5,100 bp to 160 bp,0.0000,100.0,0.0002,129,0.39,300,0.0
F5,SampF5,160 bp to 3000 bp,0.0000,0.0,NaN,NaN,NaN,300,0.0
F5,SampF5,100 bp to 3000 bp,0.0000,100.0,0.0002,129,0.39,300,0.0
F5,SampF5,1000 bp to 3000 bp,0.0000,0.0,NaN,NaN,NaN,300,0.0
F6,SampF6,100 bp to 160 bp,0.0019,57.3,0.0218,143,2.97,300,4.3
F6,SampF6,160 bp to 3000 bp,0.0009,28.6,0.0008,1902,38.14,300,4.3
F6,SampF6,100 bp to 3000 bp,0.0028,85.9,0.0064,729,127.43,300,4.3
F6,SampF6,1000 bp to 3000 bp,0.0008,24.9,0.0006,2113,24.25,300,4.3
F7,SampF7,100 bp to 160 bp,0.0004,19.3,0.0052,143,2.30,300,8.1
F7,SampF7,160 bp to 3000 bp,0.0012,53.1,0.0010,1996,28.74,300,8.1
F7,SampF7,100 bp to 3000 bp,0.0017,72.4,0.0019,1494,64.13,300,8.1
F7,SampF7,1000 bp to 3000 bp,0.0012,51.5,0.0010,2039,26.01,300,8.1
F8,SampF8,100 bp to 160 bp,0.0003,8.9,0.0035,124,2.27,300,9.1
F8,SampF8,160 bp to 3000 bp,0.0017,59.8,0.0015,1884,34.68,300,9.1
F8,SampF8,100 bp to 3000 bp,0.0020,68.8,0.0020,1656,51.25,300,9.1
F8,SampF8,1000 bp to 3000 bp,0.0015,51.4,0.0012,2047,26.32,300,9.1
F9,SampF9,100 bp to 160 bp,0.0004,8.8,0.0043,147,2.16,300,9.1
F9,SampF9,160 bp to 3000 bp,0.0031,71.7,0.0038,1364,53.44,300,9.1
F9,SampF9,100 bp to 3000 bp,0.0035,80.5,0.0047,1231,63.83,300,9.1
F9,SampF9,1000 bp to 3000 bp,0.0017,39.3,0.0015,1895,30.42,300,9.1
F10,SampF10,100 bp to 160 bp,0.0000,0.0,NaN,NaN,NaN,300,2.7
F10,SampF10,160 bp to 3000 bp,0.0004,23.8,0.0005,1238,94.30,300,2.7
F10,SampF10,100 bp to 3000 bp,0.0004,23.8,0.0005,1238,94.30,300,2.7
F10,SampF10,1000 bp to 3000 bp,0.0002,10.4,0.0001,2434,17.11,300,2.7
F11,SampF11,100 bp to 160 bp,0.0009,23.2,0.0091,154,2.43,300,7.5
F11,SampF11,160 bp to 3000 bp,0.0021,57.9,0.0027,1284,62.88,300,7.5
F11,SampF11,100 bp to 3000 bp,0.0030,80.5,0.0050,980,87.07,300,7.5
F11,SampF11,1000 bp to 3000 bp,0.0011,30.8,0.0010,1927,29.19,300,7.5
F12,SampF12,100 bp to 160 bp,0.0002,6.0,0.0020,154,2.05,300,9.3
F12,SampF12,160 bp to 3000 bp,0.0019,63.6,0.0018,1757,40.08,300,9.3
F12,SampF12,100 bp to 3000 bp,0.0021,69.6,0.0022,1614,50.35,300,9.3
F12,SampF12,1000 bp to 3000 bp,0.0016,53.4,0.0014,1975,27.24,300,9.3
G1,W14241174667,100 bp to 160 bp,0.0006,0.9,0.0073,131,4.54,300,7.2
G1,W14241174667,160 bp to 3000 bp,0.0658,98.0,0.2509,432,67.72,300,7.2
G1,W14241174667,100 bp to 3000 bp,0.0664,98.8,0.2546,429,68.14,300,7.2
G1,W14241174667,1000 bp to 3000 bp,0.0021,3.1,0.0019,1787,31.18,300,7.2
